51 0 AP890908-0222    1 17.06233 BM25_short 
66 0 AP891020-0124  723 4.93872 BM25_short 
66 0 AP891202-0070  724 4.93872 BM25_short 
66 0 AP891210-0062  725 4.93872 BM25_short 
66 0 AP891218-0037  726 4.93872 BM25_short 
66 0 AP890104-0043  727 4.93121 BM25_short 
66 0 AP890112-0178  728 4.93121 BM25_short 
66 0 AP890113-0176  729 4.93121 BM25_short 
66 0 AP890222-0156  730 4.93121 BM25_short 
66 0 AP890224-0003  731 4.93121 BM25_short 
66 0 AP890312-0063  732 4.93121 BM25_short 
66 0 AP890315-0047  733 4.93121 BM25_short 
66 0 AP890407-0099  734 4.93121 BM25_short 
66 0 AP890420-0110  735 4.93121 BM25_short 
66 0 AP890501-0120  736 4.93121 BM25_short 
66 0 AP890513-0075  737 4.93121 BM25_short 
66 0 AP890628-0125  738 4.93121 BM25_short 
66 0 AP890706-0084  739 4.93121 BM25_short 
66 0 AP890712-0106  740 4.93121 BM25_short 
66 0 AP890802-0156  741 4.93121 BM25_short 
66 0 AP890906-0179  742 4.93121 BM25_short 
66 0 AP890911-0185  743 4.93121 BM25_short 
66 0 AP890914-0234  744 4.93121 BM25_short 
66 0 AP891002-0100  745 4.93121 BM25_short 
66 0 AP891012-0075  746 4.93121 BM25_short 
66 0 AP891017-0163  747 4.93121 BM25_short 
66 0 AP891019-0234  748 4.93121 BM25_short 
66 0 AP891020-0202  749 4.93121 BM25_short 
66 0 AP891026-0101  750 4.93121 BM25_short 
66 0 AP891030-0110  751 4.93121 BM25_short 
66 0 AP891031-0114  752 4.93121 BM25_short 
66 0 AP891105-0004  753 4.93121 BM25_short 
66 0 AP891121-0191  754 4.93121 BM25_short 
66 0 AP891202-0092  755 4.93121 BM25_short 
66 0 AP891204-0117  756 4.93121 BM25_short 
66 0 AP891206-0084  757 4.93121 BM25_short 
66 0 AP891212-0005  758 4.93121 BM25_short 
66 0 AP890107-0144  759 4.91318 BM25_short 
66 0 AP890112-0106  760 4.91318 BM25_short 
66 0 AP890112-0116  761 4.91318 BM25_short 
66 0 AP890119-0249  762 4.91318 BM25_short 
66 0 AP890128-0156  763 4.91318 BM25_short 
66 0 AP890208-0158  764 4.91318 BM25_short 
66 0 AP890214-0200  765 4.91318 BM25_short 
66 0 AP890217-0012  766 4.91318 BM25_short 
66 0 AP890217-0071  767 4.91318 BM25_short 
66 0 AP890218-0056  768 4.91318 BM25_short 
66 0 AP890224-0148  769 4.91318 BM25_short 
66 0 AP890227-0097  770 4.91318 BM25_short 
66 0 AP890304-0065  771 4.91318 BM25_short 
66 0 AP890304-0137  772 4.91318 BM25_short 
66 0 AP890307-0135  773 4.91318 BM25_short 
66 0 AP890308-0249  774 4.91318 BM25_short 
66 0 AP890313-0231  775 4.91318 BM25_short 
66 0 AP890316-0061  776 4.91318 BM25_short 
66 0 AP890320-0268  777 4.91318 BM25_short 
66 0 AP890323-0213  778 4.91318 BM25_short 
66 0 AP890324-0180  779 4.91318 BM25_short 
66 0 AP890328-0120  780 4.91318 BM25_short 
66 0 AP890328-0148  781 4.91318 BM25_short 
66 0 AP890330-0194  782 4.91318 BM25_short 
66 0 AP890330-0217  783 4.91318 BM25_short 
66 0 AP890330-0260  784 4.91318 BM25_short 
66 0 AP890406-0162  785 4.91318 BM25_short 
66 0 AP890411-0004  786 4.91318 BM25_short 
66 0 AP890413-0138  787 4.91318 BM25_short 
66 0 AP890414-0179  788 4.91318 BM25_short 
66 0 AP890414-0284  789 4.91318 BM25_short 
66 0 AP890416-0072  790 4.91318 BM25_short 
66 0 AP890417-0273  791 4.91318 BM25_short 
66 0 AP890419-0191  792 4.91318 BM25_short 
66 0 AP890419-0204  793 4.91318 BM25_short 
66 0 AP890419-0277  794 4.91318 BM25_short 
66 0 AP890419-0286  795 4.91318 BM25_short 
66 0 AP890420-0058  796 4.91318 BM25_short 
66 0 AP890420-0066  797 4.91318 BM25_short 
66 0 AP890420-0171  798 4.91318 BM25_short 
66 0 AP890426-0151  799 4.91318 BM25_short 
66 0 AP890426-0277  800 4.91318 BM25_short 
66 0 AP890427-0293  801 4.91318 BM25_short 
66 0 AP890428-0258  802 4.91318 BM25_short 
66 0 AP890428-0263  803 4.91318 BM25_short 
66 0 AP890502-0121  804 4.91318 BM25_short 
66 0 AP890502-0314  805 4.91318 BM25_short 
66 0 AP890503-0002  806 4.91318 BM25_short 
66 0 AP890504-0001  807 4.91318 BM25_short 
66 0 AP890504-0228  808 4.91318 BM25_short 
66 0 AP890504-0303  809 4.91318 BM25_short 
66 0 AP890507-0087  810 4.91318 BM25_short 
66 0 AP890508-0241  811 4.91318 BM25_short 
66 0 AP890508-0244  812 4.91318 BM25_short 
66 0 AP890511-0286  813 4.91318 BM25_short 
66 0 AP890515-0127  814 4.91318 BM25_short 
66 0 AP890515-0142  815 4.91318 BM25_short 
66 0 AP890515-0254  816 4.91318 BM25_short 
66 0 AP890524-0286  817 4.91318 BM25_short 
66 0 AP890525-0286  818 4.91318 BM25_short 
66 0 AP890610-0012  819 4.91318 BM25_short 
66 0 AP890615-0161  820 4.91318 BM25_short 
66 0 AP890615-0245  821 4.91318 BM25_short 
66 0 AP890619-0302  822 4.91318 BM25_short 
66 0 AP890628-0004  823 4.91318 BM25_short 
66 0 AP890630-0151  824 4.91318 BM25_short 
66 0 AP890710-0167  825 4.91318 BM25_short 
66 0 AP890716-0106  826 4.91318 BM25_short 
66 0 AP890718-0267  827 4.91318 BM25_short 
66 0 AP890723-0091  828 4.91318 BM25_short 
66 0 AP890725-0006  829 4.91318 BM25_short 
66 0 AP890726-0011  830 4.91318 BM25_short 
66 0 AP890731-0145  831 4.91318 BM25_short 
66 0 AP890813-0021  832 4.91318 BM25_short 
66 0 AP890814-0047  833 4.91318 BM25_short 
66 0 AP890814-0100  834 4.91318 BM25_short 
66 0 AP890821-0070  835 4.91318 BM25_short 
66 0 AP890821-0104  836 4.91318 BM25_short 
66 0 AP890821-0129  837 4.91318 BM25_short 
66 0 AP890822-0063  838 4.91318 BM25_short 
66 0 AP890823-0100  839 4.91318 BM25_short 
66 0 AP890823-0150  840 4.91318 BM25_short 
66 0 AP890824-0048  841 4.91318 BM25_short 
66 0 AP890829-0022  842 4.91318 BM25_short 
66 0 AP890905-0226  843 4.91318 BM25_short 
66 0 AP890906-0274  844 4.91318 BM25_short 
66 0 AP890912-0172  845 4.91318 BM25_short 
66 0 AP890914-0117  846 4.91318 BM25_short 
66 0 AP890915-0253  847 4.91318 BM25_short 
66 0 AP890919-0260  848 4.91318 BM25_short 
66 0 AP890921-0247  849 4.91318 BM25_short 
66 0 AP890925-0299  850 4.91318 BM25_short 
66 0 AP890926-0042  851 4.91318 BM25_short 
66 0 AP890930-0110  852 4.91318 BM25_short 
66 0 AP891003-0233  853 4.91318 BM25_short 
66 0 AP891005-0038  854 4.91318 BM25_short 
66 0 AP891012-0299  855 4.91318 BM25_short 
66 0 AP891016-0227  856 4.91318 BM25_short 
66 0 AP891016-0290  857 4.91318 BM25_short 
66 0 AP891017-0071  858 4.91318 BM25_short 
66 0 AP891017-0212  859 4.91318 BM25_short 
66 0 AP891017-0243  860 4.91318 BM25_short 
66 0 AP891021-0120  861 4.91318 BM25_short 
66 0 AP891023-0272  862 4.91318 BM25_short 
66 0 AP891025-0105  863 4.91318 BM25_short 
66 0 AP891026-0040  864 4.91318 BM25_short 
66 0 AP891027-0271  865 4.91318 BM25_short 
66 0 AP891102-0258  866 4.91318 BM25_short 
66 0 AP891102-0298  867 4.91318 BM25_short 
66 0 AP891109-0011  868 4.91318 BM25_short 
66 0 AP891109-0220  869 4.91318 BM25_short 
66 0 AP891118-0031  870 4.91318 BM25_short 
66 0 AP891201-0079  871 4.91318 BM25_short 
66 0 AP891204-0282  872 4.91318 BM25_short 
66 0 AP891212-0264  873 4.91318 BM25_short 
66 0 AP891215-0064  874 4.91318 BM25_short 
66 0 AP891215-0222  875 4.91318 BM25_short 
66 0 AP891221-0272  876 4.91318 BM25_short 
66 0 AP891227-0171  877 4.91318 BM25_short 
66 0 AP890203-0072  878 4.85463 BM25_short 
66 0 AP890213-0220  879 4.85463 BM25_short 
66 0 AP890227-0281  880 4.85463 BM25_short 
66 0 AP890310-0085  881 4.85463 BM25_short 
66 0 AP890320-0130  882 4.85463 BM25_short 
66 0 AP890322-0066  883 4.85463 BM25_short 
66 0 AP890323-0108  884 4.85463 BM25_short 
66 0 AP890330-0235  885 4.85463 BM25_short 
66 0 AP890404-0101  886 4.85463 BM25_short 
66 0 AP890425-0213  887 4.85463 BM25_short 
66 0 AP890508-0293  888 4.85463 BM25_short 
66 0 AP890611-0061  889 4.85463 BM25_short 
66 0 AP890703-0141  890 4.85463 BM25_short 
66 0 AP890710-0236  891 4.85463 BM25_short 
66 0 AP890715-0124  892 4.85463 BM25_short 
66 0 AP890726-0216  893 4.85463 BM25_short 
66 0 AP890727-0189  894 4.85463 BM25_short 
66 0 AP890801-0093  895 4.85463 BM25_short 
66 0 AP890809-0083  896 4.85463 BM25_short 
66 0 AP890815-0256  897 4.85463 BM25_short 
66 0 AP890816-0230  898 4.85463 BM25_short 
66 0 AP890818-0052  899 4.85463 BM25_short 
66 0 AP890822-0072  900 4.85463 BM25_short 
66 0 AP890823-0257  901 4.85463 BM25_short 
66 0 AP890826-0040  902 4.85463 BM25_short 
66 0 AP890830-0214  903 4.85463 BM25_short 
66 0 AP890901-0218  904 4.85463 BM25_short 
66 0 AP891015-0061  905 4.85463 BM25_short 
66 0 AP891024-0263  906 4.85463 BM25_short 
66 0 AP891122-0260  907 4.85463 BM25_short 
66 0 AP891127-0240  908 4.85463 BM25_short 
66 0 AP891221-0080  909 4.85463 BM25_short 
66 0 AP890125-0285  910 4.84725 BM25_short 
66 0 AP890129-0090  911 4.84725 BM25_short 
66 0 AP890130-0206  912 4.84725 BM25_short 
66 0 AP890130-0231  913 4.84725 BM25_short 
66 0 AP890208-0186  914 4.84725 BM25_short 
66 0 AP890213-0214  915 4.84725 BM25_short 
66 0 AP890216-0134  916 4.84725 BM25_short 
66 0 AP890225-0016  917 4.84725 BM25_short 
66 0 AP890227-0169  918 4.84725 BM25_short 
66 0 AP890301-0310  919 4.84725 BM25_short 
66 0 AP890307-0066  920 4.84725 BM25_short 
66 0 AP890309-0018  921 4.84725 BM25_short 
66 0 AP890317-0119  922 4.84725 BM25_short 
66 0 AP890405-0172  923 4.84725 BM25_short 
66 0 AP890412-0140  924 4.84725 BM25_short 
66 0 AP890429-0014  925 4.84725 BM25_short 
66 0 AP890430-0057  926 4.84725 BM25_short 
66 0 AP890430-0060  927 4.84725 BM25_short 
66 0 AP890504-0186  928 4.84725 BM25_short 
66 0 AP890505-0147  929 4.84725 BM25_short 
66 0 AP890507-0047  930 4.84725 BM25_short 
66 0 AP890510-0173  931 4.84725 BM25_short 
66 0 AP890517-0031  932 4.84725 BM25_short 
66 0 AP890517-0259  933 4.84725 BM25_short 
66 0 AP890518-0089  934 4.84725 BM25_short 
66 0 AP890519-0050  935 4.84725 BM25_short 
66 0 AP890602-0067  936 4.84725 BM25_short 
66 0 AP890621-0195  937 4.84725 BM25_short 
66 0 AP890630-0175  938 4.84725 BM25_short 
66 0 AP890702-0052  939 4.84725 BM25_short 
66 0 AP890707-0176  940 4.84725 BM25_short 
66 0 AP890710-0152  941 4.84725 BM25_short 
66 0 AP890713-0168  942 4.84725 BM25_short 
66 0 AP890721-0022  943 4.84725 BM25_short 
66 0 AP890729-0125  944 4.84725 BM25_short 
66 0 AP890819-0026  945 4.84725 BM25_short 
66 0 AP890821-0191  946 4.84725 BM25_short 
66 0 AP890825-0024  947 4.84725 BM25_short 
66 0 AP890827-0021  948 4.84725 BM25_short 
66 0 AP890910-0026  949 4.84725 BM25_short 
66 0 AP890911-0046  950 4.84725 BM25_short 
66 0 AP890913-0082  951 4.84725 BM25_short 
66 0 AP890920-0066  952 4.84725 BM25_short 
66 0 AP891005-0132  953 4.84725 BM25_short 
66 0 AP891005-0243  954 4.84725 BM25_short 
66 0 AP891016-0086  955 4.84725 BM25_short 
66 0 AP891017-0173  956 4.84725 BM25_short 
66 0 AP891103-0211  957 4.84725 BM25_short 
66 0 AP891108-0029  958 4.84725 BM25_short 
66 0 AP891110-0267  959 4.84725 BM25_short 
66 0 AP891117-0063  960 4.84725 BM25_short 
66 0 AP891118-0162  961 4.84725 BM25_short 
66 0 AP891120-0074  962 4.84725 BM25_short 
66 0 AP891120-0089  963 4.84725 BM25_short 
66 0 AP891128-0167  964 4.84725 BM25_short 
66 0 AP890308-0027  965 4.80985 BM25_short 
66 0 AP890612-0225  966 4.80985 BM25_short 
66 0 AP890110-0239  967 4.78444 BM25_short 
66 0 AP890112-0170  968 4.78444 BM25_short 
66 0 AP890124-0018  969 4.78444 BM25_short 
66 0 AP890220-0123  970 4.78444 BM25_short 
66 0 AP890222-0030  971 4.78444 BM25_short 
66 0 AP890223-0039  972 4.78444 BM25_short 
66 0 AP890223-0167  973 4.78444 BM25_short 
66 0 AP890306-0218  974 4.78444 BM25_short 
66 0 AP890315-0025  975 4.78444 BM25_short 
66 0 AP890316-0013  976 4.78444 BM25_short 
66 0 AP890316-0098  977 4.78444 BM25_short 
66 0 AP890319-0063  978 4.78444 BM25_short 
66 0 AP890327-0007  979 4.78444 BM25_short 
66 0 AP890404-0061  980 4.78444 BM25_short 
66 0 AP890406-0165  981 4.78444 BM25_short 
66 0 AP890417-0279  982 4.78444 BM25_short 
66 0 AP890418-0259  983 4.78444 BM25_short 
66 0 AP890426-0140  984 4.78444 BM25_short 
66 0 AP890501-0200  985 4.78444 BM25_short 
66 0 AP890512-0230  986 4.78444 BM25_short 
66 0 AP890516-0267  987 4.78444 BM25_short 
66 0 AP890612-0227  988 4.78444 BM25_short 
66 0 AP890620-0007  989 4.78444 BM25_short 
66 0 AP890628-0201  990 4.78444 BM25_short 
66 0 AP890706-0191  991 4.78444 BM25_short 
66 0 AP890724-0076  992 4.78444 BM25_short 
66 0 AP890725-0116  993 4.78444 BM25_short 
66 0 AP890726-0243  994 4.78444 BM25_short 
66 0 AP890914-0081  995 4.78444 BM25_short 
66 0 AP890920-0020  996 4.78444 BM25_short 
66 0 AP890921-0063  997 4.78444 BM25_short 
66 0 AP891007-0121  998 4.78444 BM25_short 
66 0 AP891109-0021  999 4.78444 BM25_short 
66 0 AP891211-0149 1000 4.78444 BM25_short 
67 0 AP890409-0025    1 18.47755 BM25_short 
67 0 AP890202-0099    2 17.95807 BM25_short 
67 0 AP890805-0105    3 14.70745 BM25_short 
67 0 AP891109-0054    4 14.70745 BM25_short 
67 0 AP890715-0011    5 13.65246 BM25_short 
67 0 AP890310-0118    6 13.60331 BM25_short 
67 0 AP890309-0085    7 13.22470 BM25_short 
67 0 AP890812-0094    8 12.88179 BM25_short 
67 0 AP891220-0111    9 12.88179 BM25_short 
67 0 AP890602-0013   10 12.87817 BM25_short 
67 0 AP890126-0087   11 12.86220 BM25_short 
67 0 AP891227-0134   12 12.86220 BM25_short 
67 0 AP891130-0205   13 12.70287 BM25_short 
67 0 AP890106-0088   14 12.37337 BM25_short 
67 0 AP890303-0140   15 11.91233 BM25_short 
67 0 AP890614-0193   16 11.91233 BM25_short 
67 0 AP890624-0014   17 11.91233 BM25_short 
67 0 AP891114-0054   18 11.91233 BM25_short 
67 0 AP890113-0197   19 11.90529 BM25_short 
67 0 AP890501-0061   20 11.84026 BM25_short 
67 0 AP890602-0159   21 11.84026 BM25_short 
67 0 AP890726-0028   22 11.84026 BM25_short 
67 0 AP891101-0160   23 11.84026 BM25_short 
67 0 AP891214-0143   24 11.84026 BM25_short 
67 0 AP890714-0162   25 11.63032 BM25_short 
67 0 AP890726-0168   26 11.61955 BM25_short 
67 0 AP891122-0140   27 11.34571 BM25_short 
67 0 AP890822-0033   28 11.29920 BM25_short 
67 0 AP890622-0121   29 10.33251 BM25_short 
67 0 AP891010-0040   30 10.33251 BM25_short 
67 0 AP891003-0143   31 10.30743 BM25_short 
67 0 AP890111-0012   32 10.30625 BM25_short 
67 0 AP890111-0199   33 10.30625 BM25_short 
67 0 AP890125-0099   34 10.30625 BM25_short 
67 0 AP890125-0200   35 10.30625 BM25_short 
67 0 AP890204-0130   36 10.30625 BM25_short 
67 0 AP890222-0199   37 10.30625 BM25_short 
67 0 AP890307-0051   38 10.30625 BM25_short 
67 0 AP890314-0119   39 10.30625 BM25_short 
67 0 AP890317-0048   40 10.30625 BM25_short 
67 0 AP890410-0011   41 10.30625 BM25_short 
67 0 AP890427-0091   42 10.30625 BM25_short 
67 0 AP890602-0138   43 10.30625 BM25_short 
67 0 AP890703-0119   44 10.30625 BM25_short 
67 0 AP890710-0172   45 10.30625 BM25_short 
67 0 AP890728-0174   46 10.30625 BM25_short 
67 0 AP890803-0039   47 10.30625 BM25_short 
67 0 AP890831-0029   48 10.30625 BM25_short 
67 0 AP891031-0012   49 10.30625 BM25_short 
67 0 AP890601-0238   50 10.28338 BM25_short 
67 0 AP890627-0089   51 10.27060 BM25_short 
67 0 AP890601-0170   52 10.06751 BM25_short 
67 0 AP891213-0209   53 9.96625 BM25_short 
67 0 AP890510-0191   54 9.93260 BM25_short 
67 0 AP890613-0137   55 9.86791 BM25_short 
67 0 AP890714-0130   56 9.72313 BM25_short 
67 0 AP890411-0031   57 9.71639 BM25_short 
67 0 AP890823-0079   58 9.71639 BM25_short 
67 0 AP891013-0058   59 9.71639 BM25_short 
67 0 AP890911-0017   60 9.63888 BM25_short 
67 0 AP890327-0124   61 9.50904 BM25_short 
67 0 AP890123-0201   62 9.44253 BM25_short 
67 0 AP890505-0011   63 9.44253 BM25_short 
67 0 AP891011-0149   64 9.42408 BM25_short 
67 0 AP891013-0096   65 9.34203 BM25_short 
67 0 AP890717-0129   66 9.31790 BM25_short 
67 0 AP890102-0090   67 9.28350 BM25_short 
67 0 AP890117-0077   68 9.28350 BM25_short 
67 0 AP890203-0147   69 9.28350 BM25_short 
67 0 AP890223-0154   70 9.28350 BM25_short 
67 0 AP890322-0030   71 9.28350 BM25_short 
67 0 AP890401-0061   72 9.28350 BM25_short 
67 0 AP890504-0186   73 9.28350 BM25_short 
67 0 AP890515-0223   74 9.28350 BM25_short 
67 0 AP890518-0058   75 9.28350 BM25_short 
67 0 AP890530-0184   76 9.28350 BM25_short 
67 0 AP890619-0116   77 9.28350 BM25_short 
67 0 AP890814-0002   78 9.28350 BM25_short 
67 0 AP890830-0149   79 9.28350 BM25_short 
67 0 AP890906-0203   80 9.28350 BM25_short 
67 0 AP890927-0077   81 9.28350 BM25_short 
67 0 AP891013-0063   82 9.28350 BM25_short 
67 0 AP891017-0074   83 9.28350 BM25_short 
67 0 AP891108-0199   84 9.28350 BM25_short 
67 0 AP891109-0056   85 9.28350 BM25_short 
67 0 AP891111-0116   86 9.28350 BM25_short 
67 0 AP891117-0014   87 9.28350 BM25_short 
67 0 AP891125-0008   88 9.28350 BM25_short 
67 0 AP891129-0168   89 9.28350 BM25_short 
67 0 AP890914-0192   90 9.26530 BM25_short 
67 0 AP890423-0008   91 9.07530 BM25_short 
67 0 AP890814-0051   92 9.07530 BM25_short 
67 0 AP890117-0195   93 9.06618 BM25_short 
67 0 AP890213-0060   94 9.06618 BM25_short 
67 0 AP890622-0161   95 9.01195 BM25_short 
67 0 AP890117-0149   96 8.96376 BM25_short 
67 0 AP890218-0049   97 8.93995 BM25_short 
67 0 AP890912-0130   98 8.93995 BM25_short 
67 0 AP891229-0082   99 8.93995 BM25_short 
67 0 AP890526-0172  100 8.83672 BM25_short 
67 0 AP890709-0020  101 8.83672 BM25_short 
67 0 AP891226-0085  102 8.83672 BM25_short 
67 0 AP891030-0157  103 8.82946 BM25_short 
67 0 AP891220-0129  104 8.80711 BM25_short 
67 0 AP890115-0043  105 8.79794 BM25_short 
67 0 AP890303-0196  106 8.79533 BM25_short 
67 0 AP891025-0091  107 8.73600 BM25_short 
67 0 AP890404-0016  108 8.60812 BM25_short 
67 0 AP891220-0210  109 8.60812 BM25_short 
67 0 AP890219-0025  110 8.57063 BM25_short 
67 0 AP890227-0231  111 8.57063 BM25_short 
67 0 AP890906-0095  112 8.57063 BM25_short 
67 0 AP890821-0116  113 8.54141 BM25_short 
67 0 AP890824-0060  114 8.52409 BM25_short 
67 0 AP890102-0005  115 8.46965 BM25_short 
67 0 AP890124-0034  116 8.46965 BM25_short 
67 0 AP890125-0086  117 8.46965 BM25_short 
67 0 AP890318-0057  118 8.46965 BM25_short 
67 0 AP891208-0109  119 8.46965 BM25_short 
67 0 AP890304-0120  120 8.44962 BM25_short 
67 0 AP890311-0014  121 8.44962 BM25_short 
67 0 AP890106-0124  122 8.43144 BM25_short 
67 0 AP890224-0007  123 8.43144 BM25_short 
67 0 AP890928-0133  124 8.43144 BM25_short 
67 0 AP891223-0127  125 8.43144 BM25_short 
67 0 AP890816-0136  126 8.42464 BM25_short 
67 0 AP890225-0005  127 8.35891 BM25_short 
67 0 AP891222-0176  128 8.17333 BM25_short 
67 0 AP890428-0158  129 8.06958 BM25_short 
67 0 AP890524-0073  130 8.06958 BM25_short 
67 0 AP890809-0150  131 8.06958 BM25_short 
67 0 AP890825-0133  132 8.06958 BM25_short 
67 0 AP890911-0232  133 8.06958 BM25_short 
67 0 AP891012-0051  134 8.06958 BM25_short 
67 0 AP891120-0022  135 8.05468 BM25_short 
67 0 AP890118-0091  136 8.05279 BM25_short 
67 0 AP890320-0056  137 8.05279 BM25_short 
67 0 AP890809-0046  138 8.05279 BM25_short 
67 0 AP890108-0032  139 8.05232 BM25_short 
67 0 AP890119-0172  140 8.05232 BM25_short 
67 0 AP890130-0067  141 8.05232 BM25_short 
67 0 AP890203-0042  142 8.05232 BM25_short 
67 0 AP890207-0060  143 8.05232 BM25_short 
67 0 AP890209-0214  144 8.05232 BM25_short 
67 0 AP890225-0029  145 8.05232 BM25_short 
67 0 AP890225-0132  146 8.05232 BM25_short 
67 0 AP890301-0191  147 8.05232 BM25_short 
67 0 AP890301-0213  148 8.05232 BM25_short 
67 0 AP890310-0049  149 8.05232 BM25_short 
67 0 AP890310-0310  150 8.05232 BM25_short 
67 0 AP890316-0015  151 8.05232 BM25_short 
67 0 AP890318-0071  152 8.05232 BM25_short 
67 0 AP890319-0043  153 8.05232 BM25_short 
67 0 AP890321-0017  154 8.05232 BM25_short 
67 0 AP890411-0079  155 8.05232 BM25_short 
67 0 AP890412-0016  156 8.05232 BM25_short 
67 0 AP890412-0054  157 8.05232 BM25_short 
67 0 AP890412-0158  158 8.05232 BM25_short 
67 0 AP890516-0158  159 8.05232 BM25_short 
67 0 AP890519-0266  160 8.05232 BM25_short 
67 0 AP890525-0176  161 8.05232 BM25_short 
67 0 AP890526-0064  162 8.05232 BM25_short 
67 0 AP890526-0120  163 8.05232 BM25_short 
67 0 AP890529-0131  164 8.05232 BM25_short 
67 0 AP890531-0190  165 8.05232 BM25_short 
67 0 AP890711-0072  166 8.05232 BM25_short 
67 0 AP890725-0230  167 8.05232 BM25_short 
67 0 AP890829-0143  168 8.05232 BM25_short 
67 0 AP890905-0026  169 8.05232 BM25_short 
67 0 AP890920-0138  170 8.05232 BM25_short 
67 0 AP891018-0024  171 8.05232 BM25_short 
67 0 AP891019-0145  172 8.05232 BM25_short 
67 0 AP891024-0101  173 8.05232 BM25_short 
67 0 AP891027-0053  174 8.05232 BM25_short 
67 0 AP891116-0117  175 8.05232 BM25_short 
67 0 AP891118-0016  176 8.05232 BM25_short 
67 0 AP891121-0015  177 8.05232 BM25_short 
67 0 AP890420-0070  178 7.97655 BM25_short 
67 0 AP890503-0080  179 7.97655 BM25_short 
67 0 AP890223-0174  180 7.95982 BM25_short 
67 0 AP890914-0061  181 7.95982 BM25_short 
67 0 AP890128-0054  182 7.94784 BM25_short 
67 0 AP890530-0095  183 7.73282 BM25_short 
67 0 AP890515-0141  184 7.71171 BM25_short 
67 0 AP890620-0054  185 7.71171 BM25_short 
67 0 AP891003-0027  186 7.71171 BM25_short 
67 0 AP890102-0094  187 7.69825 BM25_short 
67 0 AP890406-0128  188 7.61100 BM25_short 
67 0 AP890406-0124  189 7.60071 BM25_short 
67 0 AP890716-0037  190 7.60071 BM25_short 
67 0 AP890719-0191  191 7.60071 BM25_short 
67 0 AP890828-0027  192 7.60071 BM25_short 
67 0 AP891003-0180  193 7.60071 BM25_short 
67 0 AP890125-0202  194 7.59473 BM25_short 
67 0 AP890126-0060  195 7.59473 BM25_short 
67 0 AP890202-0053  196 7.59473 BM25_short 
67 0 AP890322-0249  197 7.59473 BM25_short 
67 0 AP890414-0184  198 7.59473 BM25_short 
67 0 AP890524-0158  199 7.59473 BM25_short 
67 0 AP890529-0141  200 7.59473 BM25_short 
67 0 AP890619-0122  201 7.59473 BM25_short 
67 0 AP890821-0080  202 7.59473 BM25_short 
67 0 AP890829-0058  203 7.59473 BM25_short 
67 0 AP890905-0119  204 7.59473 BM25_short 
67 0 AP890923-0127  205 7.59473 BM25_short 
67 0 AP891011-0161  206 7.59473 BM25_short 
67 0 AP890117-0017  207 7.59374 BM25_short 
