51 0 AP890518-0275    1 0.54291 VSM_long 
60 0 AP890526-0194  647 0.04255 VSM_long 
60 0 AP890308-0122  648 0.04249 VSM_long 
60 0 AP891004-0310  649 0.04248 VSM_long 
60 0 AP890608-0152  650 0.04247 VSM_long 
60 0 AP890727-0212  651 0.04246 VSM_long 
60 0 AP890313-0244  652 0.04245 VSM_long 
60 0 AP890517-0083  653 0.04243 VSM_long 
60 0 AP891104-0130  654 0.04240 VSM_long 
60 0 AP890306-0117  655 0.04239 VSM_long 
60 0 AP890822-0085  656 0.04235 VSM_long 
60 0 AP890415-0054  657 0.04232 VSM_long 
60 0 AP890908-0231  658 0.04230 VSM_long 
60 0 AP891021-0083  659 0.04226 VSM_long 
60 0 AP890114-0076  660 0.04225 VSM_long 
60 0 AP890902-0027  661 0.04225 VSM_long 
60 0 AP890922-0313  662 0.04224 VSM_long 
60 0 AP891221-0122  663 0.04222 VSM_long 
60 0 AP890508-0226  664 0.04221 VSM_long 
60 0 AP890408-0010  665 0.04217 VSM_long 
60 0 AP890531-0182  666 0.04211 VSM_long 
60 0 AP890329-0022  667 0.04208 VSM_long 
60 0 AP890310-0259  668 0.04201 VSM_long 
60 0 AP890618-0003  669 0.04199 VSM_long 
60 0 AP890422-0125  670 0.04196 VSM_long 
60 0 AP890330-0002  671 0.04194 VSM_long 
60 0 AP891116-0139  672 0.04192 VSM_long 
60 0 AP890111-0139  673 0.04188 VSM_long 
60 0 AP890908-0152  674 0.04185 VSM_long 
60 0 AP890404-0020  675 0.04182 VSM_long 
60 0 AP890531-0304  676 0.04180 VSM_long 
60 0 AP891018-0245  677 0.04179 VSM_long 
60 0 AP890812-0018  678 0.04178 VSM_long 
60 0 AP890221-0132  679 0.04176 VSM_long 
60 0 AP890502-0078  680 0.04176 VSM_long 
60 0 AP890727-0147  681 0.04169 VSM_long 
60 0 AP890306-0148  682 0.04164 VSM_long 
60 0 AP890609-0173  683 0.04162 VSM_long 
60 0 AP890208-0277  684 0.04159 VSM_long 
60 0 AP890605-0041  685 0.04158 VSM_long 
60 0 AP890425-0241  686 0.04149 VSM_long 
60 0 AP890602-0223  687 0.04145 VSM_long 
60 0 AP890310-0214  688 0.04143 VSM_long 
60 0 AP891106-0083  689 0.04141 VSM_long 
60 0 AP890221-0243  690 0.04141 VSM_long 
60 0 AP890214-0230  691 0.04141 VSM_long 
60 0 AP890718-0220  692 0.04140 VSM_long 
60 0 AP891204-0278  693 0.04137 VSM_long 
60 0 AP891220-0230  694 0.04137 VSM_long 
60 0 AP890320-0021  695 0.04133 VSM_long 
60 0 AP890228-0139  696 0.04132 VSM_long 
60 0 AP890916-0068  697 0.04131 VSM_long 
60 0 AP890207-0034  698 0.04131 VSM_long 
60 0 AP891229-0039  699 0.04131 VSM_long 
60 0 AP891002-0266  700 0.04130 VSM_long 
60 0 AP890414-0026  701 0.04129 VSM_long 
60 0 AP890503-0141  702 0.04129 VSM_long 
60 0 AP890531-0164  703 0.04128 VSM_long 
60 0 AP890920-0249  704 0.04128 VSM_long 
60 0 AP890713-0103  705 0.04128 VSM_long 
60 0 AP890923-0092  706 0.04128 VSM_long 
60 0 AP890703-0297  707 0.04124 VSM_long 
60 0 AP890928-0022  708 0.04122 VSM_long 
60 0 AP890315-0032  709 0.04121 VSM_long 
60 0 AP890707-0184  710 0.04120 VSM_long 
60 0 AP891122-0091  711 0.04119 VSM_long 
60 0 AP890922-0101  712 0.04118 VSM_long 
60 0 AP891013-0007  713 0.04117 VSM_long 
60 0 AP890223-0249  714 0.04114 VSM_long 
60 0 AP891113-0058  715 0.04112 VSM_long 
60 0 AP890531-0215  716 0.04111 VSM_long 
60 0 AP890123-0320  717 0.04110 VSM_long 
60 0 AP891012-0253  718 0.04108 VSM_long 
60 0 AP890223-0050  719 0.04107 VSM_long 
60 0 AP890901-0175  720 0.04106 VSM_long 
60 0 AP891121-0246  721 0.04104 VSM_long 
60 0 AP891103-0034  722 0.04104 VSM_long 
60 0 AP890714-0145  723 0.04103 VSM_long 
60 0 AP891114-0155  724 0.04103 VSM_long 
60 0 AP890511-0226  725 0.04099 VSM_long 
60 0 AP890729-0094  726 0.04098 VSM_long 
60 0 AP890809-0016  727 0.04098 VSM_long 
60 0 AP891127-0143  728 0.04097 VSM_long 
60 0 AP891103-0080  729 0.04096 VSM_long 
60 0 AP890621-0085  730 0.04094 VSM_long 
60 0 AP891204-0081  731 0.04091 VSM_long 
60 0 AP890814-0249  732 0.04090 VSM_long 
60 0 AP890704-0085  733 0.04089 VSM_long 
60 0 AP890929-0212  734 0.04082 VSM_long 
60 0 AP890213-0175  735 0.04077 VSM_long 
60 0 AP890412-0220  736 0.04075 VSM_long 
60 0 AP891130-0223  737 0.04069 VSM_long 
60 0 AP890112-0026  738 0.04068 VSM_long 
60 0 AP890212-0096  739 0.04067 VSM_long 
60 0 AP890614-0283  740 0.04066 VSM_long 
60 0 AP890614-0240  741 0.04062 VSM_long 
60 0 AP890805-0054  742 0.04062 VSM_long 
60 0 AP890109-0305  743 0.04060 VSM_long 
60 0 AP890127-0116  744 0.04057 VSM_long 
60 0 AP890224-0009  745 0.04056 VSM_long 
60 0 AP890706-0208  746 0.04054 VSM_long 
60 0 AP890419-0028  747 0.04054 VSM_long 
60 0 AP891001-0047  748 0.04051 VSM_long 
60 0 AP891121-0119  749 0.04051 VSM_long 
60 0 AP890227-0127  750 0.04049 VSM_long 
60 0 AP890922-0170  751 0.04048 VSM_long 
60 0 AP890204-0119  752 0.04046 VSM_long 
60 0 AP890502-0299  753 0.04046 VSM_long 
60 0 AP890207-0026  754 0.04045 VSM_long 
60 0 AP890609-0222  755 0.04045 VSM_long 
60 0 AP890829-0086  756 0.04045 VSM_long 
60 0 AP890103-0109  757 0.04043 VSM_long 
60 0 AP890927-0100  758 0.04040 VSM_long 
60 0 AP890505-0235  759 0.04038 VSM_long 
60 0 AP890123-0273  760 0.04037 VSM_long 
60 0 AP890425-0071  761 0.04034 VSM_long 
60 0 AP890605-0003  762 0.04034 VSM_long 
60 0 AP890514-0007  763 0.04025 VSM_long 
60 0 AP891005-0098  764 0.04021 VSM_long 
60 0 AP890419-0190  765 0.04020 VSM_long 
60 0 AP890130-0114  766 0.04020 VSM_long 
60 0 AP890110-0074  767 0.04020 VSM_long 
60 0 AP890126-0248  768 0.04015 VSM_long 
60 0 AP890522-0347  769 0.04014 VSM_long 
60 0 AP890406-0199  770 0.04013 VSM_long 
60 0 AP890209-0231  771 0.04006 VSM_long 
60 0 AP890612-0247  772 0.04005 VSM_long 
60 0 AP890505-0179  773 0.04003 VSM_long 
60 0 AP891128-0224  774 0.04003 VSM_long 
60 0 AP890509-0119  775 0.04000 VSM_long 
60 0 AP890524-0212  776 0.04000 VSM_long 
60 0 AP890322-0277  777 0.04000 VSM_long 
60 0 AP890109-0300  778 0.03993 VSM_long 
60 0 AP890513-0070  779 0.03991 VSM_long 
60 0 AP890415-0010  780 0.03989 VSM_long 
60 0 AP890818-0129  781 0.03988 VSM_long 
60 0 AP890703-0211  782 0.03987 VSM_long 
60 0 AP890724-0143  783 0.03987 VSM_long 
60 0 AP890102-0062  784 0.03986 VSM_long 
60 0 AP890415-0071  785 0.03982 VSM_long 
60 0 AP890306-0115  786 0.03980 VSM_long 
60 0 AP890601-0029  787 0.03977 VSM_long 
60 0 AP890301-0222  788 0.03977 VSM_long 
60 0 AP890102-0087  789 0.03977 VSM_long 
60 0 AP891218-0279  790 0.03976 VSM_long 
60 0 AP891103-0294  791 0.03975 VSM_long 
60 0 AP890308-0222  792 0.03973 VSM_long 
60 0 AP890129-0027  793 0.03972 VSM_long 
60 0 AP890216-0034  794 0.03972 VSM_long 
60 0 AP891119-0009  795 0.03971 VSM_long 
60 0 AP890501-0265  796 0.03970 VSM_long 
60 0 AP891116-0172  797 0.03969 VSM_long 
60 0 AP891030-0229  798 0.03967 VSM_long 
60 0 AP890907-0100  799 0.03965 VSM_long 
60 0 AP890504-0154  800 0.03965 VSM_long 
60 0 AP890126-0235  801 0.03965 VSM_long 
60 0 AP891127-0267  802 0.03964 VSM_long 
60 0 AP891118-0028  803 0.03963 VSM_long 
60 0 AP890423-0043  804 0.03963 VSM_long 
60 0 AP890726-0148  805 0.03961 VSM_long 
60 0 AP890622-0262  806 0.03961 VSM_long 
60 0 AP890628-0002  807 0.03961 VSM_long 
60 0 AP890731-0075  808 0.03960 VSM_long 
60 0 AP891109-0176  809 0.03960 VSM_long 
60 0 AP891223-0027  810 0.03958 VSM_long 
60 0 AP890711-0262  811 0.03958 VSM_long 
60 0 AP891006-0152  812 0.03955 VSM_long 
60 0 AP890221-0151  813 0.03953 VSM_long 
60 0 AP890524-0036  814 0.03950 VSM_long 
60 0 AP891004-0110  815 0.03945 VSM_long 
60 0 AP890202-0190  816 0.03943 VSM_long 
60 0 AP891108-0157  817 0.03942 VSM_long 
60 0 AP890111-0012  818 0.03942 VSM_long 
60 0 AP890621-0228  819 0.03942 VSM_long 
60 0 AP890505-0203  820 0.03942 VSM_long 
60 0 AP890814-0197  821 0.03941 VSM_long 
60 0 AP890127-0276  822 0.03937 VSM_long 
60 0 AP890216-0078  823 0.03937 VSM_long 
60 0 AP891203-0001  824 0.03936 VSM_long 
60 0 AP891018-0244  825 0.03935 VSM_long 
60 0 AP891229-0093  826 0.03934 VSM_long 
60 0 AP890628-0041  827 0.03933 VSM_long 
60 0 AP890601-0384  828 0.03931 VSM_long 
60 0 AP891017-0259  829 0.03930 VSM_long 
60 0 AP890426-0216  830 0.03930 VSM_long 
60 0 AP890119-0282  831 0.03929 VSM_long 
60 0 AP891123-0061  832 0.03927 VSM_long 
60 0 AP890516-0167  833 0.03927 VSM_long 
60 0 AP890322-0039  834 0.03924 VSM_long 
60 0 AP890426-0142  835 0.03923 VSM_long 
60 0 AP890122-0038  836 0.03923 VSM_long 
60 0 AP890118-0190  837 0.03923 VSM_long 
60 0 AP890322-0279  838 0.03918 VSM_long 
60 0 AP890815-0210  839 0.03916 VSM_long 
60 0 AP890117-0170  840 0.03916 VSM_long 
60 0 AP890824-0029  841 0.03914 VSM_long 
60 0 AP890907-0240  842 0.03913 VSM_long 
60 0 AP890418-0259  843 0.03911 VSM_long 
60 0 AP891119-0064  844 0.03911 VSM_long 
60 0 AP890324-0078  845 0.03910 VSM_long 
60 0 AP890927-0089  846 0.03909 VSM_long 
60 0 AP890315-0124  847 0.03907 VSM_long 
60 0 AP891025-0291  848 0.03901 VSM_long 
60 0 AP890417-0027  849 0.03901 VSM_long 
60 0 AP890819-0028  850 0.03900 VSM_long 
60 0 AP890308-0243  851 0.03900 VSM_long 
60 0 AP891003-0263  852 0.03898 VSM_long 
60 0 AP890802-0215  853 0.03898 VSM_long 
60 0 AP890225-0016  854 0.03896 VSM_long 
60 0 AP890329-0191  855 0.03896 VSM_long 
60 0 AP890525-0231  856 0.03895 VSM_long 
60 0 AP891223-0060  857 0.03887 VSM_long 
60 0 AP890609-0217  858 0.03887 VSM_long 
60 0 AP890405-0073  859 0.03886 VSM_long 
60 0 AP890208-0067  860 0.03886 VSM_long 
60 0 AP890406-0210  861 0.03884 VSM_long 
60 0 AP890421-0169  862 0.03883 VSM_long 
60 0 AP890306-0235  863 0.03878 VSM_long 
60 0 AP890320-0086  864 0.03878 VSM_long 
60 0 AP890801-0254  865 0.03876 VSM_long 
60 0 AP890829-0070  866 0.03874 VSM_long 
60 0 AP890301-0129  867 0.03871 VSM_long 
60 0 AP890119-0351  868 0.03869 VSM_long 
60 0 AP891030-0256  869 0.03863 VSM_long 
60 0 AP890823-0128  870 0.03863 VSM_long 
60 0 AP890725-0117  871 0.03863 VSM_long 
60 0 AP890316-0251  872 0.03862 VSM_long 
60 0 AP890707-0116  873 0.03861 VSM_long 
60 0 AP890801-0223  874 0.03861 VSM_long 
60 0 AP890228-0241  875 0.03859 VSM_long 
60 0 AP891209-0106  876 0.03858 VSM_long 
60 0 AP890119-0259  877 0.03858 VSM_long 
60 0 AP890803-0231  878 0.03853 VSM_long 
60 0 AP890531-0248  879 0.03851 VSM_long 
60 0 AP890810-0190  880 0.03850 VSM_long 
60 0 AP890124-0171  881 0.03849 VSM_long 
60 0 AP891101-0255  882 0.03847 VSM_long 
60 0 AP890718-0081  883 0.03842 VSM_long 
60 0 AP890515-0066  884 0.03840 VSM_long 
60 0 AP891112-0040  885 0.03835 VSM_long 
60 0 AP891121-0237  886 0.03830 VSM_long 
60 0 AP890714-0170  887 0.03829 VSM_long 
60 0 AP891011-0177  888 0.03828 VSM_long 
60 0 AP891003-0091  889 0.03828 VSM_long 
60 0 AP891127-0172  890 0.03828 VSM_long 
60 0 AP890524-0038  891 0.03828 VSM_long 
60 0 AP890412-0181  892 0.03824 VSM_long 
60 0 AP890302-0036  893 0.03822 VSM_long 
60 0 AP890717-0086  894 0.03820 VSM_long 
60 0 AP890729-0150  895 0.03817 VSM_long 
60 0 AP891107-0013  896 0.03816 VSM_long 
60 0 AP890502-0312  897 0.03811 VSM_long 
60 0 AP890316-0149  898 0.03808 VSM_long 
60 0 AP890111-0135  899 0.03807 VSM_long 
60 0 AP890310-0344  900 0.03805 VSM_long 
60 0 AP890111-0114  901 0.03804 VSM_long 
60 0 AP890728-0029  902 0.03802 VSM_long 
60 0 AP890113-0202  903 0.03802 VSM_long 
60 0 AP890125-0198  904 0.03801 VSM_long 
60 0 AP890620-0008  905 0.03801 VSM_long 
60 0 AP890316-0227  906 0.03801 VSM_long 
60 0 AP890406-0212  907 0.03800 VSM_long 
60 0 AP890320-0110  908 0.03799 VSM_long 
60 0 AP890615-0107  909 0.03798 VSM_long 
60 0 AP890607-0165  910 0.03798 VSM_long 
60 0 AP890208-0127  911 0.03793 VSM_long 
60 0 AP891126-0021  912 0.03793 VSM_long 
60 0 AP890805-0076  913 0.03792 VSM_long 
60 0 AP890831-0218  914 0.03789 VSM_long 
60 0 AP890721-0268  915 0.03784 VSM_long 
60 0 AP890103-0135  916 0.03783 VSM_long 
60 0 AP890306-0014  917 0.03782 VSM_long 
60 0 AP890214-0138  918 0.03780 VSM_long 
60 0 AP890426-0029  919 0.03778 VSM_long 
60 0 AP890302-0216  920 0.03777 VSM_long 
60 0 AP890908-0205  921 0.03776 VSM_long 
60 0 AP890910-0004  922 0.03776 VSM_long 
60 0 AP890924-0022  923 0.03773 VSM_long 
60 0 AP890411-0133  924 0.03773 VSM_long 
60 0 AP890521-0060  925 0.03773 VSM_long 
60 0 AP890126-0100  926 0.03770 VSM_long 
60 0 AP890906-0171  927 0.03770 VSM_long 
60 0 AP890307-0232  928 0.03768 VSM_long 
60 0 AP891024-0147  929 0.03767 VSM_long 
60 0 AP890420-0124  930 0.03767 VSM_long 
60 0 AP890207-0196  931 0.03764 VSM_long 
60 0 AP890513-0086  932 0.03763 VSM_long 
60 0 AP890513-0089  933 0.03763 VSM_long 
60 0 AP890513-0091  934 0.03763 VSM_long 
60 0 AP890627-0215  935 0.03758 VSM_long 
60 0 AP890703-0006  936 0.03758 VSM_long 
60 0 AP890306-0147  937 0.03758 VSM_long 
60 0 AP890525-0182  938 0.03758 VSM_long 
60 0 AP890315-0234  939 0.03758 VSM_long 
60 0 AP890316-0232  940 0.03758 VSM_long 
60 0 AP891120-0001  941 0.03758 VSM_long 
60 0 AP890319-0023  942 0.03754 VSM_long 
60 0 AP890412-0039  943 0.03753 VSM_long 
60 0 AP890627-0084  944 0.03753 VSM_long 
60 0 AP890325-0071  945 0.03753 VSM_long 
60 0 AP891005-0255  946 0.03750 VSM_long 
60 0 AP890802-0250  947 0.03748 VSM_long 
60 0 AP890215-0043  948 0.03745 VSM_long 
60 0 AP890323-0160  949 0.03745 VSM_long 
60 0 AP890424-0113  950 0.03743 VSM_long 
60 0 AP890929-0211  951 0.03743 VSM_long 
60 0 AP890825-0026  952 0.03741 VSM_long 
60 0 AP891020-0069  953 0.03740 VSM_long 
60 0 AP890305-0005  954 0.03740 VSM_long 
60 0 AP890222-0152  955 0.03739 VSM_long 
60 0 AP890405-0237  956 0.03739 VSM_long 
60 0 AP890821-0002  957 0.03737 VSM_long 
60 0 AP890325-0015  958 0.03732 VSM_long 
60 0 AP890307-0277  959 0.03731 VSM_long 
60 0 AP891004-0233  960 0.03729 VSM_long 
60 0 AP890802-0088  961 0.03728 VSM_long 
60 0 AP890312-0047  962 0.03726 VSM_long 
60 0 AP890912-0238  963 0.03724 VSM_long 
60 0 AP891108-0208  964 0.03723 VSM_long 
60 0 AP890203-0159  965 0.03722 VSM_long 
60 0 AP890722-0089  966 0.03721 VSM_long 
60 0 AP890405-0092  967 0.03718 VSM_long 
60 0 AP890601-0320  968 0.03717 VSM_long 
60 0 AP891006-0165  969 0.03716 VSM_long 
60 0 AP890910-0078  970 0.03716 VSM_long 
60 0 AP890613-0124  971 0.03713 VSM_long 
60 0 AP891012-0084  972 0.03712 VSM_long 
60 0 AP890921-0240  973 0.03709 VSM_long 
60 0 AP890324-0157  974 0.03709 VSM_long 
60 0 AP890511-0154  975 0.03704 VSM_long 
60 0 AP890106-0165  976 0.03704 VSM_long 
60 0 AP890921-0026  977 0.03703 VSM_long 
60 0 AP890308-0216  978 0.03701 VSM_long 
60 0 AP890414-0260  979 0.03697 VSM_long 
60 0 AP890821-0197  980 0.03696 VSM_long 
60 0 AP890806-0070  981 0.03691 VSM_long 
60 0 AP890919-0219  982 0.03690 VSM_long 
60 0 AP890602-0047  983 0.03689 VSM_long 
60 0 AP891019-0156  984 0.03689 VSM_long 
60 0 AP890725-0071  985 0.03686 VSM_long 
60 0 AP890611-0023  986 0.03683 VSM_long 
60 0 AP890413-0222  987 0.03683 VSM_long 
60 0 AP890424-0016  988 0.03682 VSM_long 
60 0 AP890808-0133  989 0.03681 VSM_long 
60 0 AP890127-0238  990 0.03678 VSM_long 
60 0 AP890203-0231  991 0.03678 VSM_long 
60 0 AP890216-0231  992 0.03677 VSM_long 
60 0 AP890215-0220  993 0.03669 VSM_long 
60 0 AP890419-0103  994 0.03669 VSM_long 
60 0 AP890220-0084  995 0.03666 VSM_long 
60 0 AP890221-0130  996 0.03666 VSM_long 
60 0 AP891103-0036  997 0.03665 VSM_long 
60 0 AP890503-0265  998 0.03661 VSM_long 
60 0 AP890904-0018  999 0.03661 VSM_long 
60 0 AP890228-0071 1000 0.03661 VSM_long 
61 0 AP890413-0186    1 0.67451 VSM_long 
61 0 AP890407-0163    2 0.60382 VSM_long 
61 0 AP890407-0012    3 0.59990 VSM_long 
61 0 AP890605-0080    4 0.57504 VSM_long 
61 0 AP890428-0082    5 0.57315 VSM_long 
61 0 AP890420-0027    6 0.54936 VSM_long 
61 0 AP890625-0040    7 0.54936 VSM_long 
61 0 AP890626-0030    8 0.54649 VSM_long 
61 0 AP891216-0124    9 0.54185 VSM_long 
61 0 AP891108-0137   10 0.53919 VSM_long 
61 0 AP890406-0194   11 0.50772 VSM_long 
61 0 AP890421-0025   12 0.50244 VSM_long 
61 0 AP890328-0075   13 0.47665 VSM_long 
61 0 AP890407-0156   14 0.47610 VSM_long 
61 0 AP890427-0165   15 0.46989 VSM_long 
61 0 AP890413-0132   16 0.45895 VSM_long 
61 0 AP890411-0136   17 0.45429 VSM_long 
61 0 AP891109-0025   18 0.45402 VSM_long 
61 0 AP891109-0210   19 0.44986 VSM_long 
61 0 AP890106-0010   20 0.44844 VSM_long 
61 0 AP890420-0084   21 0.44806 VSM_long 
61 0 AP890504-0168   22 0.43504 VSM_long 
61 0 AP890407-0182   23 0.43398 VSM_long 
61 0 AP890418-0072   24 0.42220 VSM_long 
61 0 AP891213-0158   25 0.42165 VSM_long 
61 0 AP891214-0015   26 0.42150 VSM_long 
61 0 AP890623-0131   27 0.41986 VSM_long 
61 0 AP890615-0084   28 0.41230 VSM_long 
61 0 AP890518-0034   29 0.40801 VSM_long 
61 0 AP890425-0071   30 0.40778 VSM_long 
61 0 AP890408-0099   31 0.40670 VSM_long 
61 0 AP890502-0083   32 0.40483 VSM_long 
61 0 AP890519-0133   33 0.40277 VSM_long 
61 0 AP890510-0033   34 0.40203 VSM_long 
61 0 AP890412-0175   35 0.40109 VSM_long 
61 0 AP890130-0118   36 0.39514 VSM_long 
61 0 AP890421-0093   37 0.38685 VSM_long 
61 0 AP890426-0087   38 0.37752 VSM_long 
61 0 AP890706-0030   39 0.37396 VSM_long 
61 0 AP890123-0026   40 0.37011 VSM_long 
61 0 AP890421-0159   41 0.36309 VSM_long 
61 0 AP890509-0179   42 0.36222 VSM_long 
61 0 AP890505-0065   43 0.36178 VSM_long 
61 0 AP890427-0150   44 0.35921 VSM_long 
61 0 AP890505-0123   45 0.35796 VSM_long 
61 0 AP890919-0149   46 0.35456 VSM_long 
61 0 AP890412-0123   47 0.35338 VSM_long 
61 0 AP890501-0072   48 0.35048 VSM_long 
61 0 AP890303-0147   49 0.34919 VSM_long 
61 0 AP890407-0235   50 0.34539 VSM_long 
61 0 AP890504-0150   51 0.34455 VSM_long 
61 0 AP890907-0174   52 0.34371 VSM_long 
61 0 AP891121-0075   53 0.34230 VSM_long 
61 0 AP890615-0078   54 0.34159 VSM_long 
61 0 AP890505-0144   55 0.34078 VSM_long 
61 0 AP890105-0053   56 0.34071 VSM_long 
61 0 AP890405-0028   57 0.33982 VSM_long 
61 0 AP891125-0135   58 0.33920 VSM_long 
61 0 AP890203-0212   59 0.33837 VSM_long 
61 0 AP890513-0005   60 0.33716 VSM_long 
61 0 AP890705-0056   61 0.33566 VSM_long 
61 0 AP890413-0022   62 0.33357 VSM_long 
61 0 AP890207-0108   63 0.33187 VSM_long 
61 0 AP890414-0120   64 0.33165 VSM_long 
61 0 AP891220-0027   65 0.32913 VSM_long 
61 0 AP890410-0114   66 0.32846 VSM_long 
61 0 AP890407-0106   67 0.32765 VSM_long 
61 0 AP890501-0069   68 0.32599 VSM_long 
61 0 AP890506-0129   69 0.32471 VSM_long 
61 0 AP890429-0088   70 0.32437 VSM_long 
61 0 AP890726-0139   71 0.32430 VSM_long 
61 0 AP890203-0096   72 0.32280 VSM_long 
61 0 AP890103-0152   73 0.32142 VSM_long 
61 0 AP890505-0181   74 0.31518 VSM_long 
61 0 AP890125-0124   75 0.31464 VSM_long 
61 0 AP890407-0107   76 0.31091 VSM_long 
61 0 AP890507-0066   77 0.31057 VSM_long 
61 0 AP890706-0149   78 0.30958 VSM_long 
61 0 AP890522-0104   79 0.30864 VSM_long 
61 0 AP890515-0163   80 0.30860 VSM_long 
61 0 AP890713-0104   81 0.30812 VSM_long 
61 0 AP890420-0162   82 0.30454 VSM_long 
61 0 AP891130-0150   83 0.30137 VSM_long 
61 0 AP890329-0168   84 0.30054 VSM_long 
61 0 AP890623-0162   85 0.30050 VSM_long 
61 0 AP890223-0030   86 0.30003 VSM_long 
61 0 AP890422-0085   87 0.29886 VSM_long 
61 0 AP891011-0025   88 0.29871 VSM_long 
61 0 AP890330-0147   89 0.29855 VSM_long 
61 0 AP890407-0008   90 0.29800 VSM_long 
61 0 AP891114-0068   91 0.29699 VSM_long 
61 0 AP890418-0027   92 0.29695 VSM_long 
61 0 AP890206-0075   93 0.29669 VSM_long 
61 0 AP890831-0142   94 0.29664 VSM_long 
61 0 AP890303-0123   95 0.29649 VSM_long 
61 0 AP890414-0026   96 0.29578 VSM_long 
61 0 AP890603-0140   97 0.29457 VSM_long 
61 0 AP891201-0022   98 0.29355 VSM_long 
61 0 AP890505-0012   99 0.29342 VSM_long 
61 0 AP890423-0026  100 0.29029 VSM_long 
61 0 AP890406-0130  101 0.28971 VSM_long 
61 0 AP891212-0142  102 0.28754 VSM_long 
61 0 AP890218-0051  103 0.28749 VSM_long 
61 0 AP890407-0018  104 0.28632 VSM_long 
61 0 AP890419-0142  105 0.28586 VSM_long 
61 0 AP890324-0122  106 0.28541 VSM_long 
61 0 AP890314-0070  107 0.28342 VSM_long 
61 0 AP890918-0125  108 0.28302 VSM_long 
61 0 AP890511-0130  109 0.28002 VSM_long 
61 0 AP890505-0071  110 0.27998 VSM_long 
61 0 AP890714-0057  111 0.27996 VSM_long 
61 0 AP890705-0085  112 0.27971 VSM_long 
61 0 AP890403-0033  113 0.27931 VSM_long 
61 0 AP890506-0012  114 0.27928 VSM_long 
61 0 AP890113-0030  115 0.27837 VSM_long 
61 0 AP890208-0128  116 0.27831 VSM_long 
61 0 AP890306-0097  117 0.27817 VSM_long 
61 0 AP890426-0208  118 0.27685 VSM_long 
61 0 AP890815-0083  119 0.27448 VSM_long 
61 0 AP891025-0038  120 0.27443 VSM_long 
61 0 AP890703-0237  121 0.27349 VSM_long 
61 0 AP890705-0171  122 0.27349 VSM_long 
61 0 AP890319-0071  123 0.27307 VSM_long 
61 0 AP890706-0047  124 0.27307 VSM_long 
61 0 AP890706-0120  125 0.27307 VSM_long 
61 0 AP890930-0027  126 0.27307 VSM_long 
61 0 AP890510-0099  127 0.27285 VSM_long 
61 0 AP891013-0084  128 0.27204 VSM_long 
61 0 AP891025-0202  129 0.27015 VSM_long 
61 0 AP890624-0011  130 0.26764 VSM_long 
61 0 AP891219-0118  131 0.26711 VSM_long 
61 0 AP890511-0161  132 0.26566 VSM_long 
61 0 AP890504-0204  133 0.26537 VSM_long 
61 0 AP891116-0033  134 0.26403 VSM_long 
61 0 AP890202-0198  135 0.26260 VSM_long 
61 0 AP890330-0075  136 0.25828 VSM_long 
61 0 AP890505-0013  137 0.25772 VSM_long 
61 0 AP890105-0164  138 0.25697 VSM_long 
61 0 AP890704-0011  139 0.25574 VSM_long 
61 0 AP890210-0060  140 0.25404 VSM_long 
61 0 AP890324-0095  141 0.25348 VSM_long 
61 0 AP891117-0007  142 0.25268 VSM_long 
61 0 AP890227-0025  143 0.25231 VSM_long 
61 0 AP890506-0014  144 0.25206 VSM_long 
61 0 AP890504-0161  145 0.25063 VSM_long 
61 0 AP890506-0131  146 0.24950 VSM_long 
61 0 AP890314-0128  147 0.24918 VSM_long 
61 0 AP890615-0020  148 0.24861 VSM_long 
61 0 AP890706-0126  149 0.24769 VSM_long 
61 0 AP890118-0106  150 0.24507 VSM_long 
61 0 AP890215-0024  151 0.24315 VSM_long 
61 0 AP890427-0031  152 0.24233 VSM_long 
61 0 AP890112-0012  153 0.24185 VSM_long 
61 0 AP891027-0088  154 0.24134 VSM_long 
61 0 AP890605-0049  155 0.24060 VSM_long 
61 0 AP890429-0070  156 0.24032 VSM_long 
61 0 AP890106-0009  157 0.23952 VSM_long 
61 0 AP890927-0173  158 0.23894 VSM_long 
61 0 AP890706-0064  159 0.23867 VSM_long 
61 0 AP890531-0117  160 0.23828 VSM_long 
61 0 AP890704-0143  161 0.23759 VSM_long 
61 0 AP890304-0016  162 0.23705 VSM_long 
61 0 AP890824-0132  163 0.23665 VSM_long 
61 0 AP890511-0108  164 0.23492 VSM_long 
61 0 AP890913-0046  165 0.23451 VSM_long 
61 0 AP890221-0008  166 0.23318 VSM_long 
61 0 AP890504-0141  167 0.23318 VSM_long 
61 0 AP890505-0015  168 0.23271 VSM_long 
61 0 AP890505-0019  169 0.23254 VSM_long 
61 0 AP890502-0170  170 0.23246 VSM_long 
61 0 AP890623-0120  171 0.23120 VSM_long 
61 0 AP890503-0192  172 0.22990 VSM_long 
61 0 AP890203-0211  173 0.22961 VSM_long 
61 0 AP890405-0134  174 0.22940 VSM_long 
61 0 AP890706-0065  175 0.22873 VSM_long 
61 0 AP890112-0028  176 0.22857 VSM_long 
61 0 AP890224-0103  177 0.22724 VSM_long 
61 0 AP890224-0107  178 0.22724 VSM_long 
61 0 AP890715-0117  179 0.22712 VSM_long 
61 0 AP890111-0208  180 0.22654 VSM_long 
61 0 AP890201-0090  181 0.22647 VSM_long 
