51 0 AP891126-0082    1 0.44663 TREC_long 
7818 0 AP890320-0172  768 0.04874 TREC_long 
7819 0 AP890613-0152  769 0.04874 TREC_long 
7820 0 AP890323-0093  770 0.04874 TREC_long 
7821 0 AP890622-0118  771 0.04874 TREC_long 
7822 0 AP890628-0162  772 0.04874 TREC_long 
7823 0 AP890629-0053  773 0.04874 TREC_long 
7824 0 AP890403-0037  774 0.04874 TREC_long 
7825 0 AP890408-0112  775 0.04874 TREC_long 
7826 0 AP890217-0020  776 0.04874 TREC_long 
7827 0 AP890413-0161  777 0.04874 TREC_long 
7828 0 AP890417-0169  778 0.04874 TREC_long 
7829 0 AP890801-0188  779 0.04874 TREC_long 
7830 0 AP890504-0069  780 0.04874 TREC_long 
7831 0 AP890308-0102  781 0.04874 TREC_long 
7832 0 AP891002-0176  782 0.04874 TREC_long 
7833 0 AP891006-0158  783 0.04874 TREC_long 
7834 0 AP890412-0217  784 0.04855 TREC_long 
7835 0 AP890522-0223  785 0.04830 TREC_long 
7836 0 AP891017-0137  786 0.04830 TREC_long 
7837 0 AP891019-0242  787 0.04830 TREC_long 
7838 0 AP891020-0325  788 0.04830 TREC_long 
7839 0 AP891022-0002  789 0.04830 TREC_long 
7840 0 AP890119-0245  790 0.04830 TREC_long 
7841 0 AP891028-0142  791 0.04830 TREC_long 
7842 0 AP891105-0002  792 0.04830 TREC_long 
7843 0 AP891108-0088  793 0.04830 TREC_long 
7844 0 AP891110-0038  794 0.04830 TREC_long 
7845 0 AP890607-0154  795 0.04830 TREC_long 
7846 0 AP890208-0132  796 0.04830 TREC_long 
7847 0 AP890120-0261  797 0.04830 TREC_long 
7848 0 AP890614-0237  798 0.04830 TREC_long 
7849 0 AP890628-0242  799 0.04830 TREC_long 
7850 0 AP890703-0002  800 0.04830 TREC_long 
7851 0 AP890712-0210  801 0.04830 TREC_long 
7852 0 AP890107-0112  802 0.04830 TREC_long 
7853 0 AP890726-0220  803 0.04830 TREC_long 
7854 0 AP890804-0102  804 0.04830 TREC_long 
7855 0 AP890127-0127  805 0.04830 TREC_long 
7856 0 AP890811-0003  806 0.04830 TREC_long 
7857 0 AP890422-0103  807 0.04830 TREC_long 
7858 0 AP890424-0047  808 0.04830 TREC_long 
7859 0 AP890224-0274  809 0.04830 TREC_long 
7860 0 AP890816-0271  810 0.04830 TREC_long 
7861 0 AP890822-0078  811 0.04830 TREC_long 
7862 0 AP890823-0087  812 0.04830 TREC_long 
7863 0 AP890824-0163  813 0.04830 TREC_long 
7864 0 AP890429-0101  814 0.04830 TREC_long 
7865 0 AP890830-0174  815 0.04830 TREC_long 
7866 0 AP890830-0185  816 0.04830 TREC_long 
7867 0 AP890908-0159  817 0.04830 TREC_long 
7868 0 AP890504-0252  818 0.04830 TREC_long 
7869 0 AP890914-0229  819 0.04830 TREC_long 
7870 0 AP890509-0053  820 0.04830 TREC_long 
7871 0 AP890510-0208  821 0.04830 TREC_long 
7872 0 AP890510-0222  822 0.04830 TREC_long 
7873 0 AP890920-0207  823 0.04830 TREC_long 
7874 0 AP890306-0147  824 0.04830 TREC_long 
7875 0 AP890922-0205  825 0.04830 TREC_long 
7876 0 AP890306-0244  826 0.04830 TREC_long 
7877 0 AP890513-0136  827 0.04830 TREC_long 
7878 0 AP890929-0048  828 0.04830 TREC_long 
7879 0 AP890516-0277  829 0.04830 TREC_long 
7880 0 AP891006-0277  830 0.04830 TREC_long 
7881 0 AP891116-0145  831 0.04828 TREC_long 
7882 0 AP891116-0192  832 0.04828 TREC_long 
7883 0 AP890720-0108  833 0.04819 TREC_long 
7884 0 AP890920-0120  834 0.04819 TREC_long 
7885 0 AP891003-0143  835 0.04768 TREC_long 
7886 0 AP890616-0230  836 0.04767 TREC_long 
7887 0 AP890118-0096  837 0.04759 TREC_long 
7888 0 AP891009-0100  838 0.04754 TREC_long 
7889 0 AP891009-0089  839 0.04754 TREC_long 
7890 0 AP890310-0157  840 0.04754 TREC_long 
7891 0 AP890119-0098  841 0.04754 TREC_long 
7892 0 AP890315-0044  842 0.04754 TREC_long 
7893 0 AP891030-0301  843 0.04754 TREC_long 
7894 0 AP891107-0244  844 0.04754 TREC_long 
7895 0 AP890208-0074  845 0.04754 TREC_long 
7896 0 AP891113-0253  846 0.04754 TREC_long 
7897 0 AP891119-0009  847 0.04754 TREC_long 
7898 0 AP891122-0185  848 0.04754 TREC_long 
7899 0 AP891122-0272  849 0.04754 TREC_long 
7900 0 AP890322-0296  850 0.04754 TREC_long 
7901 0 AP891206-0119  851 0.04754 TREC_long 
7902 0 AP891210-0075  852 0.04754 TREC_long 
7903 0 AP891223-0119  853 0.04754 TREC_long 
7904 0 AP890703-0034  854 0.04754 TREC_long 
7905 0 AP890413-0257  855 0.04754 TREC_long 
7906 0 AP890807-0153  856 0.04754 TREC_long 
7907 0 AP890223-0259  857 0.04754 TREC_long 
7908 0 AP890809-0256  858 0.04754 TREC_long 
7909 0 AP890814-0026  859 0.04754 TREC_long 
7910 0 AP890818-0234  860 0.04754 TREC_long 
7911 0 AP890427-0224  861 0.04754 TREC_long 
7912 0 AP890301-0301  862 0.04754 TREC_long 
7913 0 AP890306-0312  863 0.04754 TREC_long 
7914 0 AP891005-0204  864 0.04754 TREC_long 
7915 0 AP890426-0034  865 0.04749 TREC_long 
7916 0 AP890915-0086  866 0.04742 TREC_long 
7917 0 AP890223-0073  867 0.04736 TREC_long 
7918 0 AP890206-0065  868 0.04735 TREC_long 
7919 0 AP891103-0206  869 0.04717 TREC_long 
7920 0 AP891207-0097  870 0.04717 TREC_long 
7921 0 AP891208-0278  871 0.04717 TREC_long 
7922 0 AP890720-0153  872 0.04717 TREC_long 
7923 0 AP890724-0176  873 0.04717 TREC_long 
7924 0 AP890126-0022  874 0.04717 TREC_long 
7925 0 AP890810-0223  875 0.04717 TREC_long 
7926 0 AP890814-0243  876 0.04717 TREC_long 
7927 0 AP890307-0253  877 0.04717 TREC_long 
7928 0 AP890617-0047  878 0.04684 TREC_long 
7929 0 AP891216-0124  879 0.04668 TREC_long 
7930 0 AP890113-0083  880 0.04668 TREC_long 
7931 0 AP890411-0133  881 0.04668 TREC_long 
7932 0 AP890502-0083  882 0.04668 TREC_long 
7933 0 AP890503-0099  883 0.04668 TREC_long 
7934 0 AP890927-0017  884 0.04657 TREC_long 
7935 0 AP890519-0058  885 0.04639 TREC_long 
7936 0 AP891011-0228  886 0.04622 TREC_long 
7937 0 AP891017-0058  887 0.04622 TREC_long 
7938 0 AP891019-0006  888 0.04622 TREC_long 
7939 0 AP891024-0010  889 0.04622 TREC_long 
7940 0 AP891101-0289  890 0.04622 TREC_long 
7941 0 AP891103-0178  891 0.04622 TREC_long 
7942 0 AP891106-0118  892 0.04622 TREC_long 
7943 0 AP891109-0072  893 0.04622 TREC_long 
7944 0 AP890613-0231  894 0.04622 TREC_long 
7945 0 AP891230-0087  895 0.04622 TREC_long 
7946 0 AP890707-0229  896 0.04622 TREC_long 
7947 0 AP890407-0211  897 0.04622 TREC_long 
7948 0 AP890219-0080  898 0.04622 TREC_long 
7949 0 AP890727-0067  899 0.04622 TREC_long 
7950 0 AP890803-0139  900 0.04622 TREC_long 
7951 0 AP890811-0120  901 0.04622 TREC_long 
7952 0 AP890815-0146  902 0.04622 TREC_long 
7953 0 AP890822-0052  903 0.04622 TREC_long 
7954 0 AP890306-0264  904 0.04622 TREC_long 
7955 0 AP890308-0067  905 0.04622 TREC_long 
7956 0 AP890202-0181  906 0.04622 TREC_long 
7957 0 AP890519-0138  907 0.04622 TREC_long 
7958 0 AP890324-0147  908 0.04613 TREC_long 
7959 0 AP891106-0285  909 0.04597 TREC_long 
7960 0 AP891017-0181  910 0.04569 TREC_long 
7961 0 AP890315-0245  911 0.04569 TREC_long 
7962 0 AP890317-0095  912 0.04569 TREC_long 
7963 0 AP891129-0178  913 0.04569 TREC_long 
7964 0 AP891202-0065  914 0.04569 TREC_long 
7965 0 AP891211-0138  915 0.04569 TREC_long 
7966 0 AP890213-0126  916 0.04569 TREC_long 
7967 0 AP890404-0020  917 0.04569 TREC_long 
7968 0 AP890718-0128  918 0.04569 TREC_long 
7969 0 AP890811-0012  919 0.04569 TREC_long 
7970 0 AP890117-0101  920 0.04569 TREC_long 
7971 0 AP890304-0025  921 0.04569 TREC_long 
7972 0 AP890919-0026  922 0.04569 TREC_long 
7973 0 AP890511-0180  923 0.04569 TREC_long 
7974 0 AP890926-0201  924 0.04569 TREC_long 
7975 0 AP891005-0104  925 0.04569 TREC_long 
7976 0 AP890616-0023  926 0.04562 TREC_long 
7977 0 AP890221-0277  927 0.04562 TREC_long 
7978 0 AP890517-0087  928 0.04562 TREC_long 
7979 0 AP891005-0098  929 0.04562 TREC_long 
7980 0 AP890526-0079  930 0.04559 TREC_long 
7981 0 AP890628-0255  931 0.04557 TREC_long 
7982 0 AP890209-0164  932 0.04544 TREC_long 
7983 0 AP891008-0072  933 0.04538 TREC_long 
7984 0 AP890316-0084  934 0.04532 TREC_long 
7985 0 AP891004-0210  935 0.04532 TREC_long 
7986 0 AP891130-0087  936 0.04525 TREC_long 
7987 0 AP890307-0052  937 0.04489 TREC_long 
7988 0 AP890414-0112  938 0.04480 TREC_long 
7989 0 AP890117-0202  939 0.04468 TREC_long 
7990 0 AP890306-0294  940 0.04450 TREC_long 
7991 0 AP890131-0256  941 0.04444 TREC_long 
7992 0 AP890531-0025  942 0.04442 TREC_long 
7993 0 AP890327-0148  943 0.04442 TREC_long 
7994 0 AP890318-0127  944 0.04435 TREC_long 
7995 0 AP891115-0087  945 0.04435 TREC_long 
7996 0 AP890908-0026  946 0.04425 TREC_long 
7997 0 AP891102-0103  947 0.04408 TREC_long 
7998 0 AP890325-0033  948 0.04408 TREC_long 
7999 0 AP890813-0066  949 0.04408 TREC_long 
8000 0 AP891026-0108  950 0.04407 TREC_long 
8001 0 AP890320-0323  951 0.04393 TREC_long 
8002 0 AP890727-0265  952 0.04381 TREC_long 
8003 0 AP890802-0284  953 0.04381 TREC_long 
8004 0 AP891129-0177  954 0.04380 TREC_long 
8005 0 AP890624-0011  955 0.04380 TREC_long 
8006 0 AP890712-0141  956 0.04380 TREC_long 
8007 0 AP891109-0058  957 0.04374 TREC_long 
8008 0 AP891123-0043  958 0.04374 TREC_long 
8009 0 AP890330-0081  959 0.04374 TREC_long 
8010 0 AP890706-0245  960 0.04374 TREC_long 
8011 0 AP890822-0121  961 0.04374 TREC_long 
8012 0 AP890912-0240  962 0.04374 TREC_long 
8013 0 AP890508-0176  963 0.04374 TREC_long 
8014 0 AP890212-0008  964 0.04359 TREC_long 
8015 0 AP890524-0118  965 0.04353 TREC_long 
8016 0 AP890525-0019  966 0.04353 TREC_long 
8017 0 AP891026-0055  967 0.04353 TREC_long 
8018 0 AP891026-0187  968 0.04353 TREC_long 
8019 0 AP890531-0262  969 0.04353 TREC_long 
8020 0 AP890316-0125  970 0.04353 TREC_long 
8021 0 AP891104-0023  971 0.04353 TREC_long 
8022 0 AP891105-0096  972 0.04353 TREC_long 
8023 0 AP891121-0115  973 0.04353 TREC_long 
8024 0 AP891123-0161  974 0.04353 TREC_long 
8025 0 AP891128-0008  975 0.04353 TREC_long 
8026 0 AP890616-0053  976 0.04353 TREC_long 
8027 0 AP891208-0062  977 0.04353 TREC_long 
8028 0 AP891212-0242  978 0.04353 TREC_long 
8029 0 AP891214-0236  979 0.04353 TREC_long 
8030 0 AP891215-0180  980 0.04353 TREC_long 
8031 0 AP890113-0170  981 0.04353 TREC_long 
8032 0 AP890725-0255  982 0.04353 TREC_long 
8033 0 AP890802-0023  983 0.04353 TREC_long 
8034 0 AP890802-0215  984 0.04353 TREC_long 
8035 0 AP890830-0160  985 0.04353 TREC_long 
8036 0 AP890502-0028  986 0.04353 TREC_long 
8037 0 AP890901-0028  987 0.04353 TREC_long 
8038 0 AP890907-0234  988 0.04353 TREC_long 
8039 0 AP890506-0099  989 0.04353 TREC_long 
8040 0 AP890914-0035  990 0.04353 TREC_long 
8041 0 AP890306-0140  991 0.04353 TREC_long 
8042 0 AP890921-0238  992 0.04353 TREC_long 
8043 0 AP890511-0232  993 0.04353 TREC_long 
8044 0 AP890118-0047  994 0.04353 TREC_long 
8045 0 AP890515-0184  995 0.04353 TREC_long 
8046 0 AP890516-0001  996 0.04353 TREC_long 
8047 0 AP890516-0150  997 0.04353 TREC_long 
8048 0 AP890315-0110  998 0.04352 TREC_long 
8049 0 AP890517-0204  999 0.04334 TREC_long 
8050 0 AP891108-0021 1000 0.04320 TREC_long 
8051 0 AP890207-0122    1 0.20854 TREC_long 
8052 0 AP890313-0136    2 0.20068 TREC_long 
8053 0 AP890214-0097    3 0.19078 TREC_long 
8054 0 AP890424-0095    4 0.18457 TREC_long 
8055 0 AP890602-0004    5 0.18163 TREC_long 
8056 0 AP890727-0150    6 0.18099 TREC_long 
8057 0 AP890325-0062    7 0.17604 TREC_long 
8058 0 AP891024-0090    8 0.17189 TREC_long 
8059 0 AP891017-0110    9 0.16435 TREC_long 
8060 0 AP891011-0211   10 0.16271 TREC_long 
8061 0 AP890119-0213   11 0.16271 TREC_long 
8062 0 AP890215-0006   12 0.16248 TREC_long 
8063 0 AP890116-0104   13 0.15620 TREC_long 
8064 0 AP890317-0179   14 0.15576 TREC_long 
8065 0 AP890429-0045   15 0.15341 TREC_long 
8066 0 AP890222-0178   16 0.15235 TREC_long 
8067 0 AP890801-0259   17 0.15229 TREC_long 
8068 0 AP891219-0144   18 0.14751 TREC_long 
8069 0 AP890816-0024   19 0.14730 TREC_long 
8070 0 AP891204-0280   20 0.14202 TREC_long 
8071 0 AP890729-0064   21 0.14174 TREC_long 
8072 0 AP890120-0065   22 0.14174 TREC_long 
8073 0 AP890922-0220   23 0.14152 TREC_long 
8074 0 AP890921-0092   24 0.13686 TREC_long 
8075 0 AP890210-0130   25 0.13564 TREC_long 
8076 0 AP890703-0285   26 0.13508 TREC_long 
8077 0 AP890414-0129   27 0.13365 TREC_long 
8078 0 AP890602-0280   28 0.13267 TREC_long 
8079 0 AP890807-0151   29 0.13267 TREC_long 
8080 0 AP890210-0090   30 0.13129 TREC_long 
8081 0 AP890120-0117   31 0.13091 TREC_long 
8082 0 AP890910-0044   32 0.13019 TREC_long 
8083 0 AP891215-0147   33 0.12994 TREC_long 
8084 0 AP890514-0079   34 0.12680 TREC_long 
8085 0 AP891031-0109   35 0.12579 TREC_long 
8086 0 AP890713-0018   36 0.12438 TREC_long 
8087 0 AP890319-0059   37 0.12380 TREC_long 
8088 0 AP890503-0307   38 0.12305 TREC_long 
8089 0 AP890523-0143   39 0.12033 TREC_long 
8090 0 AP891014-0066   40 0.11846 TREC_long 
8091 0 AP890210-0149   41 0.11748 TREC_long 
8092 0 AP891128-0080   42 0.11715 TREC_long 
8093 0 AP890404-0073   43 0.11715 TREC_long 
8094 0 AP890702-0017   44 0.11696 TREC_long 
8095 0 AP890501-0072   45 0.11686 TREC_long 
8096 0 AP890405-0197   46 0.11511 TREC_long 
8097 0 AP891229-0017   47 0.11474 TREC_long 
8098 0 AP890917-0024   48 0.11393 TREC_long 
8099 0 AP891220-0017   49 0.11362 TREC_long 
8100 0 AP890212-0040   50 0.11291 TREC_long 
8101 0 AP890219-0041   51 0.11262 TREC_long 
8102 0 AP891022-0015   52 0.11221 TREC_long 
8103 0 AP890127-0095   53 0.11198 TREC_long 
8104 0 AP891017-0036   54 0.11146 TREC_long 
8105 0 AP890725-0275   55 0.11097 TREC_long 
8106 0 AP890804-0142   56 0.10902 TREC_long 
8107 0 AP890728-0198   57 0.10893 TREC_long 
8108 0 AP890325-0010   58 0.10889 TREC_long 
8109 0 AP890509-0007   59 0.10817 TREC_long 
8110 0 AP891214-0098   60 0.10795 TREC_long 
8111 0 AP890511-0112   61 0.10717 TREC_long 
8112 0 AP891222-0105   62 0.10644 TREC_long 
8113 0 AP890829-0239   63 0.10574 TREC_long 
8114 0 AP890818-0106   64 0.10570 TREC_long 
8115 0 AP890714-0023   65 0.10561 TREC_long 
8116 0 AP890209-0150   66 0.10508 TREC_long 
8117 0 AP890118-0077   67 0.10413 TREC_long 
8118 0 AP890516-0150   68 0.10408 TREC_long 
8119 0 AP890422-0133   69 0.10398 TREC_long 
8120 0 AP890909-0068   70 0.10348 TREC_long 
8121 0 AP891219-0002   71 0.10343 TREC_long 
8122 0 AP890802-0124   72 0.10169 TREC_long 
8123 0 AP890308-0102   73 0.10133 TREC_long 
8124 0 AP890706-0264   74 0.10075 TREC_long 
8125 0 AP890327-0083   75 0.10066 TREC_long 
8126 0 AP890703-0113   76 0.10026 TREC_long 
8127 0 AP890211-0129   77 0.09985 TREC_long 
8128 0 AP890320-0085   78 0.09978 TREC_long 
8129 0 AP890111-0006   79 0.09960 TREC_long 
8130 0 AP890107-0076   80 0.09904 TREC_long 
8131 0 AP890714-0197   81 0.09867 TREC_long 
8132 0 AP890622-0240   82 0.09865 TREC_long 
8133 0 AP890425-0156   83 0.09845 TREC_long 
8134 0 AP890507-0027   84 0.09842 TREC_long 
8135 0 AP890210-0167   85 0.09830 TREC_long 
8136 0 AP890906-0120   86 0.09808 TREC_long 
8137 0 AP890529-0148   87 0.09747 TREC_long 
8138 0 AP890824-0125   88 0.09747 TREC_long 
8139 0 AP890111-0121   89 0.09739 TREC_long 
8140 0 AP890228-0057   90 0.09733 TREC_long 
8141 0 AP890131-0114   91 0.09687 TREC_long 
8142 0 AP890304-0069   92 0.09679 TREC_long 
8143 0 AP890615-0274   93 0.09652 TREC_long 
8144 0 AP891019-0098   94 0.09633 TREC_long 
8145 0 AP891107-0025   95 0.09625 TREC_long 
8146 0 AP890128-0092   96 0.09616 TREC_long 
8147 0 AP890913-0102   97 0.09606 TREC_long 
8148 0 AP890920-0104   98 0.09606 TREC_long 
8149 0 AP890711-0100   99 0.09585 TREC_long 
8150 0 AP890902-0160  100 0.09547 TREC_long 
8151 0 AP890726-0099  101 0.09519 TREC_long 
8152 0 AP890219-0011  102 0.09451 TREC_long 
8153 0 AP891204-0107  103 0.09407 TREC_long 
8154 0 AP891020-0010  104 0.09404 TREC_long 
8155 0 AP891111-0127  105 0.09403 TREC_long 
8156 0 AP891129-0001  106 0.09373 TREC_long 
8157 0 AP890927-0108  107 0.09363 TREC_long 
8158 0 AP891114-0132  108 0.09362 TREC_long 
8159 0 AP890613-0152  109 0.09320 TREC_long 
8160 0 AP890523-0172  110 0.09315 TREC_long 
8161 0 AP890710-0267  111 0.09310 TREC_long 
8162 0 AP891122-0180  112 0.09287 TREC_long 
8163 0 AP890225-0056  113 0.09266 TREC_long 
8164 0 AP890727-0021  114 0.09239 TREC_long 
8165 0 AP890715-0116  115 0.09210 TREC_long 
8166 0 AP890920-0181  116 0.09188 TREC_long 
8167 0 AP890424-0038  117 0.09177 TREC_long 
8168 0 AP891107-0177  118 0.09159 TREC_long 
8169 0 AP890615-0048  119 0.09145 TREC_long 
8170 0 AP890124-0128  120 0.09144 TREC_long 
8171 0 AP890601-0182  121 0.09127 TREC_long 
8172 0 AP891103-0002  122 0.09121 TREC_long 
8173 0 AP890720-0178  123 0.09093 TREC_long 
8174 0 AP890520-0058  124 0.09089 TREC_long 
8175 0 AP890424-0003  125 0.09083 TREC_long 
8176 0 AP890411-0096  126 0.09076 TREC_long 
8177 0 AP891023-0031  127 0.09066 TREC_long 
8178 0 AP891127-0106  128 0.09066 TREC_long 
8179 0 AP891127-0110  129 0.09066 TREC_long 
8180 0 AP890205-0019  130 0.09052 TREC_long 
8181 0 AP891207-0256  131 0.09021 TREC_long 
8182 0 AP890114-0009  132 0.09000 TREC_long 
8183 0 AP890618-0013  133 0.08964 TREC_long 
8184 0 AP890103-0169  134 0.08962 TREC_long 
8185 0 AP890607-0089  135 0.08939 TREC_long 
8186 0 AP891111-0057  136 0.08939 TREC_long 
8187 0 AP890623-0099  137 0.08930 TREC_long 
8188 0 AP890725-0161  138 0.08921 TREC_long 
8189 0 AP890406-0194  139 0.08917 TREC_long 
8190 0 AP890703-0294  140 0.08887 TREC_long 
8191 0 AP890629-0249  141 0.08885 TREC_long 
8192 0 AP890801-0223  142 0.08884 TREC_long 
8193 0 AP891209-0044  143 0.08879 TREC_long 
8194 0 AP890515-0239  144 0.08848 TREC_long 
8195 0 AP890708-0062  145 0.08845 TREC_long 
8196 0 AP891007-0003  146 0.08819 TREC_long 
8197 0 AP890419-0256  147 0.08806 TREC_long 
8198 0 AP890608-0155  148 0.08802 TREC_long 
8199 0 AP891104-0026  149 0.08766 TREC_long 
8200 0 AP891115-0199  150 0.08740 TREC_long 
8201 0 AP890101-0033  151 0.08676 TREC_long 
8202 0 AP891224-0024  152 0.08664 TREC_long 
8203 0 AP891121-0038  153 0.08661 TREC_long 
8204 0 AP890523-0067  154 0.08646 TREC_long 
8205 0 AP890306-0180  155 0.08609 TREC_long 
8206 0 AP890320-0174  156 0.08552 TREC_long 
8207 0 AP890918-0237  157 0.08546 TREC_long 
8208 0 AP891127-0240  158 0.08529 TREC_long 
8209 0 AP891026-0282  159 0.08515 TREC_long 
8210 0 AP890825-0031  160 0.08484 TREC_long 
8211 0 AP891012-0027  161 0.08480 TREC_long 
8212 0 AP890717-0110  162 0.08459 TREC_long 
8213 0 AP890808-0024  163 0.08450 TREC_long 
8214 0 AP890720-0096  164 0.08441 TREC_long 
8215 0 AP891227-0107  165 0.08412 TREC_long 
8216 0 AP890511-0104  166 0.08399 TREC_long 
8217 0 AP890207-0158  167 0.08383 TREC_long 
8218 0 AP891109-0294  168 0.08370 TREC_long 
8219 0 AP890908-0091  169 0.08365 TREC_long 
8220 0 AP890923-0069  170 0.08365 TREC_long 
8221 0 AP891229-0163  171 0.08348 TREC_long 
8222 0 AP890304-0124  172 0.08340 TREC_long 
8223 0 AP890228-0187  173 0.08337 TREC_long 
8224 0 AP890515-0104  174 0.08325 TREC_long 
8225 0 AP890519-0184  175 0.08311 TREC_long 
8226 0 AP890816-0088  176 0.08301 TREC_long 
8227 0 AP890815-0163  177 0.08292 TREC_long 
8228 0 AP890914-0055  178 0.08292 TREC_long 
8229 0 AP890322-0329  179 0.08286 TREC_long 
8230 0 AP890207-0087  180 0.08276 TREC_long 
8231 0 AP891212-0040  181 0.08276 TREC_long 
8232 0 AP891012-0149  182 0.08256 TREC_long 
8233 0 AP890404-0072  183 0.08239 TREC_long 
8234 0 AP890310-0106  184 0.08215 TREC_long 
8235 0 AP890210-0196  185 0.08215 TREC_long 
8236 0 AP890428-0100  186 0.08215 TREC_long 
8237 0 AP890910-0064  187 0.08215 TREC_long 
8238 0 AP890728-0190  188 0.08212 TREC_long 
8239 0 AP890315-0148  189 0.08202 TREC_long 
8240 0 AP890112-0062  190 0.08201 TREC_long 
8241 0 AP891108-0222  191 0.08196 TREC_long 
8242 0 AP890213-0003  192 0.08195 TREC_long 
8243 0 AP890314-0283  193 0.08184 TREC_long 
8244 0 AP890227-0143  194 0.08180 TREC_long 
8245 0 AP890928-0078  195 0.08179 TREC_long 
8246 0 AP890302-0027  196 0.08179 TREC_long 
8247 0 AP890317-0052  197 0.08161 TREC_long 
8248 0 AP890817-0021  198 0.08161 TREC_long 
8249 0 AP890401-0019  199 0.08150 TREC_long 
8250 0 AP890905-0234  200 0.08148 TREC_long 
8251 0 AP890504-0069  201 0.08140 TREC_long 
8252 0 AP891115-0208  202 0.08135 TREC_long 
8253 0 AP890130-0076  203 0.08103 TREC_long 
8254 0 AP890617-0089  204 0.08097 TREC_long 
8255 0 AP890425-0124  205 0.08093 TREC_long 
8256 0 AP890127-0170  206 0.08084 TREC_long 
8257 0 AP891109-0094  207 0.08066 TREC_long 
8258 0 AP891127-0154  208 0.08061 TREC_long 
8259 0 AP891109-0225  209 0.08058 TREC_long 
8260 0 AP890716-0014  210 0.08006 TREC_long 
8261 0 AP891201-0032  211 0.07973 TREC_long 
8262 0 AP890720-0039  212 0.07973 TREC_long 
8263 0 AP890325-0032  213 0.07972 TREC_long 
8264 0 AP890307-0135  214 0.07958 TREC_long 
8265 0 AP890718-0281  215 0.07948 TREC_long 
8266 0 AP890920-0246  216 0.07948 TREC_long 
8267 0 AP890420-0261  217 0.07908 TREC_long 
8268 0 AP890722-0066  218 0.07900 TREC_long 
8269 0 AP890516-0145  219 0.07900 TREC_long 
8270 0 AP890919-0045  220 0.07880 TREC_long 
8271 0 AP890215-0199  221 0.07880 TREC_long 
8272 0 AP891017-0002  222 0.07872 TREC_long 
8273 0 AP890704-0128  223 0.07869 TREC_long 
8274 0 AP890822-0024  224 0.07867 TREC_long 
8275 0 AP890515-0275  225 0.07866 TREC_long 
8276 0 AP890625-0080  226 0.07800 TREC_long 
8277 0 AP891215-0272  227 0.07794 TREC_long 
8278 0 AP890327-0227  228 0.07794 TREC_long 
8279 0 AP890207-0098  229 0.07789 TREC_long 
8280 0 AP891017-0175  230 0.07780 TREC_long 
8281 0 AP890328-0080  231 0.07779 TREC_long 
8282 0 AP890809-0020  232 0.07770 TREC_long 
8283 0 AP891023-0046  233 0.07763 TREC_long 
8284 0 AP890615-0171  234 0.07763 TREC_long 
8285 0 AP890921-0166  235 0.07759 TREC_long 
8286 0 AP890412-0235  236 0.07740 TREC_long 
8287 0 AP890501-0245  237 0.07721 TREC_long 
8288 0 AP890811-0095  238 0.07714 TREC_long 
8289 0 AP890819-0136  239 0.07687 TREC_long 
8290 0 AP891017-0164  240 0.07685 TREC_long 
8291 0 AP891228-0129  241 0.07685 TREC_long 
8292 0 AP890208-0109  242 0.07676 TREC_long 
8293 0 AP890121-0087  243 0.07676 TREC_long 
8294 0 AP890707-0092  244 0.07676 TREC_long 
8295 0 AP890716-0012  245 0.07676 TREC_long 
8296 0 AP890115-0004  246 0.07676 TREC_long 
8297 0 AP890505-0163  247 0.07676 TREC_long 
8298 0 AP890922-0115  248 0.07676 TREC_long 
8299 0 AP890511-0021  249 0.07665 TREC_long 
8300 0 AP890223-0017  250 0.07653 TREC_long 
