51 0 AP890518-0275    1 29.14379 LMwJMS_long 
63 0 AP890616-0090  902 3.68159 LMwJMS_long 
63 0 AP890626-0148  903 3.68159 LMwJMS_long 
63 0 AP890626-0264  904 3.68159 LMwJMS_long 
63 0 AP890629-0212  905 3.68159 LMwJMS_long 
63 0 AP890708-0044  906 3.68159 LMwJMS_long 
63 0 AP890719-0086  907 3.68159 LMwJMS_long 
63 0 AP890727-0154  908 3.68159 LMwJMS_long 
63 0 AP890728-0191  909 3.68159 LMwJMS_long 
63 0 AP890808-0120  910 3.68159 LMwJMS_long 
63 0 AP890824-0065  911 3.68159 LMwJMS_long 
63 0 AP890831-0177  912 3.68159 LMwJMS_long 
63 0 AP890905-0149  913 3.68159 LMwJMS_long 
63 0 AP890906-0004  914 3.68159 LMwJMS_long 
63 0 AP890923-0036  915 3.68159 LMwJMS_long 
63 0 AP891009-0075  916 3.68159 LMwJMS_long 
63 0 AP891031-0042  917 3.68159 LMwJMS_long 
63 0 AP891031-0159  918 3.68159 LMwJMS_long 
63 0 AP891130-0162  919 3.68159 LMwJMS_long 
63 0 AP891206-0101  920 3.68159 LMwJMS_long 
63 0 AP891208-0012  921 3.68159 LMwJMS_long 
63 0 AP890102-0050  922 3.67730 LMwJMS_long 
63 0 AP890103-0037  923 3.67730 LMwJMS_long 
63 0 AP890105-0098  924 3.67730 LMwJMS_long 
63 0 AP890106-0081  925 3.67730 LMwJMS_long 
63 0 AP890116-0135  926 3.67730 LMwJMS_long 
63 0 AP890117-0073  927 3.67730 LMwJMS_long 
63 0 AP890118-0105  928 3.67730 LMwJMS_long 
63 0 AP890131-0205  929 3.67730 LMwJMS_long 
63 0 AP890206-0182  930 3.67730 LMwJMS_long 
63 0 AP890208-0292  931 3.67730 LMwJMS_long 
63 0 AP890209-0045  932 3.67730 LMwJMS_long 
63 0 AP890213-0081  933 3.67730 LMwJMS_long 
63 0 AP890213-0120  934 3.67730 LMwJMS_long 
63 0 AP890216-0074  935 3.67730 LMwJMS_long 
63 0 AP890222-0108  936 3.67730 LMwJMS_long 
63 0 AP890223-0074  937 3.67730 LMwJMS_long 
63 0 AP890307-0078  938 3.67730 LMwJMS_long 
63 0 AP890311-0050  939 3.67730 LMwJMS_long 
63 0 AP890311-0077  940 3.67730 LMwJMS_long 
63 0 AP890311-0146  941 3.67730 LMwJMS_long 
63 0 AP890312-0015  942 3.67730 LMwJMS_long 
63 0 AP890313-0004  943 3.67730 LMwJMS_long 
63 0 AP890315-0176  944 3.67730 LMwJMS_long 
63 0 AP890316-0080  945 3.67730 LMwJMS_long 
63 0 AP890318-0147  946 3.67730 LMwJMS_long 
63 0 AP890320-0096  947 3.67730 LMwJMS_long 
63 0 AP890325-0024  948 3.67730 LMwJMS_long 
63 0 AP890328-0123  949 3.67730 LMwJMS_long 
63 0 AP890415-0115  950 3.67730 LMwJMS_long 
63 0 AP890426-0101  951 3.67730 LMwJMS_long 
63 0 AP890427-0143  952 3.67730 LMwJMS_long 
63 0 AP890428-0187  953 3.67730 LMwJMS_long 
63 0 AP890502-0021  954 3.67730 LMwJMS_long 
63 0 AP890505-0301  955 3.67730 LMwJMS_long 
63 0 AP890510-0096  956 3.67730 LMwJMS_long 
63 0 AP890515-0137  957 3.67730 LMwJMS_long 
63 0 AP890519-0103  958 3.67730 LMwJMS_long 
63 0 AP890519-0184  959 3.67730 LMwJMS_long 
63 0 AP890519-0192  960 3.67730 LMwJMS_long 
63 0 AP890520-0082  961 3.67730 LMwJMS_long 
63 0 AP890522-0127  962 3.67730 LMwJMS_long 
63 0 AP890523-0154  963 3.67730 LMwJMS_long 
63 0 AP890523-0157  964 3.67730 LMwJMS_long 
63 0 AP890524-0245  965 3.67730 LMwJMS_long 
63 0 AP890525-0026  966 3.67730 LMwJMS_long 
63 0 AP890610-0107  967 3.67730 LMwJMS_long 
63 0 AP890612-0109  968 3.67730 LMwJMS_long 
63 0 AP890616-0017  969 3.67730 LMwJMS_long 
63 0 AP890626-0004  970 3.67730 LMwJMS_long 
63 0 AP890627-0027  971 3.67730 LMwJMS_long 
63 0 AP890628-0229  972 3.67730 LMwJMS_long 
63 0 AP890630-0036  973 3.67730 LMwJMS_long 
63 0 AP890630-0091  974 3.67730 LMwJMS_long 
63 0 AP890713-0255  975 3.67730 LMwJMS_long 
63 0 AP890713-0266  976 3.67730 LMwJMS_long 
63 0 AP890714-0218  977 3.67730 LMwJMS_long 
63 0 AP890716-0004  978 3.67730 LMwJMS_long 
63 0 AP890720-0119  979 3.67730 LMwJMS_long 
63 0 AP890720-0122  980 3.67730 LMwJMS_long 
63 0 AP890720-0156  981 3.67730 LMwJMS_long 
63 0 AP890725-0075  982 3.67730 LMwJMS_long 
63 0 AP890726-0184  983 3.67730 LMwJMS_long 
63 0 AP890806-0013  984 3.67730 LMwJMS_long 
63 0 AP890811-0054  985 3.67730 LMwJMS_long 
63 0 AP890813-0089  986 3.67730 LMwJMS_long 
63 0 AP890818-0151  987 3.67730 LMwJMS_long 
63 0 AP890823-0017  988 3.67730 LMwJMS_long 
63 0 AP890907-0110  989 3.67730 LMwJMS_long 
63 0 AP890907-0173  990 3.67730 LMwJMS_long 
63 0 AP890908-0134  991 3.67730 LMwJMS_long 
63 0 AP890909-0061  992 3.67730 LMwJMS_long 
63 0 AP890912-0076  993 3.67730 LMwJMS_long 
63 0 AP890915-0150  994 3.67730 LMwJMS_long 
63 0 AP890916-0128  995 3.67730 LMwJMS_long 
63 0 AP890921-0106  996 3.67730 LMwJMS_long 
63 0 AP890925-0062  997 3.67730 LMwJMS_long 
63 0 AP891005-0116  998 3.67730 LMwJMS_long 
63 0 AP891005-0145  999 3.67730 LMwJMS_long 
63 0 AP891009-0045 1000 3.67730 LMwJMS_long 
64 0 AP890124-0034    1 12.10757 LMwJMS_long 
64 0 AP890206-0065    2 11.87258 LMwJMS_long 
64 0 AP890123-0201    3 11.82436 LMwJMS_long 
64 0 AP890501-0061    4 11.70130 LMwJMS_long 
64 0 AP891114-0054    5 11.48380 LMwJMS_long 
64 0 AP890715-0011    6 11.46252 LMwJMS_long 
64 0 AP890831-0029    7 11.34792 LMwJMS_long 
64 0 AP890207-0060    8 10.87977 LMwJMS_long 
64 0 AP890714-0162    9 10.54321 LMwJMS_long 
64 0 AP890108-0032   10 10.47727 LMwJMS_long 
64 0 AP890301-0191   11 10.47727 LMwJMS_long 
64 0 AP890111-0012   12 10.41353 LMwJMS_long 
64 0 AP890309-0085   13 10.41353 LMwJMS_long 
64 0 AP890409-0025   14 10.40484 LMwJMS_long 
64 0 AP890310-0118   15 10.36467 LMwJMS_long 
64 0 AP891213-0209   16 10.07882 LMwJMS_long 
64 0 AP890802-0042   17 10.05580 LMwJMS_long 
64 0 AP890516-0158   18 9.95433 LMwJMS_long 
64 0 AP891024-0101   19 9.95433 LMwJMS_long 
64 0 AP891227-0134   20 9.90389 LMwJMS_long 
64 0 AP890812-0094   21 9.75233 LMwJMS_long 
64 0 AP891220-0111   22 9.75233 LMwJMS_long 
64 0 AP891031-0012   23 9.74002 LMwJMS_long 
64 0 AP890209-0214   24 9.68072 LMwJMS_long 
64 0 AP891213-0106   25 9.60183 LMwJMS_long 
64 0 AP891213-0158   26 9.60183 LMwJMS_long 
64 0 AP890823-0079   27 9.46530 LMwJMS_long 
64 0 AP890602-0013   28 9.35691 LMwJMS_long 
64 0 AP890223-0154   29 9.32849 LMwJMS_long 
64 0 AP891018-0024   30 9.30753 LMwJMS_long 
64 0 AP890117-0077   31 9.30099 LMwJMS_long 
64 0 AP890504-0186   32 9.30099 LMwJMS_long 
64 0 AP890204-0130   33 9.23253 LMwJMS_long 
64 0 AP890410-0011   34 9.23253 LMwJMS_long 
64 0 AP891107-0025   35 9.19912 LMwJMS_long 
64 0 AP890602-0159   36 9.03010 LMwJMS_long 
64 0 AP890726-0028   37 9.03010 LMwJMS_long 
64 0 AP891101-0160   38 9.03010 LMwJMS_long 
64 0 AP891214-0143   39 9.03010 LMwJMS_long 
64 0 AP890518-0034   40 9.02262 LMwJMS_long 
64 0 AP890126-0087   41 8.99017 LMwJMS_long 
64 0 AP891108-0222   42 8.88107 LMwJMS_long 
64 0 AP890202-0099   43 8.83180 LMwJMS_long 
64 0 AP890920-0138   44 8.79285 LMwJMS_long 
64 0 AP891118-0016   45 8.71175 LMwJMS_long 
64 0 AP890125-0086   46 8.64465 LMwJMS_long 
64 0 AP890127-0105   47 8.64465 LMwJMS_long 
64 0 AP890621-0109   48 8.60529 LMwJMS_long 
64 0 AP890412-0134   49 8.59911 LMwJMS_long 
64 0 AP890219-0104   50 8.57720 LMwJMS_long 
64 0 AP890908-0124   51 8.55614 LMwJMS_long 
64 0 AP890322-0030   52 8.54097 LMwJMS_long 
64 0 AP890515-0223   53 8.54097 LMwJMS_long 
64 0 AP891117-0014   54 8.54097 LMwJMS_long 
64 0 AP890605-0027   55 8.52115 LMwJMS_long 
64 0 AP890901-0048   56 8.49390 LMwJMS_long 
64 0 AP891027-0053   57 8.48408 LMwJMS_long 
64 0 AP890203-0042   58 8.45831 LMwJMS_long 
64 0 AP891122-0140   59 8.45831 LMwJMS_long 
64 0 AP891030-0032   60 8.45752 LMwJMS_long 
64 0 AP890320-0167   61 8.42054 LMwJMS_long 
64 0 AP891220-0207   62 8.42054 LMwJMS_long 
64 0 AP890811-0054   63 8.34237 LMwJMS_long 
64 0 AP890316-0183   64 8.32300 LMwJMS_long 
64 0 AP890620-0054   65 8.29899 LMwJMS_long 
64 0 AP890901-0171   66 8.28102 LMwJMS_long 
64 0 AP890503-0037   67 8.27135 LMwJMS_long 
64 0 AP890424-0098   68 8.26553 LMwJMS_long 
64 0 AP891010-0053   69 8.23554 LMwJMS_long 
64 0 AP890117-0190   70 8.20863 LMwJMS_long 
64 0 AP890225-0029   71 8.18881 LMwJMS_long 
64 0 AP890601-0170   72 8.15549 LMwJMS_long 
64 0 AP890111-0199   73 8.15045 LMwJMS_long 
64 0 AP890125-0099   74 8.15045 LMwJMS_long 
64 0 AP890125-0200   75 8.15045 LMwJMS_long 
64 0 AP890222-0199   76 8.15045 LMwJMS_long 
64 0 AP890307-0051   77 8.15045 LMwJMS_long 
64 0 AP890314-0119   78 8.15045 LMwJMS_long 
64 0 AP890317-0048   79 8.15045 LMwJMS_long 
64 0 AP890427-0091   80 8.15045 LMwJMS_long 
64 0 AP890602-0138   81 8.15045 LMwJMS_long 
64 0 AP890703-0119   82 8.15045 LMwJMS_long 
64 0 AP890710-0172   83 8.15045 LMwJMS_long 
64 0 AP890728-0174   84 8.15045 LMwJMS_long 
64 0 AP890803-0039   85 8.15045 LMwJMS_long 
64 0 AP890601-0238   86 8.14222 LMwJMS_long 
64 0 AP890420-0027   87 8.03177 LMwJMS_long 
64 0 AP890312-0068   88 7.99153 LMwJMS_long 
64 0 AP890221-0009   89 7.95074 LMwJMS_long 
64 0 AP890914-0108   90 7.94496 LMwJMS_long 
64 0 AP890801-0017   91 7.92075 LMwJMS_long 
64 0 AP890424-0095   92 7.91544 LMwJMS_long 
64 0 AP890605-0063   93 7.91307 LMwJMS_long 
64 0 AP890511-0272   94 7.89163 LMwJMS_long 
64 0 AP890725-0103   95 7.82197 LMwJMS_long 
64 0 AP890901-0086   96 7.79885 LMwJMS_long 
64 0 AP890130-0067   97 7.76800 LMwJMS_long 
64 0 AP890310-0049   98 7.76800 LMwJMS_long 
64 0 AP890711-0072   99 7.76800 LMwJMS_long 
64 0 AP890829-0143  100 7.76800 LMwJMS_long 
64 0 AP891116-0117  101 7.76800 LMwJMS_long 
64 0 AP891003-0072  102 7.72042 LMwJMS_long 
64 0 AP890314-0030  103 7.70678 LMwJMS_long 
64 0 AP890411-0031  104 7.69978 LMwJMS_long 
64 0 AP891013-0058  105 7.69978 LMwJMS_long 
64 0 AP890113-0197  106 7.66672 LMwJMS_long 
64 0 AP890102-0090  107 7.62724 LMwJMS_long 
64 0 AP890203-0147  108 7.62724 LMwJMS_long 
64 0 AP890303-0140  109 7.62724 LMwJMS_long 
64 0 AP890401-0061  110 7.62724 LMwJMS_long 
64 0 AP890518-0058  111 7.62724 LMwJMS_long 
64 0 AP890530-0184  112 7.62724 LMwJMS_long 
64 0 AP890614-0193  113 7.62724 LMwJMS_long 
64 0 AP890619-0116  114 7.62724 LMwJMS_long 
64 0 AP890624-0014  115 7.62724 LMwJMS_long 
64 0 AP890805-0105  116 7.62724 LMwJMS_long 
64 0 AP890814-0002  117 7.62724 LMwJMS_long 
64 0 AP890830-0149  118 7.62724 LMwJMS_long 
64 0 AP890906-0203  119 7.62724 LMwJMS_long 
64 0 AP890927-0077  120 7.62724 LMwJMS_long 
64 0 AP891013-0063  121 7.62724 LMwJMS_long 
64 0 AP891017-0074  122 7.62724 LMwJMS_long 
64 0 AP891108-0199  123 7.62724 LMwJMS_long 
64 0 AP891109-0054  124 7.62724 LMwJMS_long 
64 0 AP891109-0056  125 7.62724 LMwJMS_long 
64 0 AP891111-0116  126 7.62724 LMwJMS_long 
64 0 AP891125-0008  127 7.62724 LMwJMS_long 
64 0 AP891129-0168  128 7.62724 LMwJMS_long 
64 0 AP890721-0074  129 7.59963 LMwJMS_long 
64 0 AP890505-0076  130 7.57962 LMwJMS_long 
64 0 AP890412-0190  131 7.56676 LMwJMS_long 
64 0 AP890914-0159  132 7.55292 LMwJMS_long 
64 0 AP890803-0228  133 7.53171 LMwJMS_long 
64 0 AP890831-0240  134 7.52780 LMwJMS_long 
64 0 AP890204-0084  135 7.50607 LMwJMS_long 
64 0 AP890511-0238  136 7.50002 LMwJMS_long 
64 0 AP890505-0011  137 7.49175 LMwJMS_long 
64 0 AP890716-0045  138 7.49175 LMwJMS_long 
64 0 AP890928-0019  139 7.49175 LMwJMS_long 
64 0 AP890731-0081  140 7.43906 LMwJMS_long 
64 0 AP890821-0037  141 7.35543 LMwJMS_long 
64 0 AP891018-0159  142 7.34888 LMwJMS_long 
64 0 AP890815-0049  143 7.33836 LMwJMS_long 
64 0 AP890323-0132  144 7.33147 LMwJMS_long 
64 0 AP890109-0204  145 7.28361 LMwJMS_long 
64 0 AP890307-0156  146 7.27931 LMwJMS_long 
64 0 AP890304-0025  147 7.27338 LMwJMS_long 
64 0 AP890106-0112  148 7.26995 LMwJMS_long 
64 0 AP890510-0161  149 7.26899 LMwJMS_long 
64 0 AP891130-0013  150 7.26893 LMwJMS_long 
64 0 AP891027-0166  151 7.26300 LMwJMS_long 
64 0 AP890318-0057  152 7.25127 LMwJMS_long 
64 0 AP890914-0082  153 7.25127 LMwJMS_long 
64 0 AP891208-0109  154 7.25127 LMwJMS_long 
64 0 AP890916-0149  155 7.21331 LMwJMS_long 
64 0 AP890326-0072  156 7.21217 LMwJMS_long 
64 0 AP890425-0181  157 7.17758 LMwJMS_long 
64 0 AP890504-0057  158 7.17514 LMwJMS_long 
64 0 AP890308-0080  159 7.15794 LMwJMS_long 
64 0 AP890507-0097  160 7.14489 LMwJMS_long 
64 0 AP891130-0011  161 7.13211 LMwJMS_long 
64 0 AP890413-0296  162 7.12665 LMwJMS_long 
64 0 AP890222-0029  163 7.12462 LMwJMS_long 
64 0 AP891023-0118  164 7.11181 LMwJMS_long 
64 0 AP891129-0177  165 7.10649 LMwJMS_long 
64 0 AP890801-0074  166 7.10372 LMwJMS_long 
64 0 AP890712-0036  167 7.05844 LMwJMS_long 
64 0 AP890204-0048  168 7.05812 LMwJMS_long 
64 0 AP890424-0162  169 7.05462 LMwJMS_long 
64 0 AP890919-0170  170 7.05462 LMwJMS_long 
64 0 AP890318-0025  171 7.04738 LMwJMS_long 
64 0 AP890515-0148  172 7.04738 LMwJMS_long 
64 0 AP891003-0222  173 7.04738 LMwJMS_long 
64 0 AP891103-0028  174 7.04583 LMwJMS_long 
64 0 AP891215-0147  175 7.03969 LMwJMS_long 
64 0 AP890301-0249  176 7.03554 LMwJMS_long 
64 0 AP890313-0083  177 7.02776 LMwJMS_long 
64 0 AP890119-0172  178 7.02733 LMwJMS_long 
64 0 AP890225-0132  179 7.02733 LMwJMS_long 
64 0 AP890301-0213  180 7.02733 LMwJMS_long 
64 0 AP890310-0310  181 7.02733 LMwJMS_long 
64 0 AP890316-0015  182 7.02733 LMwJMS_long 
64 0 AP890318-0071  183 7.02733 LMwJMS_long 
64 0 AP890319-0043  184 7.02733 LMwJMS_long 
64 0 AP890321-0017  185 7.02733 LMwJMS_long 
64 0 AP890411-0079  186 7.02733 LMwJMS_long 
64 0 AP890412-0016  187 7.02733 LMwJMS_long 
64 0 AP890412-0054  188 7.02733 LMwJMS_long 
64 0 AP890412-0158  189 7.02733 LMwJMS_long 
64 0 AP890519-0266  190 7.02733 LMwJMS_long 
64 0 AP890525-0176  191 7.02733 LMwJMS_long 
64 0 AP890526-0064  192 7.02733 LMwJMS_long 
64 0 AP890526-0120  193 7.02733 LMwJMS_long 
64 0 AP890529-0131  194 7.02733 LMwJMS_long 
64 0 AP890531-0190  195 7.02733 LMwJMS_long 
64 0 AP890622-0121  196 7.02733 LMwJMS_long 
64 0 AP890725-0230  197 7.02733 LMwJMS_long 
64 0 AP890905-0026  198 7.02733 LMwJMS_long 
64 0 AP891010-0040  199 7.02733 LMwJMS_long 
64 0 AP891019-0145  200 7.02733 LMwJMS_long 
64 0 AP891121-0015  201 7.02733 LMwJMS_long 
64 0 AP890823-0014  202 7.01972 LMwJMS_long 
64 0 AP890103-0133  203 7.01354 LMwJMS_long 
64 0 AP891003-0143  204 7.00297 LMwJMS_long 
64 0 AP890718-0065  205 6.99515 LMwJMS_long 
64 0 AP890802-0060  206 6.97592 LMwJMS_long 
64 0 AP891010-0125  207 6.97063 LMwJMS_long 
64 0 AP890211-0117  208 6.94082 LMwJMS_long 
64 0 AP891102-0020  209 6.92625 LMwJMS_long 
64 0 AP890830-0091  210 6.91532 LMwJMS_long 
64 0 AP890511-0021  211 6.91244 LMwJMS_long 
64 0 AP891214-0015  212 6.89887 LMwJMS_long 
64 0 AP891104-0082  213 6.89186 LMwJMS_long 
64 0 AP891105-0078  214 6.89186 LMwJMS_long 
64 0 AP891102-0006  215 6.88093 LMwJMS_long 
64 0 AP890119-0191  216 6.85313 LMwJMS_long 
64 0 AP890717-0142  217 6.84085 LMwJMS_long 
64 0 AP890210-0130  218 6.83709 LMwJMS_long 
64 0 AP890511-0096  219 6.82739 LMwJMS_long 
64 0 AP890514-0022  220 6.82398 LMwJMS_long 
64 0 AP891005-0067  221 6.78733 LMwJMS_long 
64 0 AP890603-0118  222 6.76208 LMwJMS_long 
64 0 AP890204-0007  223 6.76088 LMwJMS_long 
64 0 AP890115-0043  224 6.75939 LMwJMS_long 
64 0 AP890408-0077  225 6.75344 LMwJMS_long 
64 0 AP890515-0141  226 6.70942 LMwJMS_long 
64 0 AP891228-0162  227 6.69443 LMwJMS_long 
64 0 AP890315-0173  228 6.68760 LMwJMS_long 
64 0 AP890220-0165  229 6.68351 LMwJMS_long 
64 0 AP890318-0032  230 6.66131 LMwJMS_long 
64 0 AP890829-0239  231 6.65971 LMwJMS_long 
64 0 AP890304-0029  232 6.65400 LMwJMS_long 
64 0 AP891030-0141  233 6.65400 LMwJMS_long 
64 0 AP890619-0046  234 6.64830 LMwJMS_long 
64 0 AP890512-0155  235 6.64529 LMwJMS_long 
64 0 AP891228-0018  236 6.64488 LMwJMS_long 
64 0 AP890312-0035  237 6.64415 LMwJMS_long 
64 0 AP890616-0172  238 6.64395 LMwJMS_long 
64 0 AP890105-0005  239 6.61156 LMwJMS_long 
64 0 AP890206-0177  240 6.60197 LMwJMS_long 
64 0 AP891030-0223  241 6.60013 LMwJMS_long 
64 0 AP891024-0013  242 6.58900 LMwJMS_long 
64 0 AP890325-0010  243 6.58752 LMwJMS_long 
64 0 AP890412-0194  244 6.57121 LMwJMS_long 
64 0 AP890318-0136  245 6.57117 LMwJMS_long 
64 0 AP890608-0075  246 6.57117 LMwJMS_long 
64 0 AP890130-0176  247 6.56467 LMwJMS_long 
64 0 AP890319-0021  248 6.56421 LMwJMS_long 
64 0 AP890902-0160  249 6.55480 LMwJMS_long 
64 0 AP890506-0014  250 6.53655 LMwJMS_long 
64 0 AP890405-0173  251 6.52896 LMwJMS_long 
64 0 AP890328-0173  252 6.51751 LMwJMS_long 
64 0 AP890721-0040  253 6.49584 LMwJMS_long 
64 0 AP891206-0101  254 6.48578 LMwJMS_long 
64 0 AP891030-0101  255 6.48365 LMwJMS_long 
64 0 AP890908-0152  256 6.46307 LMwJMS_long 
64 0 AP890815-0134  257 6.46264 LMwJMS_long 
64 0 AP890316-0097  258 6.44334 LMwJMS_long 
64 0 AP890421-0033  259 6.43515 LMwJMS_long 
64 0 AP890602-0025  260 6.43515 LMwJMS_long 
64 0 AP890109-0210  261 6.43454 LMwJMS_long 
64 0 AP890301-0037  262 6.42485 LMwJMS_long 
64 0 AP890426-0021  263 6.41677 LMwJMS_long 
64 0 AP890718-0023  264 6.40704 LMwJMS_long 
64 0 AP890904-0084  265 6.40704 LMwJMS_long 
64 0 AP891120-0006  266 6.39144 LMwJMS_long 
64 0 AP891203-0059  267 6.39144 LMwJMS_long 
64 0 AP890221-0132  268 6.39070 LMwJMS_long 
64 0 AP891026-0117  269 6.36359 LMwJMS_long 
64 0 AP890130-0139  270 6.36296 LMwJMS_long 
64 0 AP890708-0123  271 6.35851 LMwJMS_long 
64 0 AP890905-0017  272 6.35713 LMwJMS_long 
64 0 AP891213-0154  273 6.35698 LMwJMS_long 
64 0 AP890120-0117  274 6.34723 LMwJMS_long 
64 0 AP890807-0044  275 6.33920 LMwJMS_long 
64 0 AP890420-0264  276 6.33857 LMwJMS_long 
64 0 AP890314-0286  277 6.33406 LMwJMS_long 
64 0 AP890102-0005  278 6.32539 LMwJMS_long 
64 0 AP890302-0111  279 6.32539 LMwJMS_long 
64 0 AP890317-0244  280 6.32539 LMwJMS_long 
64 0 AP890409-0027  281 6.32539 LMwJMS_long 
64 0 AP890411-0049  282 6.32539 LMwJMS_long 
64 0 AP890701-0058  283 6.32539 LMwJMS_long 
64 0 AP890712-0059  284 6.32539 LMwJMS_long 
64 0 AP890726-0168  285 6.32539 LMwJMS_long 
64 0 AP890913-0230  286 6.32539 LMwJMS_long 
64 0 AP890927-0192  287 6.32539 LMwJMS_long 
64 0 AP891003-0112  288 6.32539 LMwJMS_long 
64 0 AP891124-0152  289 6.32539 LMwJMS_long 
64 0 AP891207-0148  290 6.32539 LMwJMS_long 
64 0 AP891210-0057  291 6.32539 LMwJMS_long 
64 0 AP890416-0012  292 6.32284 LMwJMS_long 
64 0 AP890712-0277  293 6.32284 LMwJMS_long 
64 0 AP890401-0141  294 6.31944 LMwJMS_long 
64 0 AP890424-0053  295 6.31519 LMwJMS_long 
64 0 AP890317-0028  296 6.31218 LMwJMS_long 
64 0 AP890317-0136  297 6.31218 LMwJMS_long 
64 0 AP890508-0191  298 6.31176 LMwJMS_long 
64 0 AP891202-0114  299 6.31176 LMwJMS_long 
64 0 AP890803-0200  300 6.30669 LMwJMS_long 
64 0 AP890525-0242  301 6.29409 LMwJMS_long 
64 0 AP890731-0254  302 6.29409 LMwJMS_long 
64 0 AP890618-0013  303 6.26563 LMwJMS_long 
64 0 AP890516-0217  304 6.25385 LMwJMS_long 
64 0 AP890819-0128  305 6.25385 LMwJMS_long 
64 0 AP890503-0216  306 6.24995 LMwJMS_long 
64 0 AP890212-0014  307 6.23834 LMwJMS_long 
64 0 AP891119-0014  308 6.23445 LMwJMS_long 
64 0 AP890511-0104  309 6.23103 LMwJMS_long 
64 0 AP890408-0021  310 6.22914 LMwJMS_long 
64 0 AP890304-0124  311 6.20859 LMwJMS_long 
64 0 AP891215-0034  312 6.20162 LMwJMS_long 
64 0 AP890429-0065  313 6.19824 LMwJMS_long 
64 0 AP890224-0104  314 6.19674 LMwJMS_long 
64 0 AP891127-0213  315 6.17966 LMwJMS_long 
64 0 AP890809-0086  316 6.17951 LMwJMS_long 
64 0 AP891107-0274  317 6.17541 LMwJMS_long 
64 0 AP890320-0046  318 6.17297 LMwJMS_long 
64 0 AP890511-0187  319 6.15467 LMwJMS_long 
64 0 AP890511-0243  320 6.15467 LMwJMS_long 
64 0 AP890822-0209  321 6.15467 LMwJMS_long 
64 0 AP890108-0021  322 6.14022 LMwJMS_long 
64 0 AP890201-0107  323 6.14022 LMwJMS_long 
64 0 AP891104-0106  324 6.14022 LMwJMS_long 
64 0 AP890511-0232  325 6.13955 LMwJMS_long 
64 0 AP890525-0019  326 6.13955 LMwJMS_long 
64 0 AP890901-0028  327 6.13955 LMwJMS_long 
64 0 AP890329-0193  328 6.13884 LMwJMS_long 
64 0 AP890120-0145  329 6.13309 LMwJMS_long 
64 0 AP890505-0103  330 6.13309 LMwJMS_long 
64 0 AP890804-0007  331 6.13309 LMwJMS_long 
64 0 AP890314-0249  332 6.13304 LMwJMS_long 
64 0 AP891025-0074  333 6.13304 LMwJMS_long 
64 0 AP890505-0141  334 6.13044 LMwJMS_long 
64 0 AP890310-0231  335 6.12539 LMwJMS_long 
64 0 AP890426-0122  336 6.12521 LMwJMS_long 
64 0 AP890710-0242  337 6.12065 LMwJMS_long 
64 0 AP890502-0276  338 6.11259 LMwJMS_long 
64 0 AP891111-0051  339 6.10966 LMwJMS_long 
64 0 AP890804-0004  340 6.10911 LMwJMS_long 
64 0 AP891031-0159  341 6.10333 LMwJMS_long 
64 0 AP890809-0073  342 6.10155 LMwJMS_long 
64 0 AP890928-0007  343 6.08863 LMwJMS_long 
64 0 AP891213-0165  344 6.08355 LMwJMS_long 
64 0 AP891111-0016  345 6.07655 LMwJMS_long 
64 0 AP890215-0019  346 6.07103 LMwJMS_long 
64 0 AP890622-0290  347 6.05580 LMwJMS_long 
64 0 AP890924-0038  348 6.05580 LMwJMS_long 
64 0 AP890727-0194  349 6.03303 LMwJMS_long 
64 0 AP890817-0220  350 6.03303 LMwJMS_long 
64 0 AP891109-0131  351 6.03303 LMwJMS_long 
64 0 AP891022-0015  352 6.02979 LMwJMS_long 
64 0 AP891206-0096  353 6.01530 LMwJMS_long 
64 0 AP890716-0049  354 6.00971 LMwJMS_long 
64 0 AP890320-0212  355 6.00904 LMwJMS_long 
64 0 AP890210-0090  356 6.00579 LMwJMS_long 
64 0 AP890125-0154  357 5.99620 LMwJMS_long 
64 0 AP891109-0225  358 5.99380 LMwJMS_long 
64 0 AP890516-0258  359 5.98780 LMwJMS_long 
64 0 AP890423-0009  360 5.98306 LMwJMS_long 
64 0 AP890503-0307  361 5.97803 LMwJMS_long 
64 0 AP890731-0137  362 5.97653 LMwJMS_long 
64 0 AP890725-0124  363 5.96803 LMwJMS_long 
64 0 AP891101-0004  364 5.96629 LMwJMS_long 
64 0 AP890111-0142  365 5.96254 LMwJMS_long 
64 0 AP890809-0221  366 5.96120 LMwJMS_long 
64 0 AP890517-0069  367 5.95378 LMwJMS_long 
64 0 AP890130-0016  368 5.94685 LMwJMS_long 
64 0 AP890918-0193  369 5.94562 LMwJMS_long 
64 0 AP890604-0049  370 5.94384 LMwJMS_long 
64 0 AP891030-0173  371 5.94384 LMwJMS_long 
64 0 AP890112-0090  372 5.93843 LMwJMS_long 
64 0 AP890312-0007  373 5.93843 LMwJMS_long 
64 0 AP891120-0115  374 5.92734 LMwJMS_long 
64 0 AP890215-0242  375 5.91604 LMwJMS_long 
64 0 AP890113-0006  376 5.91550 LMwJMS_long 
64 0 AP890414-0030  377 5.91550 LMwJMS_long 
64 0 AP890124-0063  378 5.89170 LMwJMS_long 
64 0 AP890112-0062  379 5.88107 LMwJMS_long 
64 0 AP890716-0033  380 5.87140 LMwJMS_long 
64 0 AP890825-0140  381 5.87067 LMwJMS_long 
64 0 AP890908-0052  382 5.86809 LMwJMS_long 
