51 0 AP890908-0222    1 0.95151 VSM_short 
63 0 AP890327-0022  134 0.14065 VSM_short 
63 0 AP890412-0017  135 0.14065 VSM_short 
63 0 AP890505-0174  136 0.14065 VSM_short 
63 0 AP890506-0022  137 0.14065 VSM_short 
63 0 AP890514-0039  138 0.14065 VSM_short 
63 0 AP890516-0044  139 0.14065 VSM_short 
63 0 AP890529-0020  140 0.14065 VSM_short 
63 0 AP890609-0003  141 0.14065 VSM_short 
63 0 AP890616-0157  142 0.14065 VSM_short 
63 0 AP890710-0185  143 0.14065 VSM_short 
63 0 AP890717-0064  144 0.14065 VSM_short 
63 0 AP890729-0076  145 0.14065 VSM_short 
63 0 AP890801-0272  146 0.14065 VSM_short 
63 0 AP890825-0022  147 0.14065 VSM_short 
63 0 AP890826-0065  148 0.14065 VSM_short 
63 0 AP890902-0106  149 0.14065 VSM_short 
63 0 AP890905-0148  150 0.14065 VSM_short 
63 0 AP890918-0203  151 0.14065 VSM_short 
63 0 AP890927-0036  152 0.14065 VSM_short 
63 0 AP890930-0106  153 0.14065 VSM_short 
63 0 AP891114-0020  154 0.14065 VSM_short 
63 0 AP891203-0067  155 0.14065 VSM_short 
63 0 AP891222-0077  156 0.14065 VSM_short 
63 0 AP891225-0008  157 0.14065 VSM_short 
63 0 AP890518-0037  158 0.13705 VSM_short 
63 0 AP890512-0124  159 0.13567 VSM_short 
63 0 AP890527-0036  160 0.13567 VSM_short 
63 0 AP890609-0061  161 0.13567 VSM_short 
63 0 AP890707-0044  162 0.13567 VSM_short 
63 0 AP890927-0033  163 0.13567 VSM_short 
63 0 AP891003-0158  164 0.13567 VSM_short 
63 0 AP891018-0125  165 0.13567 VSM_short 
63 0 AP891110-0007  166 0.13567 VSM_short 
63 0 AP891117-0115  167 0.13567 VSM_short 
63 0 AP890114-0114  168 0.13428 VSM_short 
63 0 AP890118-0103  169 0.13428 VSM_short 
63 0 AP890122-0074  170 0.13428 VSM_short 
63 0 AP890129-0052  171 0.13428 VSM_short 
63 0 AP890131-0275  172 0.13428 VSM_short 
63 0 AP890313-0074  173 0.13428 VSM_short 
63 0 AP890314-0113  174 0.13428 VSM_short 
63 0 AP890517-0243  175 0.13428 VSM_short 
63 0 AP890601-0310  176 0.13428 VSM_short 
63 0 AP890608-0144  177 0.13428 VSM_short 
63 0 AP890704-0133  178 0.13428 VSM_short 
63 0 AP890716-0026  179 0.13428 VSM_short 
63 0 AP890829-0203  180 0.13428 VSM_short 
63 0 AP890903-0040  181 0.13428 VSM_short 
63 0 AP890912-0105  182 0.13428 VSM_short 
63 0 AP890912-0240  183 0.13428 VSM_short 
63 0 AP890920-0123  184 0.13428 VSM_short 
63 0 AP890920-0196  185 0.13428 VSM_short 
63 0 AP891011-0099  186 0.13428 VSM_short 
63 0 AP891027-0026  187 0.13428 VSM_short 
63 0 AP891103-0159  188 0.13428 VSM_short 
63 0 AP891121-0007  189 0.13428 VSM_short 
63 0 AP891201-0092  190 0.13428 VSM_short 
63 0 AP891207-0207  191 0.13428 VSM_short 
63 0 AP890302-0248  192 0.13261 VSM_short 
63 0 AP890905-0185  193 0.13261 VSM_short 
63 0 AP891030-0246  194 0.13261 VSM_short 
63 0 AP891222-0108  195 0.13261 VSM_short 
63 0 AP890107-0150  196 0.12660 VSM_short 
63 0 AP890117-0242  197 0.12660 VSM_short 
63 0 AP890119-0144  198 0.12660 VSM_short 
63 0 AP890124-0009  199 0.12660 VSM_short 
63 0 AP890127-0149  200 0.12660 VSM_short 
63 0 AP890201-0146  201 0.12660 VSM_short 
63 0 AP890207-0212  202 0.12660 VSM_short 
63 0 AP890222-0023  203 0.12660 VSM_short 
63 0 AP890301-0283  204 0.12660 VSM_short 
63 0 AP890301-0300  205 0.12660 VSM_short 
63 0 AP890316-0240  206 0.12660 VSM_short 
63 0 AP890405-0042  207 0.12660 VSM_short 
63 0 AP890410-0224  208 0.12660 VSM_short 
63 0 AP890413-0164  209 0.12660 VSM_short 
63 0 AP890420-0058  210 0.12660 VSM_short 
63 0 AP890430-0081  211 0.12660 VSM_short 
63 0 AP890516-0131  212 0.12660 VSM_short 
63 0 AP890524-0083  213 0.12660 VSM_short 
63 0 AP890615-0151  214 0.12660 VSM_short 
63 0 AP890711-0254  215 0.12660 VSM_short 
63 0 AP890724-0169  216 0.12660 VSM_short 
63 0 AP890811-0085  217 0.12660 VSM_short 
63 0 AP890815-0035  218 0.12660 VSM_short 
63 0 AP890906-0167  219 0.12660 VSM_short 
63 0 AP890913-0155  220 0.12660 VSM_short 
63 0 AP890928-0068  221 0.12660 VSM_short 
63 0 AP891016-0227  222 0.12660 VSM_short 
63 0 AP891017-0243  223 0.12660 VSM_short 
63 0 AP891114-0062  224 0.12660 VSM_short 
63 0 AP890127-0214  225 0.12510 VSM_short 
63 0 AP890726-0291  226 0.12510 VSM_short 
63 0 AP890814-0200  227 0.12510 VSM_short 
63 0 AP891014-0025  228 0.12510 VSM_short 
63 0 AP890107-0057  229 0.11721 VSM_short 
63 0 AP890114-0087  230 0.11721 VSM_short 
63 0 AP890118-0153  231 0.11721 VSM_short 
63 0 AP890122-0049  232 0.11721 VSM_short 
63 0 AP890206-0097  233 0.11721 VSM_short 
63 0 AP890206-0200  234 0.11721 VSM_short 
63 0 AP890206-0214  235 0.11721 VSM_short 
63 0 AP890208-0054  236 0.11721 VSM_short 
63 0 AP890215-0065  237 0.11721 VSM_short 
63 0 AP890221-0025  238 0.11721 VSM_short 
63 0 AP890223-0133  239 0.11721 VSM_short 
63 0 AP890223-0146  240 0.11721 VSM_short 
63 0 AP890307-0106  241 0.11721 VSM_short 
63 0 AP890313-0190  242 0.11721 VSM_short 
63 0 AP890320-0027  243 0.11721 VSM_short 
63 0 AP890404-0208  244 0.11721 VSM_short 
63 0 AP890523-0010  245 0.11721 VSM_short 
63 0 AP890530-0012  246 0.11721 VSM_short 
63 0 AP890531-0171  247 0.11721 VSM_short 
63 0 AP890602-0046  248 0.11721 VSM_short 
63 0 AP890613-0111  249 0.11721 VSM_short 
63 0 AP890622-0043  250 0.11721 VSM_short 
63 0 AP890630-0084  251 0.11721 VSM_short 
63 0 AP890705-0131  252 0.11721 VSM_short 
63 0 AP890706-0090  253 0.11721 VSM_short 
63 0 AP890717-0177  254 0.11721 VSM_short 
63 0 AP890720-0272  255 0.11721 VSM_short 
63 0 AP890721-0089  256 0.11721 VSM_short 
63 0 AP890828-0028  257 0.11721 VSM_short 
63 0 AP890901-0082  258 0.11721 VSM_short 
63 0 AP890915-0126  259 0.11721 VSM_short 
63 0 AP890919-0099  260 0.11721 VSM_short 
63 0 AP890921-0187  261 0.11721 VSM_short 
63 0 AP890930-0081  262 0.11721 VSM_short 
63 0 AP891101-0182  263 0.11721 VSM_short 
63 0 AP891106-0041  264 0.11721 VSM_short 
63 0 AP891201-0006  265 0.11721 VSM_short 
63 0 AP891201-0101  266 0.11721 VSM_short 
63 0 AP891209-0064  267 0.11721 VSM_short 
63 0 AP891218-0023  268 0.11721 VSM_short 
63 0 AP891228-0150  269 0.11721 VSM_short 
63 0 AP890103-0189  270 0.11629 VSM_short 
63 0 AP890201-0118  271 0.11629 VSM_short 
63 0 AP890308-0245  272 0.11629 VSM_short 
63 0 AP890318-0112  273 0.11629 VSM_short 
63 0 AP890329-0230  274 0.11629 VSM_short 
63 0 AP890330-0246  275 0.11629 VSM_short 
63 0 AP890404-0185  276 0.11629 VSM_short 
63 0 AP890412-0248  277 0.11629 VSM_short 
63 0 AP890425-0216  278 0.11629 VSM_short 
63 0 AP890425-0242  279 0.11629 VSM_short 
63 0 AP890717-0233  280 0.11629 VSM_short 
63 0 AP890718-0126  281 0.11629 VSM_short 
63 0 AP890830-0029  282 0.11629 VSM_short 
63 0 AP890913-0308  283 0.11629 VSM_short 
63 0 AP891016-0010  284 0.11629 VSM_short 
63 0 AP891020-0244  285 0.11629 VSM_short 
63 0 AP891101-0188  286 0.11629 VSM_short 
63 0 AP891102-0059  287 0.11629 VSM_short 
63 0 AP890114-0096  288 0.11190 VSM_short 
63 0 AP890117-0122  289 0.11190 VSM_short 
63 0 AP890119-0228  290 0.11190 VSM_short 
63 0 AP890120-0202  291 0.11190 VSM_short 
63 0 AP890121-0022  292 0.11190 VSM_short 
63 0 AP890125-0136  293 0.11190 VSM_short 
63 0 AP890126-0203  294 0.11190 VSM_short 
63 0 AP890127-0008  295 0.11190 VSM_short 
63 0 AP890131-0260  296 0.11190 VSM_short 
63 0 AP890202-0298  297 0.11190 VSM_short 
63 0 AP890203-0185  298 0.11190 VSM_short 
63 0 AP890204-0008  299 0.11190 VSM_short 
63 0 AP890208-0206  300 0.11190 VSM_short 
63 0 AP890209-0086  301 0.11190 VSM_short 
63 0 AP890209-0134  302 0.11190 VSM_short 
63 0 AP890215-0135  303 0.11190 VSM_short 
63 0 AP890224-0078  304 0.11190 VSM_short 
63 0 AP890224-0110  305 0.11190 VSM_short 
63 0 AP890311-0037  306 0.11190 VSM_short 
63 0 AP890312-0016  307 0.11190 VSM_short 
63 0 AP890314-0293  308 0.11190 VSM_short 
63 0 AP890316-0106  309 0.11190 VSM_short 
63 0 AP890318-0155  310 0.11190 VSM_short 
63 0 AP890327-0134  311 0.11190 VSM_short 
63 0 AP890407-0215  312 0.11190 VSM_short 
63 0 AP890413-0156  313 0.11190 VSM_short 
63 0 AP890420-0243  314 0.11190 VSM_short 
63 0 AP890420-0289  315 0.11190 VSM_short 
63 0 AP890426-0060  316 0.11190 VSM_short 
63 0 AP890427-0083  317 0.11190 VSM_short 
63 0 AP890514-0005  318 0.11190 VSM_short 
63 0 AP890517-0210  319 0.11190 VSM_short 
63 0 AP890522-0024  320 0.11190 VSM_short 
63 0 AP890524-0087  321 0.11190 VSM_short 
63 0 AP890605-0011  322 0.11190 VSM_short 
63 0 AP890614-0028  323 0.11190 VSM_short 
63 0 AP890620-0172  324 0.11190 VSM_short 
63 0 AP890622-0083  325 0.11190 VSM_short 
63 0 AP890707-0050  326 0.11190 VSM_short 
63 0 AP890707-0206  327 0.11190 VSM_short 
63 0 AP890719-0081  328 0.11190 VSM_short 
63 0 AP890720-0089  329 0.11190 VSM_short 
63 0 AP890720-0231  330 0.11190 VSM_short 
63 0 AP890725-0273  331 0.11190 VSM_short 
63 0 AP890806-0005  332 0.11190 VSM_short 
63 0 AP890809-0104  333 0.11190 VSM_short 
63 0 AP890811-0071  334 0.11190 VSM_short 
63 0 AP890817-0074  335 0.11190 VSM_short 
63 0 AP890824-0045  336 0.11190 VSM_short 
63 0 AP890825-0150  337 0.11190 VSM_short 
63 0 AP890904-0052  338 0.11190 VSM_short 
63 0 AP890908-0014  339 0.11190 VSM_short 
63 0 AP890911-0234  340 0.11190 VSM_short 
63 0 AP890924-0041  341 0.11190 VSM_short 
63 0 AP890930-0004  342 0.11190 VSM_short 
63 0 AP891017-0136  343 0.11190 VSM_short 
63 0 AP891018-0248  344 0.11190 VSM_short 
63 0 AP891018-0308  345 0.11190 VSM_short 
63 0 AP891020-0095  346 0.11190 VSM_short 
63 0 AP891021-0067  347 0.11190 VSM_short 
63 0 AP891027-0236  348 0.11190 VSM_short 
63 0 AP891029-0067  349 0.11190 VSM_short 
63 0 AP891106-0241  350 0.11190 VSM_short 
63 0 AP891108-0301  351 0.11190 VSM_short 
63 0 AP891112-0073  352 0.11190 VSM_short 
63 0 AP891114-0072  353 0.11190 VSM_short 
63 0 AP891201-0025  354 0.11190 VSM_short 
63 0 AP891202-0043  355 0.11190 VSM_short 
63 0 AP891211-0170  356 0.11190 VSM_short 
63 0 AP891212-0045  357 0.11190 VSM_short 
63 0 AP891228-0171  358 0.11190 VSM_short 
63 0 AP891231-0036  359 0.11190 VSM_short 
63 0 AP890107-0041  360 0.11077 VSM_short 
63 0 AP890107-0042  361 0.11077 VSM_short 
63 0 AP890203-0190  362 0.11077 VSM_short 
63 0 AP890207-0203  363 0.11077 VSM_short 
63 0 AP890220-0155  364 0.11077 VSM_short 
63 0 AP890224-0198  365 0.11077 VSM_short 
63 0 AP890227-0283  366 0.11077 VSM_short 
63 0 AP890319-0010  367 0.11077 VSM_short 
63 0 AP890323-0019  368 0.11077 VSM_short 
63 0 AP890413-0005  369 0.11077 VSM_short 
63 0 AP890428-0193  370 0.11077 VSM_short 
63 0 AP890509-0267  371 0.11077 VSM_short 
63 0 AP890512-0075  372 0.11077 VSM_short 
63 0 AP890601-0274  373 0.11077 VSM_short 
63 0 AP890608-0211  374 0.11077 VSM_short 
63 0 AP890609-0040  375 0.11077 VSM_short 
63 0 AP890611-0002  376 0.11077 VSM_short 
63 0 AP890611-0081  377 0.11077 VSM_short 
63 0 AP890615-0207  378 0.11077 VSM_short 
63 0 AP890621-0043  379 0.11077 VSM_short 
63 0 AP890622-0255  380 0.11077 VSM_short 
63 0 AP890704-0119  381 0.11077 VSM_short 
63 0 AP890704-0166  382 0.11077 VSM_short 
63 0 AP890709-0003  383 0.11077 VSM_short 
63 0 AP890720-0221  384 0.11077 VSM_short 
63 0 AP890802-0213  385 0.11077 VSM_short 
63 0 AP891130-0226  386 0.11077 VSM_short 
63 0 AP891223-0050  387 0.11077 VSM_short 
63 0 AP890107-0018  388 0.09691 VSM_short 
63 0 AP890124-0259  389 0.09691 VSM_short 
63 0 AP890225-0053  390 0.09691 VSM_short 
63 0 AP890225-0160  391 0.09691 VSM_short 
63 0 AP890406-0071  392 0.09691 VSM_short 
63 0 AP890411-0200  393 0.09691 VSM_short 
63 0 AP890413-0051  394 0.09691 VSM_short 
63 0 AP890508-0219  395 0.09691 VSM_short 
63 0 AP890626-0199  396 0.09691 VSM_short 
63 0 AP890630-0278  397 0.09691 VSM_short 
63 0 AP890715-0141  398 0.09691 VSM_short 
63 0 AP890906-0010  399 0.09691 VSM_short 
63 0 AP890914-0002  400 0.09691 VSM_short 
63 0 AP891012-0172  401 0.09691 VSM_short 
63 0 AP891031-0170  402 0.09691 VSM_short 
63 0 AP891108-0248  403 0.09691 VSM_short 
63 0 AP890106-0052  404 0.09495 VSM_short 
63 0 AP890113-0092  405 0.09495 VSM_short 
63 0 AP890119-0240  406 0.09495 VSM_short 
63 0 AP890131-0167  407 0.09495 VSM_short 
63 0 AP890214-0002  408 0.09495 VSM_short 
63 0 AP890216-0161  409 0.09495 VSM_short 
63 0 AP890217-0145  410 0.09495 VSM_short 
63 0 AP890220-0025  411 0.09495 VSM_short 
63 0 AP890220-0173  412 0.09495 VSM_short 
63 0 AP890227-0264  413 0.09495 VSM_short 
63 0 AP890228-0103  414 0.09495 VSM_short 
63 0 AP890308-0043  415 0.09495 VSM_short 
63 0 AP890313-0160  416 0.09495 VSM_short 
63 0 AP890323-0001  417 0.09495 VSM_short 
63 0 AP890329-0026  418 0.09495 VSM_short 
63 0 AP890330-0232  419 0.09495 VSM_short 
63 0 AP890412-0109  420 0.09495 VSM_short 
63 0 AP890424-0130  421 0.09495 VSM_short 
63 0 AP890426-0270  422 0.09495 VSM_short 
63 0 AP890428-0251  423 0.09495 VSM_short 
63 0 AP890502-0201  424 0.09495 VSM_short 
63 0 AP890507-0035  425 0.09495 VSM_short 
63 0 AP890509-0020  426 0.09495 VSM_short 
63 0 AP890512-0055  427 0.09495 VSM_short 
63 0 AP890525-0183  428 0.09495 VSM_short 
63 0 AP890610-0085  429 0.09495 VSM_short 
63 0 AP890621-0265  430 0.09495 VSM_short 
63 0 AP890622-0047  431 0.09495 VSM_short 
63 0 AP890625-0027  432 0.09495 VSM_short 
63 0 AP890630-0107  433 0.09495 VSM_short 
63 0 AP890713-0250  434 0.09495 VSM_short 
63 0 AP890721-0068  435 0.09495 VSM_short 
63 0 AP890725-0191  436 0.09495 VSM_short 
63 0 AP890802-0220  437 0.09495 VSM_short 
63 0 AP890814-0026  438 0.09495 VSM_short 
63 0 AP890818-0062  439 0.09495 VSM_short 
63 0 AP890819-0148  440 0.09495 VSM_short 
63 0 AP890826-0017  441 0.09495 VSM_short 
63 0 AP890904-0046  442 0.09495 VSM_short 
63 0 AP890908-0251  443 0.09495 VSM_short 
63 0 AP890912-0162  444 0.09495 VSM_short 
63 0 AP891005-0223  445 0.09495 VSM_short 
63 0 AP891011-0147  446 0.09495 VSM_short 
63 0 AP891018-0023  447 0.09495 VSM_short 
63 0 AP891113-0250  448 0.09495 VSM_short 
63 0 AP891114-0114  449 0.09495 VSM_short 
63 0 AP891116-0238  450 0.09495 VSM_short 
63 0 AP891122-0240  451 0.09495 VSM_short 
63 0 AP891124-0050  452 0.09495 VSM_short 
63 0 AP891206-0001  453 0.09495 VSM_short 
63 0 AP891214-0060  454 0.09495 VSM_short 
63 0 AP891214-0226  455 0.09495 VSM_short 
63 0 AP891220-0158  456 0.09495 VSM_short 
63 0 AP891222-0038  457 0.09495 VSM_short 
63 0 AP891224-0028  458 0.09495 VSM_short 
63 0 AP891225-0060  459 0.09495 VSM_short 
63 0 AP891230-0096  460 0.09495 VSM_short 
63 0 AP890215-0204  461 0.09377 VSM_short 
63 0 AP890701-0157  462 0.09377 VSM_short 
63 0 AP890718-0217  463 0.09377 VSM_short 
63 0 AP890924-0027  464 0.09377 VSM_short 
63 0 AP891030-0224  465 0.09377 VSM_short 
63 0 AP891114-0079  466 0.09377 VSM_short 
63 0 AP891115-0096  467 0.09377 VSM_short 
63 0 AP891225-0057  468 0.09377 VSM_short 
63 0 AP890102-0134  469 0.08952 VSM_short 
63 0 AP890104-0084  470 0.08952 VSM_short 
63 0 AP890107-0138  471 0.08952 VSM_short 
63 0 AP890108-0009  472 0.08952 VSM_short 
63 0 AP890108-0017  473 0.08952 VSM_short 
63 0 AP890108-0085  474 0.08952 VSM_short 
63 0 AP890109-0086  475 0.08952 VSM_short 
63 0 AP890110-0087  476 0.08952 VSM_short 
63 0 AP890110-0173  477 0.08952 VSM_short 
63 0 AP890110-0290  478 0.08952 VSM_short 
63 0 AP890119-0152  479 0.08952 VSM_short 
63 0 AP890120-0049  480 0.08952 VSM_short 
63 0 AP890120-0213  481 0.08952 VSM_short 
63 0 AP890123-0269  482 0.08952 VSM_short 
63 0 AP890124-0081  483 0.08952 VSM_short 
63 0 AP890125-0021  484 0.08952 VSM_short 
63 0 AP890125-0104  485 0.08952 VSM_short 
63 0 AP890125-0132  486 0.08952 VSM_short 
63 0 AP890126-0114  487 0.08952 VSM_short 
63 0 AP890127-0206  488 0.08952 VSM_short 
63 0 AP890131-0055  489 0.08952 VSM_short 
63 0 AP890203-0098  490 0.08952 VSM_short 
63 0 AP890203-0134  491 0.08952 VSM_short 
63 0 AP890214-0200  492 0.08952 VSM_short 
63 0 AP890215-0113  493 0.08952 VSM_short 
63 0 AP890215-0165  494 0.08952 VSM_short 
63 0 AP890217-0069  495 0.08952 VSM_short 
63 0 AP890219-0017  496 0.08952 VSM_short 
63 0 AP890223-0072  497 0.08952 VSM_short 
63 0 AP890224-0194  498 0.08952 VSM_short 
63 0 AP890227-0161  499 0.08952 VSM_short 
63 0 AP890227-0319  500 0.08952 VSM_short 
63 0 AP890227-0324  501 0.08952 VSM_short 
63 0 AP890307-0080  502 0.08952 VSM_short 
63 0 AP890314-0239  503 0.08952 VSM_short 
63 0 AP890322-0007  504 0.08952 VSM_short 
63 0 AP890324-0189  505 0.08952 VSM_short 
63 0 AP890325-0056  506 0.08952 VSM_short 
63 0 AP890325-0110  507 0.08952 VSM_short 
63 0 AP890404-0134  508 0.08952 VSM_short 
63 0 AP890406-0184  509 0.08952 VSM_short 
63 0 AP890408-0117  510 0.08952 VSM_short 
63 0 AP890409-0071  511 0.08952 VSM_short 
63 0 AP890410-0036  512 0.08952 VSM_short 
63 0 AP890410-0135  513 0.08952 VSM_short 
63 0 AP890411-0047  514 0.08952 VSM_short 
63 0 AP890414-0094  515 0.08952 VSM_short 
63 0 AP890414-0100  516 0.08952 VSM_short 
63 0 AP890417-0236  517 0.08952 VSM_short 
63 0 AP890418-0080  518 0.08952 VSM_short 
63 0 AP890420-0152  519 0.08952 VSM_short 
63 0 AP890426-0104  520 0.08952 VSM_short 
63 0 AP890503-0103  521 0.08952 VSM_short 
63 0 AP890505-0137  522 0.08952 VSM_short 
63 0 AP890509-0075  523 0.08952 VSM_short 
63 0 AP890510-0054  524 0.08952 VSM_short 
63 0 AP890510-0222  525 0.08952 VSM_short 
63 0 AP890511-0074  526 0.08952 VSM_short 
63 0 AP890512-0093  527 0.08952 VSM_short 
63 0 AP890512-0287  528 0.08952 VSM_short 
63 0 AP890517-0152  529 0.08952 VSM_short 
63 0 AP890519-0067  530 0.08952 VSM_short 
63 0 AP890521-0061  531 0.08952 VSM_short 
63 0 AP890522-0116  532 0.08952 VSM_short 
63 0 AP890523-0155  533 0.08952 VSM_short 
63 0 AP890524-0096  534 0.08952 VSM_short 
63 0 AP890524-0154  535 0.08952 VSM_short 
63 0 AP890526-0155  536 0.08952 VSM_short 
63 0 AP890526-0260  537 0.08952 VSM_short 
63 0 AP890527-0135  538 0.08952 VSM_short 
63 0 AP890531-0187  539 0.08952 VSM_short 
63 0 AP890613-0220  540 0.08952 VSM_short 
63 0 AP890614-0042  541 0.08952 VSM_short 
63 0 AP890614-0078  542 0.08952 VSM_short 
63 0 AP890614-0100  543 0.08952 VSM_short 
63 0 AP890617-0077  544 0.08952 VSM_short 
63 0 AP890617-0099  545 0.08952 VSM_short 
63 0 AP890619-0185  546 0.08952 VSM_short 
63 0 AP890620-0181  547 0.08952 VSM_short 
63 0 AP890621-0018  548 0.08952 VSM_short 
63 0 AP890621-0022  549 0.08952 VSM_short 
63 0 AP890621-0071  550 0.08952 VSM_short 
63 0 AP890621-0148  551 0.08952 VSM_short 
63 0 AP890623-0005  552 0.08952 VSM_short 
63 0 AP890626-0052  553 0.08952 VSM_short 
63 0 AP890626-0192  554 0.08952 VSM_short 
63 0 AP890627-0077  555 0.08952 VSM_short 
63 0 AP890627-0136  556 0.08952 VSM_short 
63 0 AP890627-0176  557 0.08952 VSM_short 
63 0 AP890628-0157  558 0.08952 VSM_short 
63 0 AP890629-0040  559 0.08952 VSM_short 
63 0 AP890701-0002  560 0.08952 VSM_short 
63 0 AP890701-0154  561 0.08952 VSM_short 
63 0 AP890702-0024  562 0.08952 VSM_short 
63 0 AP890705-0122  563 0.08952 VSM_short 
63 0 AP890706-0171  564 0.08952 VSM_short 
63 0 AP890708-0006  565 0.08952 VSM_short 
63 0 AP890710-0098  566 0.08952 VSM_short 
63 0 AP890712-0206  567 0.08952 VSM_short 
63 0 AP890715-0040  568 0.08952 VSM_short 
63 0 AP890723-0044  569 0.08952 VSM_short 
63 0 AP890724-0007  570 0.08952 VSM_short 
63 0 AP890725-0050  571 0.08952 VSM_short 
63 0 AP890727-0108  572 0.08952 VSM_short 
63 0 AP890728-0057  573 0.08952 VSM_short 
63 0 AP890803-0109  574 0.08952 VSM_short 
63 0 AP890809-0097  575 0.08952 VSM_short 
63 0 AP890809-0144  576 0.08952 VSM_short 
63 0 AP890818-0170  577 0.08952 VSM_short 
63 0 AP890823-0107  578 0.08952 VSM_short 
63 0 AP890901-0111  579 0.08952 VSM_short 
63 0 AP890909-0108  580 0.08952 VSM_short 
63 0 AP890911-0058  581 0.08952 VSM_short 
63 0 AP890912-0164  582 0.08952 VSM_short 
63 0 AP890913-0239  583 0.08952 VSM_short 
63 0 AP890917-0024  584 0.08952 VSM_short 
63 0 AP890918-0072  585 0.08952 VSM_short 
63 0 AP890918-0174  586 0.08952 VSM_short 
63 0 AP890921-0026  587 0.08952 VSM_short 
63 0 AP890928-0310  588 0.08952 VSM_short 
63 0 AP890929-0120  589 0.08952 VSM_short 
63 0 AP890929-0230  590 0.08952 VSM_short 
63 0 AP891004-0055  591 0.08952 VSM_short 
63 0 AP891006-0123  592 0.08952 VSM_short 
63 0 AP891008-0036  593 0.08952 VSM_short 
63 0 AP891010-0189  594 0.08952 VSM_short 
63 0 AP891010-0274  595 0.08952 VSM_short 
63 0 AP891013-0074  596 0.08952 VSM_short 
63 0 AP891014-0029  597 0.08952 VSM_short 
63 0 AP891016-0230  598 0.08952 VSM_short 
63 0 AP891019-0126  599 0.08952 VSM_short 
63 0 AP891025-0288  600 0.08952 VSM_short 
63 0 AP891027-0024  601 0.08952 VSM_short 
63 0 AP891028-0069  602 0.08952 VSM_short 
63 0 AP891102-0208  603 0.08952 VSM_short 
63 0 AP891108-0155  604 0.08952 VSM_short 
63 0 AP891108-0278  605 0.08952 VSM_short 
63 0 AP891110-0004  606 0.08952 VSM_short 
63 0 AP891110-0092  607 0.08952 VSM_short 
63 0 AP891110-0133  608 0.08952 VSM_short 
63 0 AP891111-0023  609 0.08952 VSM_short 
63 0 AP891111-0029  610 0.08952 VSM_short 
63 0 AP891113-0050  611 0.08952 VSM_short 
63 0 AP891114-0098  612 0.08952 VSM_short 
63 0 AP891115-0057  613 0.08952 VSM_short 
63 0 AP891115-0063  614 0.08952 VSM_short 
63 0 AP891121-0088  615 0.08952 VSM_short 
63 0 AP891121-0193  616 0.08952 VSM_short 
63 0 AP891124-0011  617 0.08952 VSM_short 
63 0 AP891204-0046  618 0.08952 VSM_short 
63 0 AP891204-0232  619 0.08952 VSM_short 
63 0 AP891208-0146  620 0.08952 VSM_short 
63 0 AP891212-0092  621 0.08952 VSM_short 
63 0 AP891212-0244  622 0.08952 VSM_short 
63 0 AP891213-0146  623 0.08952 VSM_short 
63 0 AP891216-0078  624 0.08952 VSM_short 
63 0 AP891217-0066  625 0.08952 VSM_short 
63 0 AP891221-0089  626 0.08952 VSM_short 
63 0 AP891226-0058  627 0.08952 VSM_short 
63 0 AP891226-0134  628 0.08952 VSM_short 
63 0 AP891228-0057  629 0.08952 VSM_short 
63 0 AP891228-0147  630 0.08952 VSM_short 
63 0 AP891230-0057  631 0.08952 VSM_short 
63 0 AP890112-0280  632 0.07912 VSM_short 
63 0 AP890113-0226  633 0.07912 VSM_short 
63 0 AP890114-0059  634 0.07912 VSM_short 
63 0 AP890118-0295  635 0.07912 VSM_short 
63 0 AP890123-0003  636 0.07912 VSM_short 
63 0 AP890206-0026  637 0.07912 VSM_short 
63 0 AP890301-0055  638 0.07912 VSM_short 
63 0 AP890307-0118  639 0.07912 VSM_short 
63 0 AP890314-0209  640 0.07912 VSM_short 
63 0 AP890315-0230  641 0.07912 VSM_short 
63 0 AP890319-0034  642 0.07912 VSM_short 
63 0 AP890320-0030  643 0.07912 VSM_short 
