51 0 AP890503-0279    1 0.26778 TREC_short 
16214 0 AP890906-0137  164 0.04231 TREC_short 
16215 0 AP890907-0155  165 0.04231 TREC_short 
16216 0 AP890511-0264  166 0.04231 TREC_short 
16217 0 AP890202-0085  167 0.04231 TREC_short 
16218 0 AP890714-0162  168 0.04186 TREC_short 
16219 0 AP891115-0019  169 0.04165 TREC_short 
16220 0 AP890324-0124  170 0.04165 TREC_short 
16221 0 AP890216-0178  171 0.04165 TREC_short 
16222 0 AP890802-0188  172 0.04165 TREC_short 
16223 0 AP890926-0163  173 0.04165 TREC_short 
16224 0 AP890517-0021  174 0.04165 TREC_short 
16225 0 AP890613-0072  175 0.04132 TREC_short 
16226 0 AP890225-0055  176 0.04132 TREC_short 
16227 0 AP891011-0149  177 0.04105 TREC_short 
16228 0 AP890115-0043  178 0.04094 TREC_short 
16229 0 AP890524-0070  179 0.04050 TREC_short 
16230 0 AP891106-0024  180 0.04050 TREC_short 
16231 0 AP890610-0011  181 0.04050 TREC_short 
16232 0 AP890615-0154  182 0.04050 TREC_short 
16233 0 AP891222-0059  183 0.04050 TREC_short 
16234 0 AP890708-0025  184 0.04050 TREC_short 
16235 0 AP890423-0077  185 0.04050 TREC_short 
16236 0 AP890127-0173  186 0.04050 TREC_short 
16237 0 AP890918-0005  187 0.04050 TREC_short 
16238 0 AP890309-0262  188 0.04050 TREC_short 
16239 0 AP890227-0136  189 0.03979 TREC_short 
16240 0 AP890901-0132  190 0.03979 TREC_short 
16241 0 AP890914-0080  191 0.03979 TREC_short 
16242 0 AP891119-0014  192 0.03894 TREC_short 
16243 0 AP890107-0029  193 0.03894 TREC_short 
16244 0 AP891007-0127  194 0.03894 TREC_short 
16245 0 AP890327-0124  195 0.03857 TREC_short 
16246 0 AP890602-0013  196 0.03733 TREC_short 
16247 0 AP890111-0012  197 0.03721 TREC_short 
16248 0 AP890204-0130  198 0.03721 TREC_short 
16249 0 AP890314-0119  199 0.03721 TREC_short 
16250 0 AP891031-0012  200 0.03721 TREC_short 
16251 0 AP890317-0048  201 0.03721 TREC_short 
16252 0 AP890602-0138  202 0.03721 TREC_short 
16253 0 AP890111-0199  203 0.03721 TREC_short 
16254 0 AP890703-0119  204 0.03721 TREC_short 
16255 0 AP890710-0172  205 0.03721 TREC_short 
16256 0 AP890125-0099  206 0.03721 TREC_short 
16257 0 AP890410-0011  207 0.03721 TREC_short 
16258 0 AP890125-0200  208 0.03721 TREC_short 
16259 0 AP890728-0174  209 0.03721 TREC_short 
16260 0 AP890222-0199  210 0.03721 TREC_short 
16261 0 AP890803-0039  211 0.03721 TREC_short 
16262 0 AP890427-0091  212 0.03721 TREC_short 
16263 0 AP890831-0029  213 0.03721 TREC_short 
16264 0 AP890307-0051  214 0.03721 TREC_short 
16265 0 AP891101-0076  215 0.03719 TREC_short 
16266 0 AP891106-0071  216 0.03719 TREC_short 
16267 0 AP890616-0032  217 0.03719 TREC_short 
16268 0 AP890615-0130  218 0.03702 TREC_short 
16269 0 AP891004-0279  219 0.03702 TREC_short 
16270 0 AP891120-0022  220 0.03670 TREC_short 
16271 0 AP890420-0070  221 0.03665 TREC_short 
16272 0 AP890503-0080  222 0.03665 TREC_short 
16273 0 AP891114-0054  223 0.03658 TREC_short 
16274 0 AP890614-0193  224 0.03658 TREC_short 
16275 0 AP890624-0014  225 0.03658 TREC_short 
16276 0 AP890303-0140  226 0.03658 TREC_short 
16277 0 AP891026-0120  227 0.03570 TREC_short 
16278 0 AP891031-0178  228 0.03570 TREC_short 
16279 0 AP890615-0117  229 0.03570 TREC_short 
16280 0 AP890620-0059  230 0.03570 TREC_short 
16281 0 AP890622-0186  231 0.03570 TREC_short 
16282 0 AP890710-0108  232 0.03570 TREC_short 
16283 0 AP890714-0067  233 0.03570 TREC_short 
16284 0 AP890725-0081  234 0.03570 TREC_short 
16285 0 AP890726-0052  235 0.03570 TREC_short 
16286 0 AP890726-0206  236 0.03570 TREC_short 
16287 0 AP890731-0021  237 0.03570 TREC_short 
16288 0 AP890512-0152  238 0.03570 TREC_short 
16289 0 AP890117-0017  239 0.03569 TREC_short 
16290 0 AP890821-0116  240 0.03499 TREC_short 
16291 0 AP890323-0109  241 0.03462 TREC_short 
16292 0 AP890527-0120  242 0.03394 TREC_short 
16293 0 AP890626-0151  243 0.03394 TREC_short 
16294 0 AP890708-0102  244 0.03394 TREC_short 
16295 0 AP890418-0083  245 0.03394 TREC_short 
16296 0 AP890502-0054  246 0.03394 TREC_short 
16297 0 AP890902-0132  247 0.03394 TREC_short 
16298 0 AP890509-0112  248 0.03394 TREC_short 
16299 0 AP891009-0045  249 0.03394 TREC_short 
16300 0 AP891025-0194  250 0.03326 TREC_short 
16301 0 AP890213-0104  251 0.03326 TREC_short 
16302 0 AP890704-0147  252 0.03326 TREC_short 
16303 0 AP890715-0028  253 0.03326 TREC_short 
16304 0 AP890113-0197  254 0.03320 TREC_short 
16305 0 AP891014-0009  255 0.03306 TREC_short 
16306 0 AP890119-0251  256 0.03306 TREC_short 
16307 0 AP890526-0170  257 0.03306 TREC_short 
16308 0 AP890203-0075  258 0.03306 TREC_short 
16309 0 AP890315-0100  259 0.03306 TREC_short 
16310 0 AP891104-0013  260 0.03306 TREC_short 
16311 0 AP891111-0042  261 0.03306 TREC_short 
16312 0 AP890318-0133  262 0.03306 TREC_short 
16313 0 AP890609-0141  263 0.03306 TREC_short 
16314 0 AP891123-0007  264 0.03306 TREC_short 
16315 0 AP890322-0225  265 0.03306 TREC_short 
16316 0 AP890615-0072  266 0.03306 TREC_short 
16317 0 AP890616-0153  267 0.03306 TREC_short 
16318 0 AP890623-0057  268 0.03306 TREC_short 
16319 0 AP890623-0171  269 0.03306 TREC_short 
16320 0 AP891221-0070  270 0.03306 TREC_short 
16321 0 AP891227-0065  271 0.03306 TREC_short 
16322 0 AP890405-0294  272 0.03306 TREC_short 
16323 0 AP890410-0136  273 0.03306 TREC_short 
16324 0 AP890125-0077  274 0.03306 TREC_short 
16325 0 AP890718-0192  275 0.03306 TREC_short 
16326 0 AP890220-0006  276 0.03306 TREC_short 
16327 0 AP890727-0082  277 0.03306 TREC_short 
16328 0 AP890417-0149  278 0.03306 TREC_short 
16329 0 AP890418-0200  279 0.03306 TREC_short 
16330 0 AP890804-0091  280 0.03306 TREC_short 
16331 0 AP890223-0089  281 0.03306 TREC_short 
16332 0 AP890223-0015  282 0.03306 TREC_short 
16333 0 AP890109-0206  283 0.03306 TREC_short 
16334 0 AP890223-0206  284 0.03306 TREC_short 
16335 0 AP890811-0153  285 0.03306 TREC_short 
16336 0 AP890114-0139  286 0.03306 TREC_short 
16337 0 AP890819-0132  287 0.03306 TREC_short 
16338 0 AP890823-0038  288 0.03306 TREC_short 
16339 0 AP890823-0074  289 0.03306 TREC_short 
16340 0 AP890130-0140  290 0.03306 TREC_short 
16341 0 AP890503-0175  291 0.03306 TREC_short 
16342 0 AP890913-0226  292 0.03306 TREC_short 
16343 0 AP890914-0130  293 0.03306 TREC_short 
16344 0 AP890508-0158  294 0.03306 TREC_short 
16345 0 AP890509-0122  295 0.03306 TREC_short 
16346 0 AP890916-0132  296 0.03306 TREC_short 
16347 0 AP890305-0052  297 0.03306 TREC_short 
16348 0 AP890922-0174  298 0.03306 TREC_short 
16349 0 AP890928-0157  299 0.03306 TREC_short 
16350 0 AP890929-0272  300 0.03306 TREC_short 
16351 0 AP890202-0148  301 0.03306 TREC_short 
16352 0 AP890518-0004  302 0.03306 TREC_short 
16353 0 AP891007-0008  303 0.03306 TREC_short 
16354 0 AP891122-0140  304 0.03283 TREC_short 
16355 0 AP890213-0060  305 0.03283 TREC_short 
16356 0 AP890117-0195  306 0.03283 TREC_short 
16357 0 AP890522-0054  307 0.03240 TREC_short 
16358 0 AP890311-0007  308 0.03240 TREC_short 
16359 0 AP890524-0058  309 0.03240 TREC_short 
16360 0 AP890206-0056  310 0.03240 TREC_short 
16361 0 AP891031-0044  311 0.03240 TREC_short 
16362 0 AP891031-0115  312 0.03240 TREC_short 
16363 0 AP890106-0121  313 0.03240 TREC_short 
16364 0 AP891031-0192  314 0.03240 TREC_short 
16365 0 AP890602-0147  315 0.03240 TREC_short 
16366 0 AP891120-0055  316 0.03240 TREC_short 
16367 0 AP890209-0096  317 0.03240 TREC_short 
16368 0 AP891122-0137  318 0.03240 TREC_short 
16369 0 AP890613-0064  319 0.03240 TREC_short 
16370 0 AP890613-0097  320 0.03240 TREC_short 
16371 0 AP890209-0099  321 0.03240 TREC_short 
16372 0 AP890328-0059  322 0.03240 TREC_short 
16373 0 AP891222-0182  323 0.03240 TREC_short 
16374 0 AP890123-0179  324 0.03240 TREC_short 
16375 0 AP890405-0140  325 0.03240 TREC_short 
16376 0 AP890409-0054  326 0.03240 TREC_short 
16377 0 AP890410-0110  327 0.03240 TREC_short 
16378 0 AP890414-0202  328 0.03240 TREC_short 
16379 0 AP890802-0079  329 0.03240 TREC_short 
16380 0 AP890802-0150  330 0.03240 TREC_short 
16381 0 AP890222-0189  331 0.03240 TREC_short 
16382 0 AP890805-0006  332 0.03240 TREC_short 
16383 0 AP890808-0127  333 0.03240 TREC_short 
16384 0 AP890505-0119  334 0.03240 TREC_short 
16385 0 AP890912-0030  335 0.03240 TREC_short 
16386 0 AP890110-0103  336 0.03240 TREC_short 
16387 0 AP890307-0153  337 0.03240 TREC_short 
16388 0 AP891002-0113  338 0.03240 TREC_short 
16389 0 AP890517-0209  339 0.03240 TREC_short 
16390 0 AP891007-0026  340 0.03240 TREC_short 
16391 0 AP891229-0082  341 0.03230 TREC_short 
16392 0 AP890218-0049  342 0.03230 TREC_short 
16393 0 AP890912-0130  343 0.03230 TREC_short 
16394 0 AP891213-0209  344 0.03212 TREC_short 
16395 0 AP890525-0119  345 0.03173 TREC_short 
16396 0 AP891023-0052  346 0.03173 TREC_short 
16397 0 AP891023-0089  347 0.03173 TREC_short 
16398 0 AP891025-0126  348 0.03173 TREC_short 
16399 0 AP890531-0106  349 0.03173 TREC_short 
16400 0 AP890315-0109  350 0.03173 TREC_short 
16401 0 AP891114-0067  351 0.03173 TREC_short 
16402 0 AP891126-0045  352 0.03173 TREC_short 
16403 0 AP891130-0022  353 0.03173 TREC_short 
16404 0 AP890615-0181  354 0.03173 TREC_short 
16405 0 AP890619-0100  355 0.03173 TREC_short 
16406 0 AP890210-0180  356 0.03173 TREC_short 
16407 0 AP890626-0270  357 0.03173 TREC_short 
16408 0 AP890629-0258  358 0.03173 TREC_short 
16409 0 AP890218-0079  359 0.03173 TREC_short 
16410 0 AP890415-0023  360 0.03173 TREC_short 
16411 0 AP890415-0075  361 0.03173 TREC_short 
16412 0 AP890727-0130  362 0.03173 TREC_short 
16413 0 AP890728-0045  363 0.03173 TREC_short 
16414 0 AP890801-0107  364 0.03173 TREC_short 
16415 0 AP890813-0001  365 0.03173 TREC_short 
16416 0 AP890817-0065  366 0.03173 TREC_short 
16417 0 AP890819-0063  367 0.03173 TREC_short 
16418 0 AP890128-0126  368 0.03173 TREC_short 
16419 0 AP890825-0118  369 0.03173 TREC_short 
16420 0 AP890829-0186  370 0.03173 TREC_short 
16421 0 AP890116-0064  371 0.03173 TREC_short 
16422 0 AP890116-0141  372 0.03173 TREC_short 
16423 0 AP890909-0001  373 0.03173 TREC_short 
16424 0 AP890915-0233  374 0.03173 TREC_short 
16425 0 AP890306-0037  375 0.03173 TREC_short 
16426 0 AP890921-0277  376 0.03173 TREC_short 
16427 0 AP890202-0229  377 0.03173 TREC_short 
16428 0 AP891002-0127  378 0.03173 TREC_short 
16429 0 AP891006-0197  379 0.03173 TREC_short 
16430 0 AP891007-0135  380 0.03173 TREC_short 
16431 0 AP890816-0096  381 0.03155 TREC_short 
16432 0 AP891220-0210  382 0.03143 TREC_short 
16433 0 AP890404-0016  383 0.03143 TREC_short 
16434 0 AP890524-0108  384 0.03109 TREC_short 
16435 0 AP891023-0113  385 0.03109 TREC_short 
16436 0 AP891102-0184  386 0.03109 TREC_short 
16437 0 AP890317-0125  387 0.03109 TREC_short 
16438 0 AP890212-0014  388 0.03109 TREC_short 
16439 0 AP891229-0135  389 0.03109 TREC_short 
16440 0 AP890713-0086  390 0.03109 TREC_short 
16441 0 AP890413-0296  391 0.03109 TREC_short 
16442 0 AP890221-0288  392 0.03109 TREC_short 
16443 0 AP890118-0155  393 0.03109 TREC_short 
16444 0 AP891013-0058  394 0.03066 TREC_short 
16445 0 AP890411-0031  395 0.03066 TREC_short 
16446 0 AP890823-0079  396 0.03066 TREC_short 
16447 0 AP890106-0124  397 0.03048 TREC_short 
16448 0 AP891223-0127  398 0.03048 TREC_short 
16449 0 AP890224-0007  399 0.03048 TREC_short 
16450 0 AP890928-0133  400 0.03048 TREC_short 
16451 0 AP890315-0014  401 0.03047 TREC_short 
16452 0 AP890605-0027  402 0.03047 TREC_short 
16453 0 AP890423-0008  403 0.03039 TREC_short 
16454 0 AP890814-0051  404 0.03039 TREC_short 
16455 0 AP890219-0025  405 0.03007 TREC_short 
16456 0 AP890227-0231  406 0.03007 TREC_short 
16457 0 AP890906-0095  407 0.03007 TREC_short 
16458 0 AP890523-0146  408 0.02975 TREC_short 
16459 0 AP890322-0138  409 0.02975 TREC_short 
16460 0 AP891129-0080  410 0.02975 TREC_short 
16461 0 AP890622-0061  411 0.02975 TREC_short 
16462 0 AP890622-0060  412 0.02975 TREC_short 
16463 0 AP890213-0090  413 0.02975 TREC_short 
16464 0 AP890801-0024  414 0.02975 TREC_short 
16465 0 AP890802-0017  415 0.02975 TREC_short 
16466 0 AP890109-0193  416 0.02975 TREC_short 
16467 0 AP890826-0098  417 0.02975 TREC_short 
16468 0 AP890228-0112  418 0.02975 TREC_short 
16469 0 AP890502-0177  419 0.02975 TREC_short 
16470 0 AP890503-0042  420 0.02975 TREC_short 
16471 0 AP890131-0035  421 0.02975 TREC_short 
16472 0 AP890929-0030  422 0.02975 TREC_short 
16473 0 AP890118-0183  423 0.02975 TREC_short 
16474 0 AP890117-0149  424 0.02959 TREC_short 
16475 0 AP890223-0174  425 0.02945 TREC_short 
16476 0 AP890914-0061  426 0.02945 TREC_short 
16477 0 AP890703-0030  427 0.02921 TREC_short 
16478 0 AP891222-0176  428 0.02904 TREC_short 
16479 0 AP891102-0004  429 0.02893 TREC_short 
16480 0 AP890617-0023  430 0.02893 TREC_short 
16481 0 AP890719-0111  431 0.02893 TREC_short 
16482 0 AP890719-0186  432 0.02893 TREC_short 
16483 0 AP890805-0082  433 0.02893 TREC_short 
16484 0 AP890510-0092  434 0.02893 TREC_short 
16485 0 AP890203-0147  435 0.02849 TREC_short 
16486 0 AP891013-0063  436 0.02849 TREC_short 
16487 0 AP891017-0074  437 0.02849 TREC_short 
16488 0 AP890530-0184  438 0.02849 TREC_short 
16489 0 AP891108-0199  439 0.02849 TREC_short 
16490 0 AP891109-0056  440 0.02849 TREC_short 
16491 0 AP891111-0116  441 0.02849 TREC_short 
16492 0 AP891117-0014  442 0.02849 TREC_short 
16493 0 AP890322-0030  443 0.02849 TREC_short 
16494 0 AP890102-0090  444 0.02849 TREC_short 
16495 0 AP891125-0008  445 0.02849 TREC_short 
16496 0 AP891129-0168  446 0.02849 TREC_short 
16497 0 AP890619-0116  447 0.02849 TREC_short 
16498 0 AP890401-0061  448 0.02849 TREC_short 
16499 0 AP890223-0154  449 0.02849 TREC_short 
16500 0 AP890814-0002  450 0.02849 TREC_short 
16501 0 AP890830-0149  451 0.02849 TREC_short 
16502 0 AP890906-0203  452 0.02849 TREC_short 
16503 0 AP890504-0186  453 0.02849 TREC_short 
16504 0 AP890117-0077  454 0.02849 TREC_short 
16505 0 AP890927-0077  455 0.02849 TREC_short 
16506 0 AP890515-0223  456 0.02849 TREC_short 
16507 0 AP890518-0058  457 0.02849 TREC_short 
16508 0 AP891220-0129  458 0.02794 TREC_short 
16509 0 AP890620-0054  459 0.02789 TREC_short 
16510 0 AP890515-0141  460 0.02789 TREC_short 
16511 0 AP891003-0027  461 0.02789 TREC_short 
16512 0 AP890406-0128  462 0.02759 TREC_short 
16513 0 AP891010-0019  463 0.02704 TREC_short 
16514 0 AP891120-0131  464 0.02704 TREC_short 
16515 0 AP891121-0153  465 0.02704 TREC_short 
16516 0 AP890111-0216  466 0.02704 TREC_short 
16517 0 AP890621-0049  467 0.02704 TREC_short 
16518 0 AP890627-0085  468 0.02704 TREC_short 
16519 0 AP890401-0011  469 0.02704 TREC_short 
16520 0 AP890701-0049  470 0.02704 TREC_short 
16521 0 AP890724-0158  471 0.02704 TREC_short 
16522 0 AP890725-0012  472 0.02704 TREC_short 
16523 0 AP890419-0156  473 0.02704 TREC_short 
16524 0 AP890130-0058  474 0.02704 TREC_short 
16525 0 AP890831-0086  475 0.02704 TREC_short 
16526 0 AP890503-0049  476 0.02704 TREC_short 
16527 0 AP891010-0040  477 0.02688 TREC_short 
16528 0 AP890622-0121  478 0.02688 TREC_short 
16529 0 AP890522-0164  479 0.02650 TREC_short 
16530 0 AP890831-0130  480 0.02650 TREC_short 
16531 0 AP891003-0143  481 0.02644 TREC_short 
16532 0 AP890601-0170  482 0.02543 TREC_short 
16533 0 AP890102-0094  483 0.02501 TREC_short 
16534 0 AP890620-0265  484 0.02479 TREC_short 
16535 0 AP890701-0155  485 0.02479 TREC_short 
16536 0 AP890725-0037  486 0.02479 TREC_short 
16537 0 AP890320-0056  487 0.02473 TREC_short 
16538 0 AP890809-0046  488 0.02473 TREC_short 
16539 0 AP890118-0091  489 0.02473 TREC_short 
16540 0 AP890524-0201  490 0.02444 TREC_short 
16541 0 AP890207-0061  491 0.02444 TREC_short 
16542 0 AP890215-0183  492 0.02444 TREC_short 
16543 0 AP891219-0167  493 0.02430 TREC_short 
16544 0 AP891223-0026  494 0.02430 TREC_short 
16545 0 AP890826-0041  495 0.02430 TREC_short 
16546 0 AP890520-0015  496 0.02430 TREC_short 
16547 0 AP890522-0064  497 0.02430 TREC_short 
16548 0 AP891012-0186  498 0.02430 TREC_short 
16549 0 AP891021-0128  499 0.02430 TREC_short 
16550 0 AP890529-0121  500 0.02430 TREC_short 
16551 0 AP891026-0153  501 0.02430 TREC_short 
16552 0 AP890111-0015  502 0.02430 TREC_short 
16553 0 AP890317-0089  503 0.02430 TREC_short 
16554 0 AP890605-0168  504 0.02430 TREC_short 
16555 0 AP891110-0014  505 0.02430 TREC_short 
16556 0 AP891113-0069  506 0.02430 TREC_short 
16557 0 AP890120-0203  507 0.02430 TREC_short 
16558 0 AP890609-0005  508 0.02430 TREC_short 
16559 0 AP891125-0134  509 0.02430 TREC_short 
16560 0 AP891128-0145  510 0.02430 TREC_short 
16561 0 AP891128-0157  511 0.02430 TREC_short 
16562 0 AP890615-0090  512 0.02430 TREC_short 
16563 0 AP890615-0197  513 0.02430 TREC_short 
16564 0 AP890616-0047  514 0.02430 TREC_short 
16565 0 AP890620-0030  515 0.02430 TREC_short 
16566 0 AP890620-0131  516 0.02430 TREC_short 
16567 0 AP891211-0152  517 0.02430 TREC_short 
16568 0 AP891212-0038  518 0.02430 TREC_short 
16569 0 AP890622-0238  519 0.02430 TREC_short 
16570 0 AP891215-0160  520 0.02430 TREC_short 
16571 0 AP890212-0033  521 0.02430 TREC_short 
16572 0 AP890328-0112  522 0.02430 TREC_short 
16573 0 AP890329-0042  523 0.02430 TREC_short 
16574 0 AP890626-0081  524 0.02430 TREC_short 
16575 0 AP891228-0021  525 0.02430 TREC_short 
16576 0 AP890629-0055  526 0.02430 TREC_short 
16577 0 AP890703-0196  527 0.02430 TREC_short 
16578 0 AP890705-0108  528 0.02430 TREC_short 
16579 0 AP890406-0183  529 0.02430 TREC_short 
16580 0 AP890407-0042  530 0.02430 TREC_short 
16581 0 AP890407-0059  531 0.02430 TREC_short 
16582 0 AP890219-0087  532 0.02430 TREC_short 
16583 0 AP890221-0067  533 0.02430 TREC_short 
16584 0 AP890221-0145  534 0.02430 TREC_short 
16585 0 AP890222-0120  535 0.02430 TREC_short 
16586 0 AP890222-0149  536 0.02430 TREC_short 
16587 0 AP890419-0058  537 0.02430 TREC_short 
16588 0 AP890807-0058  538 0.02430 TREC_short 
16589 0 AP890809-0066  539 0.02430 TREC_short 
16590 0 AP890810-0115  540 0.02430 TREC_short 
16591 0 AP890812-0015  541 0.02430 TREC_short 
16592 0 AP890427-0047  542 0.02430 TREC_short 
16593 0 AP890829-0084  543 0.02430 TREC_short 
16594 0 AP890501-0100  544 0.02430 TREC_short 
16595 0 AP890907-0028  545 0.02430 TREC_short 
16596 0 AP890910-0057  546 0.02430 TREC_short 
16597 0 AP890913-0127  547 0.02430 TREC_short 
16598 0 AP890917-0063  548 0.02430 TREC_short 
16599 0 AP890201-0158  549 0.02430 TREC_short 
16600 0 AP890514-0042  550 0.02430 TREC_short 
16601 0 AP890930-0038  551 0.02430 TREC_short 
16602 0 AP891002-0329  552 0.02430 TREC_short 
16603 0 AP891003-0175  553 0.02430 TREC_short 
16604 0 AP891004-0183  554 0.02430 TREC_short 
16605 0 AP890519-0171  555 0.02430 TREC_short 
16606 0 AP890601-0238  556 0.02389 TREC_short 
16607 0 AP891009-0135  557 0.02380 TREC_short 
16608 0 AP890203-0141  558 0.02380 TREC_short 
16609 0 AP890520-0017  559 0.02380 TREC_short 
16610 0 AP890521-0040  560 0.02380 TREC_short 
16611 0 AP890310-0298  561 0.02380 TREC_short 
16612 0 AP890311-0102  562 0.02380 TREC_short 
16613 0 AP891016-0070  563 0.02380 TREC_short 
16614 0 AP891020-0218  564 0.02380 TREC_short 
16615 0 AP891023-0170  565 0.02380 TREC_short 
16616 0 AP890527-0078  566 0.02380 TREC_short 
16617 0 AP891025-0054  567 0.02380 TREC_short 
16618 0 AP890530-0280  568 0.02380 TREC_short 
16619 0 AP890315-0092  569 0.02380 TREC_short 
16620 0 AP890119-0211  570 0.02380 TREC_short 
16621 0 AP890531-0098  571 0.02380 TREC_short 
16622 0 AP890531-0193  572 0.02380 TREC_short 
16623 0 AP890106-0090  573 0.02380 TREC_short 
16624 0 AP890602-0129  574 0.02380 TREC_short 
16625 0 AP890207-0081  575 0.02380 TREC_short 
16626 0 AP891106-0027  576 0.02380 TREC_short 
16627 0 AP891106-0028  577 0.02380 TREC_short 
16628 0 AP890207-0102  578 0.02380 TREC_short 
16629 0 AP890317-0049  579 0.02380 TREC_short 
16630 0 AP890605-0166  580 0.02380 TREC_short 
16631 0 AP891109-0137  581 0.02380 TREC_short 
16632 0 AP891111-0133  582 0.02380 TREC_short 
16633 0 AP891115-0290  583 0.02380 TREC_short 
16634 0 AP891117-0078  584 0.02380 TREC_short 
16635 0 AP891121-0103  585 0.02380 TREC_short 
16636 0 AP891122-0260  586 0.02380 TREC_short 
16637 0 AP890614-0068  587 0.02380 TREC_short 
16638 0 AP890111-0150  588 0.02380 TREC_short 
16639 0 AP890322-0228  589 0.02380 TREC_short 
16640 0 AP890617-0040  590 0.02380 TREC_short 
16641 0 AP891203-0063  591 0.02380 TREC_short 
16642 0 AP890617-0098  592 0.02380 TREC_short 
16643 0 AP890209-0217  593 0.02380 TREC_short 
16644 0 AP890618-0069  594 0.02380 TREC_short 
16645 0 AP890324-0052  595 0.02380 TREC_short 
16646 0 AP890210-0052  596 0.02380 TREC_short 
16647 0 AP890619-0270  597 0.02380 TREC_short 
16648 0 AP890325-0043  598 0.02380 TREC_short 
16649 0 AP890621-0189  599 0.02380 TREC_short 
16650 0 AP890622-0065  600 0.02380 TREC_short 
16651 0 AP891218-0094  601 0.02380 TREC_short 
16652 0 AP891219-0034  602 0.02380 TREC_short 
16653 0 AP890624-0049  603 0.02380 TREC_short 
16654 0 AP891220-0250  604 0.02380 TREC_short 
