51 0 AP890908-0222    1 42.33588 BM25_long 
53 0 AP890113-0261  360 10.01395 BM25_long 
53 0 AP890804-0095  361 10.01395 BM25_long 
53 0 AP890810-0125  362 10.00896 BM25_long 
53 0 AP890810-0157  363 10.00896 BM25_long 
53 0 AP890406-0226  364 10.00726 BM25_long 
53 0 AP891002-0339  365 10.00726 BM25_long 
53 0 AP891214-0027  366 10.00276 BM25_long 
53 0 AP890727-0265  367 9.99386 BM25_long 
53 0 AP890629-0271  368 9.96838 BM25_long 
53 0 AP890502-0258  369 9.95846 BM25_long 
53 0 AP890103-0109  370 9.94410 BM25_long 
53 0 AP890714-0236  371 9.92190 BM25_long 
53 0 AP891109-0257  372 9.92190 BM25_long 
53 0 AP891011-0163  373 9.91599 BM25_long 
53 0 AP890719-0292  374 9.91432 BM25_long 
53 0 AP890720-0014  375 9.91432 BM25_long 
53 0 AP890511-0246  376 9.91111 BM25_long 
53 0 AP890301-0279  377 9.89785 BM25_long 
53 0 AP890721-0262  378 9.89785 BM25_long 
53 0 AP890630-0242  379 9.89711 BM25_long 
53 0 AP890211-0101  380 9.88914 BM25_long 
53 0 AP890623-0268  381 9.87466 BM25_long 
53 0 AP890113-0241  382 9.85448 BM25_long 
53 0 AP890526-0251  383 9.83753 BM25_long 
53 0 AP890623-0278  384 9.83753 BM25_long 
53 0 AP890626-0250  385 9.83753 BM25_long 
53 0 AP890823-0014  386 9.83112 BM25_long 
53 0 AP890905-0213  387 9.82608 BM25_long 
53 0 AP890905-0216  388 9.82608 BM25_long 
53 0 AP890906-0036  389 9.82026 BM25_long 
53 0 AP891031-0236  390 9.81615 BM25_long 
53 0 AP890126-0260  391 9.80735 BM25_long 
53 0 AP890214-0204  392 9.80735 BM25_long 
53 0 AP890214-0217  393 9.80735 BM25_long 
53 0 AP890214-0223  394 9.80735 BM25_long 
53 0 AP890204-0013  395 9.78374 BM25_long 
53 0 AP890616-0018  396 9.78294 BM25_long 
53 0 AP890125-0265  397 9.77622 BM25_long 
53 0 AP891113-0260  398 9.76487 BM25_long 
53 0 AP891130-0260  399 9.74085 BM25_long 
53 0 AP890413-0244  400 9.72203 BM25_long 
53 0 AP890306-0310  401 9.71496 BM25_long 
53 0 AP890209-0258  402 9.70045 BM25_long 
53 0 AP890614-0223  403 9.70045 BM25_long 
53 0 AP890818-0194  404 9.70045 BM25_long 
53 0 AP890718-0257  405 9.69812 BM25_long 
53 0 AP890531-0299  406 9.69695 BM25_long 
53 0 AP890329-0235  407 9.68498 BM25_long 
53 0 AP891019-0278  408 9.67894 BM25_long 
53 0 AP890414-0294  409 9.66554 BM25_long 
53 0 AP890609-0280  410 9.66554 BM25_long 
53 0 AP890612-0250  411 9.66554 BM25_long 
53 0 AP890616-0221  412 9.66216 BM25_long 
53 0 AP891023-0262  413 9.65977 BM25_long 
53 0 AP890707-0106  414 9.65471 BM25_long 
53 0 AP890627-0227  415 9.65286 BM25_long 
53 0 AP891229-0232  416 9.64663 BM25_long 
53 0 AP891115-0031  417 9.64607 BM25_long 
53 0 AP891101-0247  418 9.64416 BM25_long 
53 0 AP890906-0304  419 9.64334 BM25_long 
53 0 AP890909-0043  420 9.62378 BM25_long 
53 0 AP890904-0161  421 9.62189 BM25_long 
53 0 AP890502-0269  422 9.61663 BM25_long 
53 0 AP890818-0022  423 9.59718 BM25_long 
53 0 AP890908-0260  424 9.59568 BM25_long 
53 0 AP890302-0322  425 9.59057 BM25_long 
53 0 AP891221-0255  426 9.58995 BM25_long 
53 0 AP890715-0149  427 9.58504 BM25_long 
53 0 AP890818-0120  428 9.56474 BM25_long 
53 0 AP890517-0232  429 9.56196 BM25_long 
53 0 AP891214-0220  430 9.55194 BM25_long 
53 0 AP890727-0237  431 9.54691 BM25_long 
53 0 AP890623-0255  432 9.54636 BM25_long 
53 0 AP891015-0068  433 9.54636 BM25_long 
53 0 AP890607-0258  434 9.53849 BM25_long 
53 0 AP891106-0079  435 9.53681 BM25_long 
53 0 AP890429-0137  436 9.53544 BM25_long 
53 0 AP890104-0225  437 9.49662 BM25_long 
53 0 AP890810-0202  438 9.49662 BM25_long 
53 0 AP890906-0249  439 9.49662 BM25_long 
53 0 AP890313-0194  440 9.49202 BM25_long 
53 0 AP890320-0152  441 9.48516 BM25_long 
53 0 AP890522-0321  442 9.46763 BM25_long 
53 0 AP890726-0171  443 9.46763 BM25_long 
53 0 AP890221-0265  444 9.46608 BM25_long 
53 0 AP890302-0072  445 9.46138 BM25_long 
53 0 AP890816-0027  446 9.46114 BM25_long 
53 0 AP890127-0242  447 9.44002 BM25_long 
53 0 AP891109-0313  448 9.43955 BM25_long 
53 0 AP890725-0257  449 9.41108 BM25_long 
53 0 AP890821-0237  450 9.40179 BM25_long 
53 0 AP890522-0159  451 9.39538 BM25_long 
53 0 AP891117-0178  452 9.39426 BM25_long 
53 0 AP890212-0094  453 9.38977 BM25_long 
53 0 AP890628-0265  454 9.38970 BM25_long 
53 0 AP891027-0254  455 9.38948 BM25_long 
53 0 AP890126-0253  456 9.38396 BM25_long 
53 0 AP890126-0270  457 9.38396 BM25_long 
53 0 AP890808-0212  458 9.38396 BM25_long 
53 0 AP890816-0015  459 9.37423 BM25_long 
53 0 AP891212-0206  460 9.35666 BM25_long 
53 0 AP890103-0251  461 9.35632 BM25_long 
53 0 AP890922-0298  462 9.35632 BM25_long 
53 0 AP890520-0100  463 9.33978 BM25_long 
53 0 AP890705-0087  464 9.33946 BM25_long 
53 0 AP890225-0157  465 9.33824 BM25_long 
53 0 AP891207-0227  466 9.33824 BM25_long 
53 0 AP890304-0143  467 9.33231 BM25_long 
53 0 AP890906-0250  468 9.33039 BM25_long 
53 0 AP890413-0250  469 9.32916 BM25_long 
53 0 AP890823-0210  470 9.32916 BM25_long 
53 0 AP890926-0296  471 9.32916 BM25_long 
53 0 AP891102-0022  472 9.32916 BM25_long 
53 0 AP891114-0238  473 9.32916 BM25_long 
53 0 AP891129-0189  474 9.32916 BM25_long 
53 0 AP891129-0205  475 9.32916 BM25_long 
53 0 AP890109-0297  476 9.32048 BM25_long 
53 0 AP891020-0261  477 9.30669 BM25_long 
53 0 AP890314-0043  478 9.30261 BM25_long 
53 0 AP890109-0301  479 9.29664 BM25_long 
53 0 AP891206-0181  480 9.27878 BM25_long 
53 0 AP890524-0305  481 9.27733 BM25_long 
53 0 AP891213-0245  482 9.25838 BM25_long 
53 0 AP890211-0129  483 9.25683 BM25_long 
53 0 AP891005-0286  484 9.25373 BM25_long 
53 0 AP890513-0160  485 9.24639 BM25_long 
53 0 AP891012-0322  486 9.23143 BM25_long 
53 0 AP890916-0173  487 9.22961 BM25_long 
53 0 AP890614-0231  488 9.22709 BM25_long 
53 0 AP890816-0270  489 9.21951 BM25_long 
53 0 AP890609-0229  490 9.20926 BM25_long 
53 0 AP890609-0242  491 9.20926 BM25_long 
53 0 AP890630-0232  492 9.20637 BM25_long 
53 0 AP891020-0324  493 9.20027 BM25_long 
53 0 AP890905-0233  494 9.19933 BM25_long 
53 0 AP890501-0072  495 9.17271 BM25_long 
53 0 AP890612-0289  496 9.16048 BM25_long 
53 0 AP890318-0157  497 9.14624 BM25_long 
53 0 AP890609-0279  498 9.14061 BM25_long 
53 0 AP890918-0061  499 9.14061 BM25_long 
53 0 AP890122-0023  500 9.13180 BM25_long 
53 0 AP890514-0039  501 9.13180 BM25_long 
53 0 AP890906-0248  502 9.12469 BM25_long 
53 0 AP891012-0083  503 9.12132 BM25_long 
53 0 AP890412-0217  504 9.11901 BM25_long 
53 0 AP890428-0226  505 9.10741 BM25_long 
53 0 AP890217-0195  506 9.09590 BM25_long 
53 0 AP890710-0242  507 9.08471 BM25_long 
53 0 AP890531-0038  508 9.08130 BM25_long 
53 0 AP890426-0087  509 9.07986 BM25_long 
53 0 AP890515-0061  510 9.07755 BM25_long 
53 0 AP890421-0257  511 9.06447 BM25_long 
53 0 AP890717-0016  512 9.06447 BM25_long 
53 0 AP891002-0104  513 9.06447 BM25_long 
53 0 AP891216-0039  514 9.04597 BM25_long 
53 0 AP890207-0216  515 9.01465 BM25_long 
53 0 AP891011-0276  516 9.01465 BM25_long 
53 0 AP890728-0029  517 9.01140 BM25_long 
53 0 AP890526-0210  518 9.01004 BM25_long 
53 0 AP890511-0249  519 9.00041 BM25_long 
53 0 AP891204-0280  520 8.99440 BM25_long 
53 0 AP890617-0089  521 8.98656 BM25_long 
53 0 AP890725-0124  522 8.98656 BM25_long 
53 0 AP891002-0297  523 8.98501 BM25_long 
53 0 AP890801-0230  524 8.97475 BM25_long 
53 0 AP891025-0235  525 8.97475 BM25_long 
53 0 AP891206-0014  526 8.97332 BM25_long 
53 0 AP891225-0110  527 8.96916 BM25_long 
53 0 AP890728-0198  528 8.96683 BM25_long 
53 0 AP890504-0036  529 8.95873 BM25_long 
53 0 AP891209-0082  530 8.95772 BM25_long 
53 0 AP890708-0082  531 8.95620 BM25_long 
53 0 AP890316-0220  532 8.95509 BM25_long 
53 0 AP890626-0208  533 8.94740 BM25_long 
53 0 AP890630-0004  534 8.94740 BM25_long 
53 0 AP890502-0034  535 8.93048 BM25_long 
53 0 AP890409-0018  536 8.92687 BM25_long 
53 0 AP890519-0135  537 8.92655 BM25_long 
53 0 AP890724-0242  538 8.92035 BM25_long 
53 0 AP890629-0122  539 8.91837 BM25_long 
53 0 AP890311-0089  540 8.91702 BM25_long 
53 0 AP890607-0216  541 8.91650 BM25_long 
53 0 AP890417-0138  542 8.90676 BM25_long 
53 0 AP890716-0042  543 8.90674 BM25_long 
53 0 AP890421-0017  544 8.90658 BM25_long 
53 0 AP890419-0129  545 8.90126 BM25_long 
53 0 AP891020-0208  546 8.89049 BM25_long 
53 0 AP890808-0207  547 8.88496 BM25_long 
53 0 AP890711-0069  548 8.87410 BM25_long 
53 0 AP890209-0023  549 8.87069 BM25_long 
53 0 AP890704-0048  550 8.87068 BM25_long 
53 0 AP890522-0324  551 8.86848 BM25_long 
53 0 AP890511-0268  552 8.85912 BM25_long 
53 0 AP890717-0108  553 8.84847 BM25_long 
53 0 AP890413-0253  554 8.83749 BM25_long 
53 0 AP890614-0289  555 8.83122 BM25_long 
53 0 AP890918-0238  556 8.83113 BM25_long 
53 0 AP890315-0075  557 8.82572 BM25_long 
53 0 AP890117-0270  558 8.81256 BM25_long 
53 0 AP891031-0266  559 8.81062 BM25_long 
53 0 AP891128-0179  560 8.80250 BM25_long 
53 0 AP891014-0032  561 8.79550 BM25_long 
53 0 AP890110-0263  562 8.78272 BM25_long 
53 0 AP891016-0252  563 8.75622 BM25_long 
53 0 AP890518-0113  564 8.74663 BM25_long 
53 0 AP890328-0220  565 8.74023 BM25_long 
53 0 AP890210-0167  566 8.73487 BM25_long 
53 0 AP890119-0297  567 8.71641 BM25_long 
53 0 AP891214-0216  568 8.71641 BM25_long 
53 0 AP890727-0244  569 8.71318 BM25_long 
53 0 AP890120-0307  570 8.70483 BM25_long 
53 0 AP890605-0170  571 8.70483 BM25_long 
53 0 AP890911-0088  572 8.70306 BM25_long 
53 0 AP890419-0186  573 8.69538 BM25_long 
53 0 AP890224-0268  574 8.68514 BM25_long 
53 0 AP891101-0020  575 8.68514 BM25_long 
53 0 AP890406-0194  576 8.68440 BM25_long 
53 0 AP891109-0307  577 8.68095 BM25_long 
53 0 AP890110-0259  578 8.67130 BM25_long 
53 0 AP890926-0096  579 8.66550 BM25_long 
53 0 AP890318-0062  580 8.65898 BM25_long 
53 0 AP891121-0218  581 8.65577 BM25_long 
53 0 AP890626-0065  582 8.65404 BM25_long 
53 0 AP890215-0199  583 8.65036 BM25_long 
53 0 AP891003-0221  584 8.65012 BM25_long 
53 0 AP890327-0194  585 8.64409 BM25_long 
53 0 AP891129-0283  586 8.64338 BM25_long 
53 0 AP891014-0106  587 8.64281 BM25_long 
53 0 AP890417-0249  588 8.63884 BM25_long 
53 0 AP890707-0167  589 8.63884 BM25_long 
53 0 AP890725-0023  590 8.63196 BM25_long 
53 0 AP890811-0171  591 8.63151 BM25_long 
53 0 AP890601-0391  592 8.62741 BM25_long 
53 0 AP890201-0251  593 8.62529 BM25_long 
53 0 AP890613-0219  594 8.62309 BM25_long 
53 0 AP890330-0210  595 8.62141 BM25_long 
53 0 AP891003-0208  596 8.61072 BM25_long 
53 0 AP890316-0076  597 8.59537 BM25_long 
53 0 AP890512-0134  598 8.59537 BM25_long 
53 0 AP890913-0261  599 8.56695 BM25_long 
53 0 AP890914-0226  600 8.56695 BM25_long 
53 0 AP890406-0186  601 8.56168 BM25_long 
53 0 AP890427-0289  602 8.55367 BM25_long 
53 0 AP890428-0210  603 8.55367 BM25_long 
53 0 AP890603-0034  604 8.55367 BM25_long 
53 0 AP890301-0259  605 8.55176 BM25_long 
53 0 AP891006-0235  606 8.54808 BM25_long 
53 0 AP890313-0167  607 8.54180 BM25_long 
53 0 AP891211-0262  608 8.54104 BM25_long 
53 0 AP890315-0167  609 8.53684 BM25_long 
53 0 AP891216-0032  610 8.53651 BM25_long 
53 0 AP890908-0275  611 8.53085 BM25_long 
53 0 AP890531-0255  612 8.52786 BM25_long 
53 0 AP891005-0203  613 8.52786 BM25_long 
53 0 AP891005-0263  614 8.52786 BM25_long 
53 0 AP890502-0170  615 8.52714 BM25_long 
53 0 AP890214-0061  616 8.52553 BM25_long 
53 0 AP891121-0034  617 8.52553 BM25_long 
53 0 AP890119-0316  618 8.52295 BM25_long 
53 0 AP890411-0202  619 8.52295 BM25_long 
53 0 AP890531-0302  620 8.52295 BM25_long 
53 0 AP890601-0342  621 8.51656 BM25_long 
53 0 AP890601-0132  622 8.50075 BM25_long 
53 0 AP890411-0136  623 8.49163 BM25_long 
53 0 AP890813-0021  624 8.48930 BM25_long 
53 0 AP891230-0013  625 8.48930 BM25_long 
53 0 AP890620-0227  626 8.47933 BM25_long 
53 0 AP891019-0148  627 8.47933 BM25_long 
53 0 AP890809-0281  628 8.47735 BM25_long 
53 0 AP890510-0177  629 8.47418 BM25_long 
53 0 AP890929-0266  630 8.46521 BM25_long 
53 0 AP891206-0058  631 8.46333 BM25_long 
53 0 AP890912-0104  632 8.45539 BM25_long 
53 0 AP890905-0242  633 8.45119 BM25_long 
53 0 AP891006-0153  634 8.44403 BM25_long 
53 0 AP890719-0178  635 8.44396 BM25_long 
53 0 AP891102-0100  636 8.44396 BM25_long 
53 0 AP890301-0292  637 8.44090 BM25_long 
53 0 AP890523-0231  638 8.43594 BM25_long 
53 0 AP890630-0286  639 8.43463 BM25_long 
53 0 AP890811-0199  640 8.41740 BM25_long 
53 0 AP890117-0257  641 8.41265 BM25_long 
53 0 AP890207-0241  642 8.41039 BM25_long 
53 0 AP890120-0187  643 8.40977 BM25_long 
53 0 AP890217-0111  644 8.40977 BM25_long 
53 0 AP890630-0177  645 8.40977 BM25_long 
53 0 AP890920-0275  646 8.40236 BM25_long 
53 0 AP890104-0261  647 8.39966 BM25_long 
53 0 AP890425-0300  648 8.39581 BM25_long 
53 0 AP890923-0049  649 8.39567 BM25_long 
53 0 AP891117-0229  650 8.39566 BM25_long 
53 0 AP890718-0019  651 8.38485 BM25_long 
53 0 AP891110-0255  652 8.37996 BM25_long 
53 0 AP890725-0258  653 8.37821 BM25_long 
53 0 AP891026-0235  654 8.37810 BM25_long 
53 0 AP890704-0009  655 8.37517 BM25_long 
53 0 AP890516-0085  656 8.37086 BM25_long 
53 0 AP891018-0254  657 8.37086 BM25_long 
53 0 AP890802-0294  658 8.36650 BM25_long 
53 0 AP891215-0298  659 8.35625 BM25_long 
53 0 AP890907-0288  660 8.34793 BM25_long 
53 0 AP891006-0259  661 8.34579 BM25_long 
53 0 AP890330-0147  662 8.32403 BM25_long 
53 0 AP891011-0215  663 8.32200 BM25_long 
53 0 AP890712-0028  664 8.31370 BM25_long 
53 0 AP891006-0273  665 8.31233 BM25_long 
53 0 AP890616-0180  666 8.29759 BM25_long 
53 0 AP890622-0016  667 8.29759 BM25_long 
53 0 AP890109-0302  668 8.29178 BM25_long 
53 0 AP890919-0253  669 8.28290 BM25_long 
53 0 AP890207-0122  670 8.27949 BM25_long 
53 0 AP890126-0282  671 8.27452 BM25_long 
53 0 AP890302-0312  672 8.27452 BM25_long 
53 0 AP890509-0234  673 8.27452 BM25_long 
53 0 AP891023-0178  674 8.27413 BM25_long 
53 0 AP890608-0266  675 8.27164 BM25_long 
53 0 AP891019-0285  676 8.27164 BM25_long 
53 0 AP891128-0193  677 8.26494 BM25_long 
53 0 AP891024-0117  678 8.24792 BM25_long 
53 0 AP890924-0082  679 8.23860 BM25_long 
53 0 AP891107-0081  680 8.23830 BM25_long 
53 0 AP890105-0274  681 8.22949 BM25_long 
53 0 AP891031-0283  682 8.22949 BM25_long 
53 0 AP890504-0263  683 8.21914 BM25_long 
53 0 AP890210-0130  684 8.21877 BM25_long 
53 0 AP890210-0149  685 8.21877 BM25_long 
53 0 AP890616-0190  686 8.21394 BM25_long 
53 0 AP890802-0286  687 8.21394 BM25_long 
53 0 AP890807-0176  688 8.21394 BM25_long 
53 0 AP891110-0050  689 8.21394 BM25_long 
53 0 AP890906-0170  690 8.21307 BM25_long 
53 0 AP890513-0112  691 8.21150 BM25_long 
53 0 AP890105-0005  692 8.21061 BM25_long 
53 0 AP891206-0219  693 8.20176 BM25_long 
53 0 AP890208-0023  694 8.19583 BM25_long 
53 0 AP891211-0307  695 8.19540 BM25_long 
53 0 AP890802-0246  696 8.18835 BM25_long 
53 0 AP890322-0294  697 8.18817 BM25_long 
53 0 AP890503-0269  698 8.17754 BM25_long 
53 0 AP891121-0224  699 8.17751 BM25_long 
53 0 AP890413-0186  700 8.17687 BM25_long 
53 0 AP890210-0090  701 8.17460 BM25_long 
53 0 AP890623-0139  702 8.16871 BM25_long 
53 0 AP890810-0215  703 8.16871 BM25_long 
53 0 AP890913-0239  704 8.16871 BM25_long 
53 0 AP890214-0232  705 8.16510 BM25_long 
53 0 AP890505-0289  706 8.16050 BM25_long 
53 0 AP890414-0236  707 8.16026 BM25_long 
53 0 AP890807-0144  708 8.16026 BM25_long 
53 0 AP891207-0046  709 8.15750 BM25_long 
53 0 AP890919-0228  710 8.15708 BM25_long 
53 0 AP891208-0247  711 8.13399 BM25_long 
53 0 AP890715-0024  712 8.13383 BM25_long 
53 0 AP890909-0157  713 8.13309 BM25_long 
53 0 AP890502-0046  714 8.12945 BM25_long 
53 0 AP890523-0134  715 8.12945 BM25_long 
53 0 AP890624-0004  716 8.12945 BM25_long 
53 0 AP890826-0122  717 8.12945 BM25_long 
53 0 AP890522-0167  718 8.12711 BM25_long 
53 0 AP890124-0034  719 8.12321 BM25_long 
53 0 AP890407-0012  720 8.12321 BM25_long 
53 0 AP890227-0331  721 8.12151 BM25_long 
53 0 AP890809-0094  722 8.12151 BM25_long 
53 0 AP890223-0073  723 8.12103 BM25_long 
53 0 AP890817-0220  724 8.12103 BM25_long 
53 0 AP890407-0056  725 8.11867 BM25_long 
53 0 AP890721-0122  726 8.11844 BM25_long 
53 0 AP891122-0119  727 8.11555 BM25_long 
53 0 AP890613-0176  728 8.11335 BM25_long 
53 0 AP890522-0288  729 8.10247 BM25_long 
53 0 AP890531-0237  730 8.10247 BM25_long 
53 0 AP891020-0296  731 8.10175 BM25_long 
53 0 AP891025-0243  732 8.10175 BM25_long 
53 0 AP891115-0292  733 8.10175 BM25_long 
53 0 AP890517-0227  734 8.10168 BM25_long 
53 0 AP890905-0231  735 8.09964 BM25_long 
53 0 AP890719-0004  736 8.09218 BM25_long 
53 0 AP890826-0139  737 8.09218 BM25_long 
53 0 AP890308-0231  738 8.09192 BM25_long 
53 0 AP890601-0382  739 8.09192 BM25_long 
53 0 AP890905-0202  740 8.09192 BM25_long 
53 0 AP890115-0002  741 8.09063 BM25_long 
53 0 AP891024-0239  742 8.09063 BM25_long 
53 0 AP891031-0051  743 8.08879 BM25_long 
53 0 AP891128-0218  744 8.08757 BM25_long 
53 0 AP891129-0025  745 8.08757 BM25_long 
53 0 AP890302-0273  746 8.07909 BM25_long 
53 0 AP890511-0087  747 8.07909 BM25_long 
53 0 AP890816-0024  748 8.07432 BM25_long 
53 0 AP891003-0216  749 8.06778 BM25_long 
53 0 AP890413-0058  750 8.06592 BM25_long 
53 0 AP890306-0295  751 8.05844 BM25_long 
53 0 AP891121-0226  752 8.05519 BM25_long 
53 0 AP890923-0118  753 8.04877 BM25_long 
53 0 AP890724-0187  754 8.04033 BM25_long 
53 0 AP890727-0292  755 8.03117 BM25_long 
53 0 AP890926-0295  756 8.02849 BM25_long 
53 0 AP890216-0274  757 8.02056 BM25_long 
53 0 AP891016-0277  758 8.01967 BM25_long 
53 0 AP890915-0196  759 8.01610 BM25_long 
53 0 AP890110-0281  760 8.01360 BM25_long 
53 0 AP890124-0281  761 8.00811 BM25_long 
53 0 AP890808-0223  762 8.00811 BM25_long 
53 0 AP890502-0297  763 8.00566 BM25_long 
53 0 AP891027-0278  764 7.99948 BM25_long 
53 0 AP890606-0044  765 7.99889 BM25_long 
53 0 AP890607-0014  766 7.99889 BM25_long 
53 0 AP891113-0027  767 7.99889 BM25_long 
53 0 AP890317-0248  768 7.98826 BM25_long 
53 0 AP890804-0190  769 7.98826 BM25_long 
53 0 AP891221-0266  770 7.97084 BM25_long 
53 0 AP891222-0283  771 7.96759 BM25_long 
53 0 AP891211-0266  772 7.95549 BM25_long 
53 0 AP890131-0287  773 7.95177 BM25_long 
53 0 AP890201-0268  774 7.95177 BM25_long 
53 0 AP890501-0221  775 7.95177 BM25_long 
53 0 AP890628-0258  776 7.95043 BM25_long 
53 0 AP891227-0129  777 7.95043 BM25_long 
53 0 AP890524-0069  778 7.94874 BM25_long 
53 0 AP890912-0056  779 7.94874 BM25_long 
53 0 AP890926-0299  780 7.94350 BM25_long 
53 0 AP891013-0190  781 7.94350 BM25_long 
53 0 AP890811-0029  782 7.92942 BM25_long 
53 0 AP890207-0182  783 7.92677 BM25_long 
53 0 AP890921-0151  784 7.92530 BM25_long 
53 0 AP890126-0082  785 7.91466 BM25_long 
53 0 AP890429-0088  786 7.91466 BM25_long 
53 0 AP890215-0066  787 7.90374 BM25_long 
53 0 AP890223-0262  788 7.90147 BM25_long 
53 0 AP890320-0149  789 7.90147 BM25_long 
53 0 AP890425-0156  790 7.89849 BM25_long 
53 0 AP890704-0169  791 7.89717 BM25_long 
53 0 AP890105-0210  792 7.88883 BM25_long 
53 0 AP890823-0224  793 7.88659 BM25_long 
53 0 AP891121-0268  794 7.88397 BM25_long 
53 0 AP890220-0170  795 7.88335 BM25_long 
53 0 AP890928-0248  796 7.87774 BM25_long 
53 0 AP890425-0266  797 7.87732 BM25_long 
53 0 AP890425-0274  798 7.87732 BM25_long 
53 0 AP890425-0280  799 7.87732 BM25_long 
53 0 AP890809-0241  800 7.87732 BM25_long 
53 0 AP891020-0284  801 7.87732 BM25_long 
53 0 AP891024-0266  802 7.87732 BM25_long 
53 0 AP891026-0103  803 7.87732 BM25_long 
53 0 AP891026-0237  804 7.87732 BM25_long 
53 0 AP890907-0304  805 7.87311 BM25_long 
53 0 AP890926-0289  806 7.87311 BM25_long 
53 0 AP890420-0229  807 7.84518 BM25_long 
53 0 AP890723-0102  808 7.84518 BM25_long 
53 0 AP890223-0245  809 7.84357 BM25_long 
53 0 AP890307-0146  810 7.84357 BM25_long 
53 0 AP890320-0130  811 7.84357 BM25_long 
53 0 AP890502-0272  812 7.84357 BM25_long 
53 0 AP890530-0283  813 7.84357 BM25_long 
53 0 AP890630-0099  814 7.84357 BM25_long 
53 0 AP890914-0086  815 7.84357 BM25_long 
53 0 AP890926-0150  816 7.84357 BM25_long 
53 0 AP891218-0248  817 7.84357 BM25_long 
53 0 AP890619-0201  818 7.84054 BM25_long 
53 0 AP890926-0273  819 7.84032 BM25_long 
53 0 AP890922-0050  820 7.83642 BM25_long 
53 0 AP890926-0028  821 7.83385 BM25_long 
53 0 AP891011-0155  822 7.83385 BM25_long 
53 0 AP890604-0029  823 7.83164 BM25_long 
53 0 AP890707-0178  824 7.83164 BM25_long 
53 0 AP890713-0066  825 7.83164 BM25_long 
53 0 AP890208-0043  826 7.82238 BM25_long 
53 0 AP891011-0256  827 7.80321 BM25_long 
53 0 AP890408-0099  828 7.80180 BM25_long 
53 0 AP890209-0234  829 7.79221 BM25_long 
53 0 AP890307-0191  830 7.79221 BM25_long 
53 0 AP890317-0273  831 7.79221 BM25_long 
53 0 AP890508-0289  832 7.79221 BM25_long 
53 0 AP891002-0312  833 7.79221 BM25_long 
53 0 AP891004-0276  834 7.79221 BM25_long 
53 0 AP891121-0241  835 7.79221 BM25_long 
53 0 AP891221-0068  836 7.79221 BM25_long 
53 0 AP890702-0054  837 7.78694 BM25_long 
53 0 AP890816-0232  838 7.78694 BM25_long 
53 0 AP890228-0200  839 7.78650 BM25_long 
53 0 AP891225-0083  840 7.78451 BM25_long 
53 0 AP891201-0067  841 7.78122 BM25_long 
53 0 AP891214-0098  842 7.77885 BM25_long 
53 0 AP890711-0213  843 7.77139 BM25_long 
53 0 AP891207-0245  844 7.77139 BM25_long 
53 0 AP890130-0076  845 7.76232 BM25_long 
53 0 AP890515-0185  846 7.76150 BM25_long 
53 0 AP890309-0065  847 7.75847 BM25_long 
53 0 AP890712-0251  848 7.75627 BM25_long 
53 0 AP890517-0046  849 7.73734 BM25_long 
53 0 AP890703-0050  850 7.73734 BM25_long 
53 0 AP890924-0024  851 7.73734 BM25_long 
53 0 AP891103-0068  852 7.73734 BM25_long 
53 0 AP890428-0204  853 7.73380 BM25_long 
53 0 AP890928-0258  854 7.73380 BM25_long 
53 0 AP890822-0221  855 7.73367 BM25_long 
53 0 AP890323-0265  856 7.73365 BM25_long 
53 0 AP891204-0017  857 7.72715 BM25_long 
53 0 AP890713-0129  858 7.72438 BM25_long 
53 0 AP890422-0133  859 7.72205 BM25_long 
53 0 AP890602-0203  860 7.72075 BM25_long 
