51 0 AP890518-0275    1 20.99845 LMwDS_long 
58 0 AP890813-0066  505 4.89989 LMwDS_long 
58 0 AP891102-0103  506 4.89989 LMwDS_long 
58 0 AP890202-0142  507 4.89649 LMwDS_long 
58 0 AP890515-0192  508 4.89163 LMwDS_long 
58 0 AP890210-0080  509 4.88548 LMwDS_long 
58 0 AP890818-0047  510 4.88548 LMwDS_long 
58 0 AP890905-0002  511 4.88548 LMwDS_long 
58 0 AP891105-0020  512 4.88548 LMwDS_long 
58 0 AP890518-0060  513 4.88412 LMwDS_long 
58 0 AP890520-0058  514 4.87404 LMwDS_long 
58 0 AP890822-0118  515 4.87404 LMwDS_long 
58 0 AP890728-0220  516 4.86587 LMwDS_long 
58 0 AP890125-0218  517 4.85929 LMwDS_long 
58 0 AP890301-0249  518 4.85929 LMwDS_long 
58 0 AP890810-0003  519 4.85929 LMwDS_long 
58 0 AP891012-0007  520 4.85929 LMwDS_long 
58 0 AP890319-0019  521 4.85514 LMwDS_long 
58 0 AP890403-0126  522 4.85514 LMwDS_long 
58 0 AP890512-0089  523 4.85514 LMwDS_long 
58 0 AP890517-0101  524 4.85514 LMwDS_long 
58 0 AP890907-0088  525 4.85514 LMwDS_long 
58 0 AP890921-0113  526 4.85514 LMwDS_long 
58 0 AP891002-0301  527 4.85514 LMwDS_long 
58 0 AP890502-0136  528 4.85057 LMwDS_long 
58 0 AP890827-0011  529 4.85057 LMwDS_long 
58 0 AP890504-0216  530 4.83622 LMwDS_long 
58 0 AP890624-0078  531 4.83622 LMwDS_long 
58 0 AP890125-0009  532 4.82637 LMwDS_long 
58 0 AP890125-0018  533 4.82637 LMwDS_long 
58 0 AP890130-0130  534 4.82637 LMwDS_long 
58 0 AP890206-0079  535 4.82637 LMwDS_long 
58 0 AP890319-0032  536 4.82637 LMwDS_long 
58 0 AP890406-0108  537 4.82637 LMwDS_long 
58 0 AP890413-0208  538 4.82637 LMwDS_long 
58 0 AP890418-0227  539 4.82637 LMwDS_long 
58 0 AP890424-0103  540 4.82637 LMwDS_long 
58 0 AP890519-0053  541 4.82637 LMwDS_long 
58 0 AP890602-0165  542 4.82637 LMwDS_long 
58 0 AP890613-0254  543 4.82637 LMwDS_long 
58 0 AP890811-0102  544 4.82637 LMwDS_long 
58 0 AP890913-0134  545 4.82637 LMwDS_long 
58 0 AP890916-0161  546 4.82637 LMwDS_long 
58 0 AP891021-0074  547 4.82637 LMwDS_long 
58 0 AP891104-0010  548 4.82637 LMwDS_long 
58 0 AP891108-0109  549 4.82637 LMwDS_long 
58 0 AP891109-0107  550 4.82637 LMwDS_long 
58 0 AP891110-0169  551 4.82637 LMwDS_long 
58 0 AP890907-0239  552 4.82381 LMwDS_long 
58 0 AP890126-0022  553 4.82358 LMwDS_long 
58 0 AP890307-0253  554 4.82358 LMwDS_long 
58 0 AP890720-0153  555 4.82358 LMwDS_long 
58 0 AP890724-0176  556 4.82358 LMwDS_long 
58 0 AP890810-0223  557 4.82358 LMwDS_long 
58 0 AP890814-0243  558 4.82358 LMwDS_long 
58 0 AP891103-0206  559 4.82358 LMwDS_long 
58 0 AP891207-0097  560 4.82358 LMwDS_long 
58 0 AP891208-0278  561 4.82358 LMwDS_long 
58 0 AP890325-0132  562 4.82166 LMwDS_long 
58 0 AP891025-0296  563 4.82166 LMwDS_long 
58 0 AP890322-0193  564 4.81737 LMwDS_long 
58 0 AP891204-0017  565 4.81737 LMwDS_long 
58 0 AP890221-0277  566 4.80347 LMwDS_long 
58 0 AP890517-0087  567 4.80347 LMwDS_long 
58 0 AP890616-0023  568 4.80347 LMwDS_long 
58 0 AP891005-0098  569 4.80347 LMwDS_long 
58 0 AP890219-0110  570 4.78462 LMwDS_long 
58 0 AP890306-0129  571 4.78462 LMwDS_long 
58 0 AP890707-0259  572 4.78462 LMwDS_long 
58 0 AP890814-0059  573 4.78462 LMwDS_long 
58 0 AP890828-0201  574 4.78462 LMwDS_long 
58 0 AP890907-0009  575 4.78462 LMwDS_long 
58 0 AP891004-0047  576 4.78462 LMwDS_long 
58 0 AP891006-0246  577 4.78462 LMwDS_long 
58 0 AP891011-0024  578 4.78435 LMwDS_long 
58 0 AP890125-0155  579 4.78106 LMwDS_long 
58 0 AP890517-0040  580 4.78106 LMwDS_long 
58 0 AP890918-0067  581 4.78106 LMwDS_long 
58 0 AP891124-0093  582 4.78106 LMwDS_long 
58 0 AP891125-0047  583 4.78106 LMwDS_long 
58 0 AP891204-0048  584 4.78106 LMwDS_long 
58 0 AP891210-0058  585 4.78106 LMwDS_long 
58 0 AP890105-0103  586 4.77956 LMwDS_long 
58 0 AP890404-0153  587 4.77956 LMwDS_long 
58 0 AP890407-0318  588 4.77956 LMwDS_long 
58 0 AP890409-0011  589 4.77956 LMwDS_long 
58 0 AP890416-0008  590 4.77956 LMwDS_long 
58 0 AP890416-0038  591 4.77956 LMwDS_long 
58 0 AP890418-0148  592 4.77956 LMwDS_long 
58 0 AP890518-0244  593 4.77956 LMwDS_long 
58 0 AP890602-0103  594 4.77956 LMwDS_long 
58 0 AP890818-0218  595 4.77956 LMwDS_long 
58 0 AP890830-0122  596 4.77956 LMwDS_long 
58 0 AP890912-0027  597 4.77956 LMwDS_long 
58 0 AP891018-0115  598 4.77956 LMwDS_long 
58 0 AP891029-0071  599 4.77956 LMwDS_long 
58 0 AP891110-0171  600 4.77956 LMwDS_long 
58 0 AP891117-0193  601 4.77956 LMwDS_long 
58 0 AP891129-0147  602 4.77956 LMwDS_long 
58 0 AP891202-0026  603 4.77956 LMwDS_long 
58 0 AP891212-0051  604 4.77956 LMwDS_long 
58 0 AP890809-0246  605 4.74406 LMwDS_long 
58 0 AP890303-0175  606 4.74188 LMwDS_long 
58 0 AP891023-0134  607 4.73674 LMwDS_long 
58 0 AP890303-0009  608 4.73440 LMwDS_long 
58 0 AP890905-0103  609 4.73440 LMwDS_long 
58 0 AP891005-0220  610 4.73440 LMwDS_long 
58 0 AP891028-0103  611 4.73440 LMwDS_long 
58 0 AP890915-0086  612 4.73212 LMwDS_long 
58 0 AP890310-0214  613 4.72947 LMwDS_long 
58 0 AP891026-0184  614 4.72947 LMwDS_long 
58 0 AP891106-0157  615 4.72947 LMwDS_long 
58 0 AP890707-0115  616 4.72241 LMwDS_long 
58 0 AP890111-0159  617 4.69614 LMwDS_long 
58 0 AP890117-0045  618 4.69614 LMwDS_long 
58 0 AP890125-0322  619 4.69614 LMwDS_long 
58 0 AP890126-0122  620 4.69614 LMwDS_long 
58 0 AP890202-0238  621 4.69614 LMwDS_long 
58 0 AP890203-0057  622 4.69614 LMwDS_long 
58 0 AP890208-0129  623 4.69614 LMwDS_long 
58 0 AP890212-0098  624 4.69614 LMwDS_long 
58 0 AP890220-0132  625 4.69614 LMwDS_long 
58 0 AP890316-0142  626 4.69614 LMwDS_long 
58 0 AP890406-0067  627 4.69614 LMwDS_long 
58 0 AP890408-0049  628 4.69614 LMwDS_long 
58 0 AP890415-0075  629 4.69614 LMwDS_long 
58 0 AP890418-0098  630 4.69614 LMwDS_long 
58 0 AP890516-0193  631 4.69614 LMwDS_long 
58 0 AP890529-0024  632 4.69614 LMwDS_long 
58 0 AP890530-0144  633 4.69614 LMwDS_long 
58 0 AP890602-0274  634 4.69614 LMwDS_long 
58 0 AP890605-0079  635 4.69614 LMwDS_long 
58 0 AP890614-0264  636 4.69614 LMwDS_long 
58 0 AP890617-0051  637 4.69614 LMwDS_long 
58 0 AP890621-0239  638 4.69614 LMwDS_long 
58 0 AP890705-0029  639 4.69614 LMwDS_long 
58 0 AP890705-0122  640 4.69614 LMwDS_long 
58 0 AP890710-0003  641 4.69614 LMwDS_long 
58 0 AP890718-0285  642 4.69614 LMwDS_long 
58 0 AP890721-0050  643 4.69614 LMwDS_long 
58 0 AP890723-0044  644 4.69614 LMwDS_long 
58 0 AP890802-0106  645 4.69614 LMwDS_long 
58 0 AP890803-0329  646 4.69614 LMwDS_long 
58 0 AP890806-0044  647 4.69614 LMwDS_long 
58 0 AP890809-0167  648 4.69614 LMwDS_long 
58 0 AP890823-0122  649 4.69614 LMwDS_long 
58 0 AP890823-0176  650 4.69614 LMwDS_long 
58 0 AP890906-0137  651 4.69614 LMwDS_long 
58 0 AP890914-0115  652 4.69614 LMwDS_long 
58 0 AP890922-0076  653 4.69614 LMwDS_long 
58 0 AP890926-0178  654 4.69614 LMwDS_long 
58 0 AP890929-0032  655 4.69614 LMwDS_long 
58 0 AP891026-0277  656 4.69614 LMwDS_long 
58 0 AP891103-0161  657 4.69614 LMwDS_long 
58 0 AP891108-0206  658 4.69614 LMwDS_long 
58 0 AP891108-0300  659 4.69614 LMwDS_long 
58 0 AP891109-0272  660 4.69614 LMwDS_long 
58 0 AP891113-0200  661 4.69614 LMwDS_long 
58 0 AP891117-0113  662 4.69614 LMwDS_long 
58 0 AP891119-0042  663 4.69614 LMwDS_long 
58 0 AP891120-0025  664 4.69614 LMwDS_long 
58 0 AP891126-0067  665 4.69614 LMwDS_long 
58 0 AP891206-0104  666 4.69614 LMwDS_long 
58 0 AP891011-0039  667 4.69296 LMwDS_long 
58 0 AP891124-0108  668 4.69296 LMwDS_long 
58 0 AP890313-0091  669 4.68502 LMwDS_long 
58 0 AP890215-0065  670 4.68117 LMwDS_long 
58 0 AP890210-0117  671 4.66845 LMwDS_long 
58 0 AP890221-0311  672 4.66845 LMwDS_long 
58 0 AP890313-0155  673 4.66845 LMwDS_long 
58 0 AP890509-0114  674 4.66845 LMwDS_long 
58 0 AP891115-0095  675 4.66845 LMwDS_long 
58 0 AP890210-0190  676 4.66055 LMwDS_long 
58 0 AP890228-0083  677 4.66055 LMwDS_long 
58 0 AP890103-0126  678 4.62785 LMwDS_long 
58 0 AP890126-0034  679 4.62785 LMwDS_long 
58 0 AP890126-0057  680 4.62785 LMwDS_long 
58 0 AP890213-0246  681 4.62785 LMwDS_long 
58 0 AP890215-0255  682 4.62785 LMwDS_long 
58 0 AP890220-0078  683 4.62785 LMwDS_long 
58 0 AP890301-0085  684 4.62785 LMwDS_long 
58 0 AP890301-0180  685 4.62785 LMwDS_long 
58 0 AP890305-0015  686 4.62785 LMwDS_long 
58 0 AP890316-0039  687 4.62785 LMwDS_long 
58 0 AP890326-0085  688 4.62785 LMwDS_long 
58 0 AP890329-0014  689 4.62785 LMwDS_long 
58 0 AP890404-0235  690 4.62785 LMwDS_long 
58 0 AP890407-0074  691 4.62785 LMwDS_long 
58 0 AP890410-0097  692 4.62785 LMwDS_long 
58 0 AP890421-0038  693 4.62785 LMwDS_long 
58 0 AP890505-0143  694 4.62785 LMwDS_long 
58 0 AP890509-0068  695 4.62785 LMwDS_long 
58 0 AP890511-0233  696 4.62785 LMwDS_long 
58 0 AP890512-0018  697 4.62785 LMwDS_long 
58 0 AP890525-0101  698 4.62785 LMwDS_long 
58 0 AP890528-0060  699 4.62785 LMwDS_long 
58 0 AP890601-0185  700 4.62785 LMwDS_long 
58 0 AP890606-0010  701 4.62785 LMwDS_long 
58 0 AP890606-0189  702 4.62785 LMwDS_long 
58 0 AP890608-0150  703 4.62785 LMwDS_long 
58 0 AP890614-0024  704 4.62785 LMwDS_long 
58 0 AP890711-0080  705 4.62785 LMwDS_long 
58 0 AP890724-0115  706 4.62785 LMwDS_long 
58 0 AP890727-0202  707 4.62785 LMwDS_long 
58 0 AP890807-0138  708 4.62785 LMwDS_long 
58 0 AP890830-0171  709 4.62785 LMwDS_long 
58 0 AP890905-0061  710 4.62785 LMwDS_long 
58 0 AP890908-0133  711 4.62785 LMwDS_long 
58 0 AP890914-0088  712 4.62785 LMwDS_long 
58 0 AP890916-0104  713 4.62785 LMwDS_long 
58 0 AP890922-0010  714 4.62785 LMwDS_long 
58 0 AP891010-0110  715 4.62785 LMwDS_long 
58 0 AP891019-0116  716 4.62785 LMwDS_long 
58 0 AP891020-0261  717 4.62785 LMwDS_long 
58 0 AP891023-0084  718 4.62785 LMwDS_long 
58 0 AP891102-0177  719 4.62785 LMwDS_long 
58 0 AP891109-0129  720 4.62785 LMwDS_long 
58 0 AP891115-0062  721 4.62785 LMwDS_long 
58 0 AP891122-0024  722 4.62785 LMwDS_long 
58 0 AP891126-0048  723 4.62785 LMwDS_long 
58 0 AP891128-0095  724 4.62785 LMwDS_long 
58 0 AP891129-0031  725 4.62785 LMwDS_long 
58 0 AP891202-0049  726 4.62785 LMwDS_long 
58 0 AP891203-0077  727 4.62785 LMwDS_long 
58 0 AP891215-0114  728 4.62785 LMwDS_long 
58 0 AP891218-0153  729 4.62785 LMwDS_long 
58 0 AP890224-0250  730 4.62780 LMwDS_long 
58 0 AP890302-0089  731 4.62780 LMwDS_long 
58 0 AP890302-0279  732 4.62780 LMwDS_long 
58 0 AP890314-0212  733 4.62780 LMwDS_long 
58 0 AP890318-0114  734 4.62780 LMwDS_long 
58 0 AP890324-0173  735 4.62780 LMwDS_long 
58 0 AP890413-0287  736 4.62780 LMwDS_long 
58 0 AP890615-0239  737 4.62780 LMwDS_long 
58 0 AP890621-0256  738 4.62780 LMwDS_long 
58 0 AP890726-0074  739 4.62780 LMwDS_long 
58 0 AP890813-0007  740 4.62780 LMwDS_long 
58 0 AP890814-0109  741 4.62780 LMwDS_long 
58 0 AP890816-0132  742 4.62780 LMwDS_long 
58 0 AP890830-0062  743 4.62780 LMwDS_long 
58 0 AP890908-0123  744 4.62780 LMwDS_long 
58 0 AP890908-0257  745 4.62780 LMwDS_long 
58 0 AP891012-0288  746 4.62780 LMwDS_long 
58 0 AP891127-0246  747 4.62780 LMwDS_long 
58 0 AP890613-0262  748 4.62466 LMwDS_long 
58 0 AP890719-0248  749 4.61741 LMwDS_long 
58 0 AP890103-0233  750 4.61534 LMwDS_long 
58 0 AP890428-0021  751 4.60555 LMwDS_long 
58 0 AP891115-0252  752 4.60555 LMwDS_long 
58 0 AP890624-0091  753 4.58259 LMwDS_long 
58 0 AP890612-0256  754 4.57817 LMwDS_long 
58 0 AP890719-0132  755 4.57817 LMwDS_long 
58 0 AP890812-0019  756 4.57817 LMwDS_long 
58 0 AP890425-0246  757 4.57668 LMwDS_long 
58 0 AP890223-0294  758 4.56759 LMwDS_long 
58 0 AP890522-0101  759 4.56759 LMwDS_long 
58 0 AP890620-0175  760 4.56759 LMwDS_long 
58 0 AP890809-0101  761 4.56759 LMwDS_long 
58 0 AP890810-0118  762 4.56759 LMwDS_long 
58 0 AP891023-0271  763 4.56759 LMwDS_long 
58 0 AP891127-0267  764 4.56759 LMwDS_long 
58 0 AP891209-0011  765 4.56759 LMwDS_long 
58 0 AP890302-0324  766 4.56357 LMwDS_long 
58 0 AP890320-0292  767 4.56357 LMwDS_long 
58 0 AP890325-0010  768 4.56262 LMwDS_long 
58 0 AP891030-0278  769 4.55462 LMwDS_long 
58 0 AP890324-0064  770 4.54605 LMwDS_long 
58 0 AP890209-0195  771 4.54583 LMwDS_long 
58 0 AP890405-0091  772 4.54583 LMwDS_long 
58 0 AP890615-0122  773 4.54583 LMwDS_long 
58 0 AP890620-0205  774 4.54583 LMwDS_long 
58 0 AP890622-0320  775 4.54583 LMwDS_long 
58 0 AP890717-0131  776 4.54583 LMwDS_long 
58 0 AP890718-0072  777 4.54583 LMwDS_long 
58 0 AP890807-0135  778 4.54583 LMwDS_long 
58 0 AP890808-0100  779 4.54583 LMwDS_long 
58 0 AP890811-0042  780 4.54583 LMwDS_long 
58 0 AP890930-0075  781 4.54583 LMwDS_long 
58 0 AP891102-0163  782 4.54583 LMwDS_long 
58 0 AP891125-0139  783 4.54583 LMwDS_long 
58 0 AP890616-0230  784 4.53061 LMwDS_long 
58 0 AP890113-0139  785 4.52820 LMwDS_long 
58 0 AP890118-0246  786 4.52698 LMwDS_long 
58 0 AP890119-0005  787 4.52698 LMwDS_long 
58 0 AP890124-0093  788 4.52698 LMwDS_long 
58 0 AP890124-0110  789 4.52698 LMwDS_long 
58 0 AP890130-0189  790 4.52698 LMwDS_long 
58 0 AP890210-0049  791 4.52698 LMwDS_long 
58 0 AP890214-0190  792 4.52698 LMwDS_long 
58 0 AP890301-0083  793 4.52698 LMwDS_long 
58 0 AP890310-0136  794 4.52698 LMwDS_long 
58 0 AP890401-0060  795 4.52698 LMwDS_long 
58 0 AP890419-0282  796 4.52698 LMwDS_long 
58 0 AP890421-0036  797 4.52698 LMwDS_long 
58 0 AP890424-0270  798 4.52698 LMwDS_long 
58 0 AP890426-0162  799 4.52698 LMwDS_long 
58 0 AP890427-0034  800 4.52698 LMwDS_long 
58 0 AP890502-0155  801 4.52698 LMwDS_long 
58 0 AP890505-0017  802 4.52698 LMwDS_long 
58 0 AP890508-0163  803 4.52698 LMwDS_long 
58 0 AP890512-0142  804 4.52698 LMwDS_long 
58 0 AP890514-0015  805 4.52698 LMwDS_long 
58 0 AP890516-0254  806 4.52698 LMwDS_long 
58 0 AP890518-0200  807 4.52698 LMwDS_long 
58 0 AP890519-0029  808 4.52698 LMwDS_long 
58 0 AP890519-0037  809 4.52698 LMwDS_long 
58 0 AP890606-0085  810 4.52698 LMwDS_long 
58 0 AP890607-0020  811 4.52698 LMwDS_long 
58 0 AP890609-0155  812 4.52698 LMwDS_long 
58 0 AP890623-0157  813 4.52698 LMwDS_long 
58 0 AP890627-0205  814 4.52698 LMwDS_long 
58 0 AP890727-0075  815 4.52698 LMwDS_long 
58 0 AP890801-0216  816 4.52698 LMwDS_long 
58 0 AP890804-0022  817 4.52698 LMwDS_long 
58 0 AP890811-0157  818 4.52698 LMwDS_long 
58 0 AP890829-0071  819 4.52698 LMwDS_long 
58 0 AP890901-0055  820 4.52698 LMwDS_long 
58 0 AP890906-0034  821 4.52698 LMwDS_long 
58 0 AP890909-0085  822 4.52698 LMwDS_long 
58 0 AP890920-0169  823 4.52698 LMwDS_long 
58 0 AP890921-0024  824 4.52698 LMwDS_long 
58 0 AP890923-0040  825 4.52698 LMwDS_long 
58 0 AP890925-0019  826 4.52698 LMwDS_long 
58 0 AP890928-0031  827 4.52698 LMwDS_long 
58 0 AP891003-0216  828 4.52698 LMwDS_long 
58 0 AP891018-0066  829 4.52698 LMwDS_long 
58 0 AP891019-0232  830 4.52698 LMwDS_long 
58 0 AP891026-0177  831 4.52698 LMwDS_long 
58 0 AP891109-0038  832 4.52698 LMwDS_long 
58 0 AP891110-0044  833 4.52698 LMwDS_long 
58 0 AP891110-0219  834 4.52698 LMwDS_long 
58 0 AP891113-0231  835 4.52698 LMwDS_long 
58 0 AP891116-0029  836 4.52698 LMwDS_long 
58 0 AP891125-0073  837 4.52698 LMwDS_long 
58 0 AP891130-0008  838 4.52698 LMwDS_long 
58 0 AP891210-0065  839 4.52698 LMwDS_long 
58 0 AP891211-0039  840 4.52698 LMwDS_long 
58 0 AP891211-0086  841 4.52698 LMwDS_long 
58 0 AP891211-0091  842 4.52698 LMwDS_long 
58 0 AP891211-0211  843 4.52698 LMwDS_long 
58 0 AP891226-0083  844 4.52698 LMwDS_long 
58 0 AP891229-0177  845 4.52698 LMwDS_long 
58 0 AP890224-0017  846 4.52380 LMwDS_long 
58 0 AP890609-0067  847 4.52069 LMwDS_long 
58 0 AP890807-0090  848 4.52035 LMwDS_long 
58 0 AP890914-0051  849 4.52035 LMwDS_long 
58 0 AP891028-0081  850 4.52035 LMwDS_long 
58 0 AP891110-0259  851 4.52035 LMwDS_long 
58 0 AP891109-0225  852 4.51420 LMwDS_long 
58 0 AP890615-0282  853 4.51346 LMwDS_long 
58 0 AP890223-0076  854 4.50883 LMwDS_long 
58 0 AP890901-0131  855 4.50550 LMwDS_long 
58 0 AP890316-0216  856 4.49326 LMwDS_long 
58 0 AP890417-0143  857 4.49326 LMwDS_long 
58 0 AP890505-0164  858 4.49326 LMwDS_long 
58 0 AP890526-0056  859 4.49326 LMwDS_long 
58 0 AP890801-0173  860 4.49326 LMwDS_long 
58 0 AP890906-0077  861 4.49326 LMwDS_long 
58 0 AP891115-0223  862 4.48579 LMwDS_long 
58 0 AP890426-0034  863 4.47033 LMwDS_long 
58 0 AP890802-0193  864 4.46929 LMwDS_long 
58 0 AP891110-0152  865 4.46258 LMwDS_long 
58 0 AP891027-0015  866 4.45217 LMwDS_long 
58 0 AP891103-0065  867 4.45217 LMwDS_long 
58 0 AP891109-0037  868 4.45217 LMwDS_long 
58 0 AP891115-0187  869 4.45217 LMwDS_long 
58 0 AP891111-0099  870 4.44873 LMwDS_long 
58 0 AP890601-0345  871 4.44361 LMwDS_long 
58 0 AP890208-0166  872 4.42496 LMwDS_long 
58 0 AP890301-0274  873 4.42496 LMwDS_long 
58 0 AP890406-0191  874 4.42496 LMwDS_long 
58 0 AP890811-0052  875 4.42496 LMwDS_long 
58 0 AP890814-0143  876 4.42496 LMwDS_long 
58 0 AP890825-0230  877 4.42496 LMwDS_long 
58 0 AP891025-0119  878 4.42496 LMwDS_long 
58 0 AP891026-0172  879 4.42496 LMwDS_long 
58 0 AP891126-0039  880 4.42496 LMwDS_long 
58 0 AP891229-0216  881 4.42496 LMwDS_long 
58 0 AP890305-0046  882 4.41791 LMwDS_long 
58 0 AP890514-0071  883 4.41791 LMwDS_long 
58 0 AP890801-0268  884 4.41791 LMwDS_long 
58 0 AP890830-0103  885 4.41791 LMwDS_long 
58 0 AP891005-0242  886 4.41791 LMwDS_long 
58 0 AP890310-0242  887 4.41347 LMwDS_long 
58 0 AP890225-0105  888 4.41077 LMwDS_long 
58 0 AP890308-0238  889 4.41077 LMwDS_long 
58 0 AP890314-0271  890 4.41077 LMwDS_long 
58 0 AP890317-0230  891 4.41077 LMwDS_long 
58 0 AP890424-0044  892 4.41077 LMwDS_long 
58 0 AP890429-0078  893 4.41077 LMwDS_long 
58 0 AP890502-0243  894 4.41077 LMwDS_long 
58 0 AP890509-0139  895 4.41077 LMwDS_long 
58 0 AP890725-0085  896 4.41077 LMwDS_long 
58 0 AP890806-0066  897 4.41077 LMwDS_long 
58 0 AP890904-0140  898 4.41077 LMwDS_long 
58 0 AP890914-0230  899 4.41077 LMwDS_long 
58 0 AP891010-0232  900 4.41077 LMwDS_long 
58 0 AP891030-0280  901 4.41077 LMwDS_long 
58 0 AP891126-0085  902 4.41077 LMwDS_long 
58 0 AP891221-0255  903 4.41077 LMwDS_long 
58 0 AP890711-0027  904 4.40901 LMwDS_long 
58 0 AP891207-0256  905 4.40901 LMwDS_long 
58 0 AP890130-0199  906 4.39007 LMwDS_long 
58 0 AP890906-0296  907 4.37911 LMwDS_long 
58 0 AP890202-0248  908 4.37077 LMwDS_long 
58 0 AP890105-0223  909 4.37017 LMwDS_long 
58 0 AP890106-0050  910 4.37017 LMwDS_long 
58 0 AP890109-0095  911 4.37017 LMwDS_long 
58 0 AP890110-0020  912 4.37017 LMwDS_long 
58 0 AP890111-0235  913 4.37017 LMwDS_long 
58 0 AP890113-0220  914 4.37017 LMwDS_long 
58 0 AP890115-0081  915 4.37017 LMwDS_long 
58 0 AP890116-0057  916 4.37017 LMwDS_long 
58 0 AP890118-0005  917 4.37017 LMwDS_long 
58 0 AP890202-0227  918 4.37017 LMwDS_long 
58 0 AP890210-0238  919 4.37017 LMwDS_long 
58 0 AP890212-0037  920 4.37017 LMwDS_long 
58 0 AP890301-0247  921 4.37017 LMwDS_long 
58 0 AP890306-0094  922 4.37017 LMwDS_long 
58 0 AP890306-0107  923 4.37017 LMwDS_long 
58 0 AP890322-0114  924 4.37017 LMwDS_long 
58 0 AP890322-0169  925 4.37017 LMwDS_long 
58 0 AP890417-0013  926 4.37017 LMwDS_long 
58 0 AP890514-0005  927 4.37017 LMwDS_long 
58 0 AP890526-0134  928 4.37017 LMwDS_long 
58 0 AP890527-0077  929 4.37017 LMwDS_long 
58 0 AP890528-0006  930 4.37017 LMwDS_long 
58 0 AP890530-0036  931 4.37017 LMwDS_long 
58 0 AP890601-0036  932 4.37017 LMwDS_long 
58 0 AP890610-0045  933 4.37017 LMwDS_long 
58 0 AP890614-0251  934 4.37017 LMwDS_long 
58 0 AP890615-0004  935 4.37017 LMwDS_long 
58 0 AP890617-0066  936 4.37017 LMwDS_long 
58 0 AP890619-0092  937 4.37017 LMwDS_long 
58 0 AP890619-0183  938 4.37017 LMwDS_long 
58 0 AP890619-0192  939 4.37017 LMwDS_long 
58 0 AP890619-0234  940 4.37017 LMwDS_long 
58 0 AP890619-0261  941 4.37017 LMwDS_long 
58 0 AP890620-0004  942 4.37017 LMwDS_long 
58 0 AP890620-0014  943 4.37017 LMwDS_long 
58 0 AP890620-0015  944 4.37017 LMwDS_long 
58 0 AP890622-0072  945 4.37017 LMwDS_long 
58 0 AP890719-0141  946 4.37017 LMwDS_long 
58 0 AP890721-0095  947 4.37017 LMwDS_long 
58 0 AP890724-0002  948 4.37017 LMwDS_long 
58 0 AP890724-0014  949 4.37017 LMwDS_long 
58 0 AP890724-0188  950 4.37017 LMwDS_long 
58 0 AP890725-0013  951 4.37017 LMwDS_long 
58 0 AP890726-0202  952 4.37017 LMwDS_long 
58 0 AP890727-0136  953 4.37017 LMwDS_long 
58 0 AP890727-0221  954 4.37017 LMwDS_long 
58 0 AP890728-0149  955 4.37017 LMwDS_long 
58 0 AP890731-0052  956 4.37017 LMwDS_long 
58 0 AP890816-0187  957 4.37017 LMwDS_long 
58 0 AP890823-0116  958 4.37017 LMwDS_long 
58 0 AP890828-0184  959 4.37017 LMwDS_long 
58 0 AP890907-0081  960 4.37017 LMwDS_long 
58 0 AP890907-0132  961 4.37017 LMwDS_long 
58 0 AP890910-0040  962 4.37017 LMwDS_long 
58 0 AP890915-0263  963 4.37017 LMwDS_long 
58 0 AP890919-0162  964 4.37017 LMwDS_long 
58 0 AP890920-0099  965 4.37017 LMwDS_long 
58 0 AP890925-0198  966 4.37017 LMwDS_long 
58 0 AP890929-0029  967 4.37017 LMwDS_long 
58 0 AP891004-0144  968 4.37017 LMwDS_long 
58 0 AP891004-0190  969 4.37017 LMwDS_long 
58 0 AP891007-0100  970 4.37017 LMwDS_long 
58 0 AP891011-0059  971 4.37017 LMwDS_long 
58 0 AP891017-0211  972 4.37017 LMwDS_long 
58 0 AP891020-0070  973 4.37017 LMwDS_long 
58 0 AP891021-0033  974 4.37017 LMwDS_long 
58 0 AP891021-0172  975 4.37017 LMwDS_long 
58 0 AP891027-0120  976 4.37017 LMwDS_long 
58 0 AP891103-0021  977 4.37017 LMwDS_long 
58 0 AP891103-0210  978 4.37017 LMwDS_long 
58 0 AP891108-0170  979 4.37017 LMwDS_long 
58 0 AP891113-0198  980 4.37017 LMwDS_long 
58 0 AP891121-0067  981 4.37017 LMwDS_long 
58 0 AP891122-0003  982 4.37017 LMwDS_long 
58 0 AP891206-0026  983 4.37017 LMwDS_long 
58 0 AP891206-0113  984 4.37017 LMwDS_long 
58 0 AP891214-0206  985 4.37017 LMwDS_long 
58 0 AP891216-0062  986 4.37017 LMwDS_long 
58 0 AP891221-0221  987 4.37017 LMwDS_long 
58 0 AP890414-0165  988 4.36910 LMwDS_long 
58 0 AP890412-0290  989 4.36780 LMwDS_long 
58 0 AP891006-0264  990 4.36780 LMwDS_long 
58 0 AP890317-0250  991 4.36698 LMwDS_long 
58 0 AP890223-0073  992 4.36354 LMwDS_long 
58 0 AP890823-0157  993 4.36172 LMwDS_long 
58 0 AP890509-0059  994 4.35987 LMwDS_long 
58 0 AP890228-0074  995 4.34620 LMwDS_long 
58 0 AP891208-0189  996 4.34440 LMwDS_long 
58 0 AP890316-0230  997 4.34295 LMwDS_long 
58 0 AP890629-0204  998 4.34295 LMwDS_long 
58 0 AP891121-0044  999 4.34072 LMwDS_long 
58 0 AP890209-0164 1000 4.33890 LMwDS_long 
59 0 AP890727-0021    1 8.83528 LMwDS_long 
59 0 AP890308-0102    2 8.71909 LMwDS_long 
