51 0 AP890908-0222    1 8.04724 LMwDS_short 
55 0 AP890301-0316  155 4.09132 LMwDS_short 
55 0 AP890511-0264  156 4.08569 LMwDS_short 
55 0 AP890123-0282  157 4.03168 LMwDS_short 
55 0 AP890125-0279  158 4.03168 LMwDS_short 
55 0 AP890131-0290  159 4.03168 LMwDS_short 
55 0 AP890608-0231  160 4.03168 LMwDS_short 
55 0 AP890712-0251  161 4.03168 LMwDS_short 
55 0 AP891211-0263  162 4.03168 LMwDS_short 
55 0 AP890721-0270  163 4.02566 LMwDS_short 
55 0 AP890131-0302  164 3.99121 LMwDS_short 
55 0 AP890213-0273  165 3.99121 LMwDS_short 
55 0 AP890510-0291  166 3.99121 LMwDS_short 
55 0 AP890129-0061  167 3.99046 LMwDS_short 
55 0 AP890215-0220  168 3.99046 LMwDS_short 
55 0 AP890308-0215  169 3.99046 LMwDS_short 
55 0 AP890323-0288  170 3.99046 LMwDS_short 
55 0 AP890110-0114  171 3.90780 LMwDS_short 
55 0 AP890516-0244  172 3.90780 LMwDS_short 
55 0 AP890601-0349  173 3.90780 LMwDS_short 
55 0 AP890712-0272  174 3.90780 LMwDS_short 
55 0 AP890126-0234  175 3.87487 LMwDS_short 
55 0 AP890310-0340  176 3.87487 LMwDS_short 
55 0 AP890320-0277  177 3.87487 LMwDS_short 
55 0 AP890320-0320  178 3.87487 LMwDS_short 
55 0 AP890519-0012  179 3.87487 LMwDS_short 
55 0 AP890712-0236  180 3.87487 LMwDS_short 
55 0 AP890716-0011  181 3.87487 LMwDS_short 
55 0 AP890915-0219  182 3.87487 LMwDS_short 
55 0 AP891115-0231  183 3.87487 LMwDS_short 
55 0 AP891219-0184  184 3.87487 LMwDS_short 
55 0 AP890106-0214  185 3.83950 LMwDS_short 
55 0 AP890309-0262  186 3.83950 LMwDS_short 
55 0 AP890319-0074  187 3.83950 LMwDS_short 
55 0 AP890322-0328  188 3.83950 LMwDS_short 
55 0 AP890413-0302  189 3.83950 LMwDS_short 
55 0 AP890521-0019  190 3.83950 LMwDS_short 
55 0 AP890824-0259  191 3.83950 LMwDS_short 
55 0 AP890913-0267  192 3.83950 LMwDS_short 
55 0 AP891003-0265  193 3.83950 LMwDS_short 
55 0 AP890330-0203  194 3.83364 LMwDS_short 
55 0 AP890115-0089  195 3.73864 LMwDS_short 
55 0 AP890120-0276  196 3.73864 LMwDS_short 
55 0 AP890123-0137  197 3.73864 LMwDS_short 
55 0 AP890124-0288  198 3.73864 LMwDS_short 
55 0 AP890131-0106  199 3.73864 LMwDS_short 
55 0 AP890131-0258  200 3.73864 LMwDS_short 
55 0 AP890320-0153  201 3.73864 LMwDS_short 
55 0 AP890330-0267  202 3.73864 LMwDS_short 
55 0 AP890426-0234  203 3.73864 LMwDS_short 
55 0 AP890505-0292  204 3.73864 LMwDS_short 
55 0 AP890914-0280  205 3.73864 LMwDS_short 
55 0 AP890915-0229  206 3.73864 LMwDS_short 
55 0 AP890706-0239  207 3.69187 LMwDS_short 
55 0 AP890615-0257  208 3.66942 LMwDS_short 
55 0 AP890222-0189  209 3.65052 LMwDS_short 
55 0 AP890530-0280  210 3.62175 LMwDS_short 
55 0 AP890503-0289  211 3.61486 LMwDS_short 
55 0 AP890227-0316  212 3.58182 LMwDS_short 
55 0 AP890322-0284  213 3.58182 LMwDS_short 
55 0 AP890329-0213  214 3.58182 LMwDS_short 
55 0 AP890330-0033  215 3.58182 LMwDS_short 
55 0 AP890330-0093  216 3.58182 LMwDS_short 
55 0 AP890413-0243  217 3.58182 LMwDS_short 
55 0 AP890414-0237  218 3.58182 LMwDS_short 
55 0 AP890417-0237  219 3.58182 LMwDS_short 
55 0 AP890426-0230  220 3.58182 LMwDS_short 
55 0 AP890501-0221  221 3.58182 LMwDS_short 
55 0 AP890511-0219  222 3.58182 LMwDS_short 
55 0 AP890517-0233  223 3.58182 LMwDS_short 
55 0 AP890522-0317  224 3.58182 LMwDS_short 
55 0 AP890614-0282  225 3.58182 LMwDS_short 
55 0 AP890615-0283  226 3.58182 LMwDS_short 
55 0 AP890706-0223  227 3.58182 LMwDS_short 
55 0 AP890706-0257  228 3.58182 LMwDS_short 
55 0 AP890814-0234  229 3.58182 LMwDS_short 
55 0 AP890818-0180  230 3.58182 LMwDS_short 
55 0 AP890823-0201  231 3.58182 LMwDS_short 
55 0 AP891211-0262  232 3.58182 LMwDS_short 
55 0 AP891214-0213  233 3.58182 LMwDS_short 
55 0 AP891215-0237  234 3.58182 LMwDS_short 
55 0 AP891227-0167  235 3.58182 LMwDS_short 
55 0 AP890131-0257  236 3.57494 LMwDS_short 
55 0 AP890320-0210  237 3.57494 LMwDS_short 
55 0 AP890615-0260  238 3.57494 LMwDS_short 
55 0 AP890616-0234  239 3.57494 LMwDS_short 
55 0 AP890810-0229  240 3.57494 LMwDS_short 
55 0 AP890922-0212  241 3.57494 LMwDS_short 
55 0 AP890928-0300  242 3.57494 LMwDS_short 
55 0 AP890929-0272  243 3.57494 LMwDS_short 
55 0 AP890323-0237  244 3.57364 LMwDS_short 
55 0 AP890112-0266  245 3.49152 LMwDS_short 
55 0 AP890113-0291  246 3.49152 LMwDS_short 
55 0 AP890124-0266  247 3.49152 LMwDS_short 
55 0 AP890217-0171  248 3.49152 LMwDS_short 
55 0 AP890308-0289  249 3.49152 LMwDS_short 
55 0 AP890310-0312  250 3.49152 LMwDS_short 
55 0 AP890312-0086  251 3.49152 LMwDS_short 
55 0 AP890317-0249  252 3.49152 LMwDS_short 
55 0 AP890322-0313  253 3.49152 LMwDS_short 
55 0 AP890412-0061  254 3.49152 LMwDS_short 
55 0 AP890421-0242  255 3.49152 LMwDS_short 
55 0 AP890428-0260  256 3.49152 LMwDS_short 
55 0 AP890608-0277  257 3.49152 LMwDS_short 
55 0 AP890614-0257  258 3.49152 LMwDS_short 
55 0 AP890621-0258  259 3.49152 LMwDS_short 
55 0 AP890811-0232  260 3.49152 LMwDS_short 
55 0 AP890907-0251  261 3.49152 LMwDS_short 
55 0 AP890927-0231  262 3.49152 LMwDS_short 
55 0 AP891005-0169  263 3.49152 LMwDS_short 
55 0 AP891020-0277  264 3.49152 LMwDS_short 
55 0 AP891024-0257  265 3.49152 LMwDS_short 
55 0 AP891201-0162  266 3.49152 LMwDS_short 
55 0 AP891229-0050  267 3.49152 LMwDS_short 
55 0 AP890104-0019  268 3.46919 LMwDS_short 
55 0 AP890118-0273  269 3.42322 LMwDS_short 
55 0 AP890123-0325  270 3.42322 LMwDS_short 
55 0 AP890222-0280  271 3.42322 LMwDS_short 
55 0 AP890227-0327  272 3.42322 LMwDS_short 
55 0 AP890317-0225  273 3.42322 LMwDS_short 
55 0 AP890405-0283  274 3.42322 LMwDS_short 
55 0 AP890427-0244  275 3.42322 LMwDS_short 
55 0 AP890511-0088  276 3.42322 LMwDS_short 
55 0 AP890531-0284  277 3.42322 LMwDS_short 
55 0 AP890622-0310  278 3.42322 LMwDS_short 
55 0 AP890627-0257  279 3.42322 LMwDS_short 
55 0 AP890725-0293  280 3.42322 LMwDS_short 
55 0 AP890919-0212  281 3.42322 LMwDS_short 
55 0 AP890921-0240  282 3.42322 LMwDS_short 
55 0 AP891101-0263  283 3.42322 LMwDS_short 
55 0 AP891106-0191  284 3.42322 LMwDS_short 
55 0 AP891216-0030  285 3.42322 LMwDS_short 
55 0 AP890322-0333  286 3.39078 LMwDS_short 
55 0 AP890104-0231  287 3.32236 LMwDS_short 
55 0 AP890123-0277  288 3.32236 LMwDS_short 
55 0 AP890207-0224  289 3.32236 LMwDS_short 
55 0 AP890308-0117  290 3.32236 LMwDS_short 
55 0 AP890330-0205  291 3.32236 LMwDS_short 
55 0 AP890406-0226  292 3.32236 LMwDS_short 
55 0 AP890407-0252  293 3.32236 LMwDS_short 
55 0 AP890410-0258  294 3.32236 LMwDS_short 
55 0 AP890525-0031  295 3.32236 LMwDS_short 
55 0 AP890531-0194  296 3.32236 LMwDS_short 
55 0 AP890601-0386  297 3.32236 LMwDS_short 
55 0 AP890609-0282  298 3.32236 LMwDS_short 
55 0 AP890630-0241  299 3.32236 LMwDS_short 
55 0 AP890719-0293  300 3.32236 LMwDS_short 
55 0 AP890802-0253  301 3.32236 LMwDS_short 
55 0 AP890821-0150  302 3.32236 LMwDS_short 
55 0 AP890823-0238  303 3.32236 LMwDS_short 
55 0 AP890824-0215  304 3.32236 LMwDS_short 
55 0 AP890831-0237  305 3.32236 LMwDS_short 
55 0 AP890907-0282  306 3.32236 LMwDS_short 
55 0 AP890914-0240  307 3.32236 LMwDS_short 
55 0 AP890915-0228  308 3.32236 LMwDS_short 
55 0 AP890921-0286  309 3.32236 LMwDS_short 
55 0 AP890922-0237  310 3.32236 LMwDS_short 
55 0 AP890929-0217  311 3.32236 LMwDS_short 
55 0 AP891028-0146  312 3.32236 LMwDS_short 
55 0 AP891212-0200  313 3.32236 LMwDS_short 
55 0 AP890414-0286  314 3.32182 LMwDS_short 
55 0 AP890111-0037  315 3.16555 LMwDS_short 
55 0 AP890111-0038  316 3.16555 LMwDS_short 
55 0 AP890111-0040  317 3.16555 LMwDS_short 
55 0 AP890114-0152  318 3.16555 LMwDS_short 
55 0 AP890119-0345  319 3.16555 LMwDS_short 
55 0 AP890120-0249  320 3.16555 LMwDS_short 
55 0 AP890126-0235  321 3.16555 LMwDS_short 
55 0 AP890204-0178  322 3.16555 LMwDS_short 
55 0 AP890208-0261  323 3.16555 LMwDS_short 
55 0 AP890213-0223  324 3.16555 LMwDS_short 
55 0 AP890223-0244  325 3.16555 LMwDS_short 
55 0 AP890317-0109  326 3.16555 LMwDS_short 
55 0 AP890327-0247  327 3.16555 LMwDS_short 
55 0 AP890408-0142  328 3.16555 LMwDS_short 
55 0 AP890420-0229  329 3.16555 LMwDS_short 
55 0 AP890427-0238  330 3.16555 LMwDS_short 
55 0 AP890428-0205  331 3.16555 LMwDS_short 
55 0 AP890515-0272  332 3.16555 LMwDS_short 
55 0 AP890609-0214  333 3.16555 LMwDS_short 
55 0 AP890609-0280  334 3.16555 LMwDS_short 
55 0 AP890621-0134  335 3.16555 LMwDS_short 
55 0 AP890720-0227  336 3.16555 LMwDS_short 
55 0 AP890802-0251  337 3.16555 LMwDS_short 
55 0 AP890803-0250  338 3.16555 LMwDS_short 
55 0 AP890803-0255  339 3.16555 LMwDS_short 
55 0 AP890805-0093  340 3.16555 LMwDS_short 
55 0 AP890901-0183  341 3.16555 LMwDS_short 
55 0 AP890905-0239  342 3.16555 LMwDS_short 
55 0 AP890912-0216  343 3.16555 LMwDS_short 
55 0 AP890913-0301  344 3.16555 LMwDS_short 
55 0 AP890916-0171  345 3.16555 LMwDS_short 
55 0 AP891117-0232  346 3.16555 LMwDS_short 
55 0 AP891211-0264  347 3.16555 LMwDS_short 
55 0 AP891216-0162  348 3.16555 LMwDS_short 
55 0 AP891218-0276  349 3.16555 LMwDS_short 
55 0 AP891222-0279  350 3.16555 LMwDS_short 
55 0 AP891223-0134  351 3.16555 LMwDS_short 
55 0 AP890111-0049  352 2.92738 LMwDS_short 
55 0 AP890825-0262  353 2.92738 LMwDS_short 
55 0 AP891110-0217  354 2.91455 LMwDS_short 
55 0 AP890215-0238  355 2.90555 LMwDS_short 
55 0 AP890403-0105  356 2.90555 LMwDS_short 
55 0 AP890803-0289  357 2.90555 LMwDS_short 
55 0 AP891208-0226  358 2.90555 LMwDS_short 
55 0 AP891211-0258  359 2.90555 LMwDS_short 
55 0 AP891213-0234  360 2.90555 LMwDS_short 
55 0 AP890201-0297  361 2.90172 LMwDS_short 
55 0 AP890112-0011  362 2.88567 LMwDS_short 
55 0 AP890112-0277  363 2.88567 LMwDS_short 
55 0 AP890216-0191  364 2.88567 LMwDS_short 
55 0 AP890327-0223  365 2.88567 LMwDS_short 
55 0 AP890503-0294  366 2.88567 LMwDS_short 
55 0 AP891025-0208  367 2.88567 LMwDS_short 
55 0 AP891026-0115  368 2.88567 LMwDS_short 
55 0 AP891215-0125  369 2.88567 LMwDS_short 
55 0 AP890202-0254  370 2.85278 LMwDS_short 
55 0 AP890112-0268  371 2.85152 LMwDS_short 
55 0 AP890126-0267  372 2.85152 LMwDS_short 
55 0 AP890216-0066  373 2.85152 LMwDS_short 
55 0 AP890419-0207  374 2.85152 LMwDS_short 
55 0 AP890519-0166  375 2.85152 LMwDS_short 
55 0 AP890705-0145  376 2.85152 LMwDS_short 
55 0 AP890714-0240  377 2.85152 LMwDS_short 
55 0 AP890918-0118  378 2.85152 LMwDS_short 
55 0 AP891122-0035  379 2.85152 LMwDS_short 
55 0 AP890101-0024  380 2.80109 LMwDS_short 
55 0 AP890103-0137  381 2.80109 LMwDS_short 
55 0 AP890222-0230  382 2.80109 LMwDS_short 
55 0 AP890323-0148  383 2.80109 LMwDS_short 
55 0 AP890326-0033  384 2.80109 LMwDS_short 
55 0 AP890327-0003  385 2.80109 LMwDS_short 
55 0 AP890328-0167  386 2.80109 LMwDS_short 
55 0 AP890613-0119  387 2.80109 LMwDS_short 
55 0 AP890626-0017  388 2.80109 LMwDS_short 
55 0 AP890706-0021  389 2.80109 LMwDS_short 
55 0 AP890718-0133  390 2.80109 LMwDS_short 
55 0 AP890806-0077  391 2.80109 LMwDS_short 
55 0 AP890916-0166  392 2.80109 LMwDS_short 
55 0 AP890928-0248  393 2.80109 LMwDS_short 
55 0 AP891011-0232  394 2.80109 LMwDS_short 
55 0 AP891206-0152  395 2.80109 LMwDS_short 
55 0 AP891206-0155  396 2.80109 LMwDS_short 
55 0 AP891117-0260  397 2.74707 LMwDS_short 
55 0 AP891206-0176  398 2.74707 LMwDS_short 
55 0 AP891025-0304  399 2.72291 LMwDS_short 
55 0 AP890105-0020  400 2.72268 LMwDS_short 
55 0 AP890111-0240  401 2.72268 LMwDS_short 
55 0 AP890122-0097  402 2.72268 LMwDS_short 
55 0 AP890201-0156  403 2.72268 LMwDS_short 
55 0 AP890205-0022  404 2.72268 LMwDS_short 
55 0 AP890208-0044  405 2.72268 LMwDS_short 
55 0 AP890210-0033  406 2.72268 LMwDS_short 
55 0 AP890211-0173  407 2.72268 LMwDS_short 
55 0 AP890218-0089  408 2.72268 LMwDS_short 
55 0 AP890307-0109  409 2.72268 LMwDS_short 
55 0 AP890317-0010  410 2.72268 LMwDS_short 
55 0 AP890321-0018  411 2.72268 LMwDS_short 
55 0 AP890323-0017  412 2.72268 LMwDS_short 
55 0 AP890327-0002  413 2.72268 LMwDS_short 
55 0 AP890328-0206  414 2.72268 LMwDS_short 
55 0 AP890406-0074  415 2.72268 LMwDS_short 
55 0 AP890417-0071  416 2.72268 LMwDS_short 
55 0 AP890418-0032  417 2.72268 LMwDS_short 
55 0 AP890520-0120  418 2.72268 LMwDS_short 
55 0 AP890521-0031  419 2.72268 LMwDS_short 
55 0 AP890524-0291  420 2.72268 LMwDS_short 
55 0 AP890525-0046  421 2.72268 LMwDS_short 
55 0 AP890614-0092  422 2.72268 LMwDS_short 
55 0 AP890620-0017  423 2.72268 LMwDS_short 
55 0 AP890627-0044  424 2.72268 LMwDS_short 
55 0 AP890719-0280  425 2.72268 LMwDS_short 
55 0 AP890808-0060  426 2.72268 LMwDS_short 
55 0 AP890906-0248  427 2.72268 LMwDS_short 
55 0 AP891010-0256  428 2.72268 LMwDS_short 
55 0 AP891101-0029  429 2.72268 LMwDS_short 
55 0 AP891108-0161  430 2.72268 LMwDS_short 
55 0 AP891124-0181  431 2.72268 LMwDS_short 
55 0 AP891208-0141  432 2.72268 LMwDS_short 
55 0 AP890425-0288  433 2.68970 LMwDS_short 
55 0 AP891108-0298  434 2.68970 LMwDS_short 
55 0 AP890914-0231  435 2.66866 LMwDS_short 
55 0 AP891103-0246  436 2.61129 LMwDS_short 
55 0 AP890111-0224  437 2.59268 LMwDS_short 
55 0 AP890118-0243  438 2.59268 LMwDS_short 
55 0 AP890118-0245  439 2.59268 LMwDS_short 
55 0 AP890119-0004  440 2.59268 LMwDS_short 
55 0 AP890206-0017  441 2.59268 LMwDS_short 
55 0 AP890207-0270  442 2.59268 LMwDS_short 
55 0 AP890323-0262  443 2.59268 LMwDS_short 
55 0 AP890427-0169  444 2.59268 LMwDS_short 
55 0 AP890427-0235  445 2.59268 LMwDS_short 
55 0 AP890428-0112  446 2.59268 LMwDS_short 
55 0 AP891118-0084  447 2.59268 LMwDS_short 
55 0 AP891120-0023  448 2.59268 LMwDS_short 
55 0 AP890509-0192  449 2.57932 LMwDS_short 
55 0 AP890201-0251  450 2.56404 LMwDS_short 
55 0 AP891115-0284  451 2.56404 LMwDS_short 
55 0 AP890502-0260  452 2.50487 LMwDS_short 
55 0 AP890127-0290  453 2.49475 LMwDS_short 
55 0 AP890830-0228  454 2.49475 LMwDS_short 
55 0 AP890209-0262  455 2.48563 LMwDS_short 
55 0 AP890317-0259  456 2.48563 LMwDS_short 
55 0 AP891016-0275  457 2.48563 LMwDS_short 
55 0 AP891101-0224  458 2.48563 LMwDS_short 
55 0 AP890209-0216  459 2.42029 LMwDS_short 
55 0 AP890317-0207  460 2.42029 LMwDS_short 
55 0 AP891013-0180  461 2.42029 LMwDS_short 
55 0 AP891027-0242  462 2.42029 LMwDS_short 
55 0 AP891117-0216  463 2.42029 LMwDS_short 
55 0 AP890421-0266  464 2.41634 LMwDS_short 
55 0 AP891116-0216  465 2.41634 LMwDS_short 
55 0 AP890609-0240  466 2.39027 LMwDS_short 
55 0 AP890816-0263  467 2.37864 LMwDS_short 
55 0 AP890126-0225  468 2.33984 LMwDS_short 
55 0 AP890203-0267  469 2.33984 LMwDS_short 
55 0 AP890317-0261  470 2.33984 LMwDS_short 
55 0 AP890719-0243  471 2.33984 LMwDS_short 
55 0 AP890728-0270  472 2.33984 LMwDS_short 
55 0 AP890825-0217  473 2.33984 LMwDS_short 
55 0 AP890501-0272  474 2.33693 LMwDS_short 
55 0 AP891110-0231  475 2.33693 LMwDS_short 
55 0 AP890526-0254  476 2.30278 LMwDS_short 
55 0 AP891010-0264  477 2.30278 LMwDS_short 
55 0 AP890421-0243  478 2.28634 LMwDS_short 
55 0 AP890721-0214  479 2.28275 LMwDS_short 
55 0 AP891128-0223  480 2.28275 LMwDS_short 
55 0 AP890203-0243  481 2.26143 LMwDS_short 
55 0 AP890215-0221  482 2.26143 LMwDS_short 
55 0 AP891016-0042  483 2.26143 LMwDS_short 
55 0 AP890312-0088  484 2.25235 LMwDS_short 
55 0 AP890525-0271  485 2.25235 LMwDS_short 
55 0 AP890630-0023  486 2.25235 LMwDS_short 
55 0 AP890720-0285  487 2.25235 LMwDS_short 
55 0 AP891020-0264  488 2.25235 LMwDS_short 
55 0 AP891016-0121  489 2.21188 LMwDS_short 
55 0 AP890301-0312  490 2.20689 LMwDS_short 
55 0 AP891115-0196  491 2.20689 LMwDS_short 
55 0 AP891115-0257  492 2.20689 LMwDS_short 
55 0 AP891113-0217  493 2.17668 LMwDS_short 
55 0 AP890506-0144  494 2.17394 LMwDS_short 
55 0 AP890509-0235  495 2.17394 LMwDS_short 
55 0 AP890721-0205  496 2.17394 LMwDS_short 
55 0 AP891018-0243  497 2.17394 LMwDS_short 
55 0 AP891026-0249  498 2.17394 LMwDS_short 
55 0 AP891027-0223  499 2.17394 LMwDS_short 
55 0 AP891115-0241  500 2.17394 LMwDS_short 
55 0 AP890203-0225  501 2.15646 LMwDS_short 
55 0 AP890301-0262  502 2.15646 LMwDS_short 
55 0 AP890419-0252  503 2.15646 LMwDS_short 
55 0 AP890505-0182  504 2.15646 LMwDS_short 
55 0 AP890908-0236  505 2.15646 LMwDS_short 
55 0 AP891019-0194  506 2.15646 LMwDS_short 
55 0 AP891026-0183  507 2.15646 LMwDS_short 
55 0 AP891102-0214  508 2.15646 LMwDS_short 
55 0 AP891103-0250  509 2.15646 LMwDS_short 
55 0 AP891109-0162  510 2.15646 LMwDS_short 
55 0 AP891110-0216  511 2.15646 LMwDS_short 
55 0 AP890215-0264  512 2.13497 LMwDS_short 
55 0 AP890613-0219  513 2.13497 LMwDS_short 
55 0 AP890613-0244  514 2.13497 LMwDS_short 
55 0 AP890913-0285  515 2.13497 LMwDS_short 
55 0 AP891016-0249  516 2.13497 LMwDS_short 
55 0 AP890105-0263  517 2.10082 LMwDS_short 
55 0 AP890128-0124  518 2.10082 LMwDS_short 
55 0 AP890221-0299  519 2.10082 LMwDS_short 
55 0 AP890316-0262  520 2.10082 LMwDS_short 
55 0 AP891026-0233  521 2.10082 LMwDS_short 
55 0 AP890114-0154  522 2.07805 LMwDS_short 
55 0 AP890218-0086  523 2.07805 LMwDS_short 
55 0 AP891110-0090  524 2.05801 LMwDS_short 
55 0 AP890419-0270  525 2.05039 LMwDS_short 
55 0 AP890420-0230  526 2.05039 LMwDS_short 
55 0 AP890505-0092  527 2.05039 LMwDS_short 
55 0 AP890511-0220  528 2.05039 LMwDS_short 
55 0 AP890526-0255  529 2.05039 LMwDS_short 
55 0 AP890928-0289  530 2.05039 LMwDS_short 
55 0 AP891016-0279  531 2.05039 LMwDS_short 
55 0 AP891030-0286  532 2.05039 LMwDS_short 
55 0 AP891104-0133  533 2.05039 LMwDS_short 
55 0 AP891020-0319  534 2.04394 LMwDS_short 
55 0 AP891024-0244  535 2.01630 LMwDS_short 
55 0 AP890106-0226  536 1.98216 LMwDS_short 
55 0 AP890412-0278  537 1.98216 LMwDS_short 
55 0 AP890512-0298  538 1.98216 LMwDS_short 
55 0 AP890908-0083  539 1.98216 LMwDS_short 
55 0 AP890127-0287  540 1.97198 LMwDS_short 
55 0 AP890420-0240  541 1.97198 LMwDS_short 
55 0 AP890504-0291  542 1.97198 LMwDS_short 
55 0 AP891013-0175  543 1.97198 LMwDS_short 
55 0 AP891014-0035  544 1.97198 LMwDS_short 
55 0 AP891017-0018  545 1.97198 LMwDS_short 
55 0 AP891222-0276  546 1.97198 LMwDS_short 
55 0 AP891015-0001  547 1.94805 LMwDS_short 
55 0 AP890324-0214  548 1.93173 LMwDS_short 
55 0 AP890602-0237  549 1.93173 LMwDS_short 
55 0 AP891016-0125  550 1.93173 LMwDS_short 
55 0 AP891016-0285  551 1.93173 LMwDS_short 
55 0 AP891024-0243  552 1.93173 LMwDS_short 
55 0 AP890428-0261  553 1.92335 LMwDS_short 
55 0 AP891129-0257  554 1.92335 LMwDS_short 
55 0 AP890104-0032  555 1.88164 LMwDS_short 
55 0 AP890113-0047  556 1.88164 LMwDS_short 
55 0 AP890123-0291  557 1.88164 LMwDS_short 
55 0 AP890131-0280  558 1.88164 LMwDS_short 
55 0 AP890210-0249  559 1.88164 LMwDS_short 
55 0 AP890306-0023  560 1.88164 LMwDS_short 
55 0 AP890317-0262  561 1.88164 LMwDS_short 
55 0 AP890720-0256  562 1.88164 LMwDS_short 
55 0 AP890725-0260  563 1.88164 LMwDS_short 
55 0 AP890802-0265  564 1.88164 LMwDS_short 
55 0 AP890829-0031  565 1.88164 LMwDS_short 
55 0 AP890829-0034  566 1.88164 LMwDS_short 
55 0 AP890920-0260  567 1.88164 LMwDS_short 
55 0 AP891002-0045  568 1.88164 LMwDS_short 
55 0 AP891016-0276  569 1.88164 LMwDS_short 
55 0 AP891031-0037  570 1.88164 LMwDS_short 
55 0 AP891212-0257  571 1.88164 LMwDS_short 
55 0 AP890420-0024  572 1.85332 LMwDS_short 
55 0 AP890519-0262  573 1.85332 LMwDS_short 
55 0 AP890804-0147  574 1.85332 LMwDS_short 
55 0 AP891016-0259  575 1.85332 LMwDS_short 
55 0 AP890119-0261  576 1.84749 LMwDS_short 
55 0 AP890309-0164  577 1.84749 LMwDS_short 
55 0 AP890410-0234  578 1.84749 LMwDS_short 
55 0 AP890503-0255  579 1.84749 LMwDS_short 
55 0 AP890517-0127  580 1.84749 LMwDS_short 
55 0 AP890705-0191  581 1.84749 LMwDS_short 
55 0 AP890717-0220  582 1.84749 LMwDS_short 
55 0 AP890908-0158  583 1.84749 LMwDS_short 
55 0 AP890920-0272  584 1.84749 LMwDS_short 
55 0 AP891018-0169  585 1.84749 LMwDS_short 
55 0 AP891101-0282  586 1.84749 LMwDS_short 
55 0 AP891113-0216  587 1.84749 LMwDS_short 
55 0 AP891128-0033  588 1.84749 LMwDS_short 
55 0 AP891212-0206  589 1.84749 LMwDS_short 
55 0 AP890713-0276  590 1.84198 LMwDS_short 
55 0 AP890109-0325  591 1.79706 LMwDS_short 
55 0 AP890201-0290  592 1.79706 LMwDS_short 
55 0 AP890216-0243  593 1.79706 LMwDS_short 
55 0 AP890228-0237  594 1.79706 LMwDS_short 
55 0 AP890309-0275  595 1.79706 LMwDS_short 
55 0 AP890315-0303  596 1.79706 LMwDS_short 
55 0 AP890912-0271  597 1.79706 LMwDS_short 
55 0 AP891024-0247  598 1.79706 LMwDS_short 
55 0 AP891027-0031  599 1.79706 LMwDS_short 
55 0 AP890315-0291  600 1.76768 LMwDS_short 
55 0 AP890505-0274  601 1.76768 LMwDS_short 
55 0 AP891213-0267  602 1.76768 LMwDS_short 
55 0 AP890110-0271  603 1.72597 LMwDS_short 
55 0 AP890110-0287  604 1.72597 LMwDS_short 
55 0 AP890112-0194  605 1.72597 LMwDS_short 
55 0 AP890120-0090  606 1.72597 LMwDS_short 
55 0 AP890202-0300  607 1.72597 LMwDS_short 
55 0 AP890405-0044  608 1.72597 LMwDS_short 
55 0 AP890616-0213  609 1.72597 LMwDS_short 
55 0 AP890616-0220  610 1.72597 LMwDS_short 
55 0 AP890816-0227  611 1.72597 LMwDS_short 
55 0 AP890829-0230  612 1.72597 LMwDS_short 
55 0 AP890830-0242  613 1.72597 LMwDS_short 
55 0 AP891016-0250  614 1.72597 LMwDS_short 
55 0 AP891018-0257  615 1.72597 LMwDS_short 
55 0 AP891020-0318  616 1.72597 LMwDS_short 
55 0 AP891028-0049  617 1.72597 LMwDS_short 
55 0 AP891030-0045  618 1.72597 LMwDS_short 
55 0 AP891106-0249  619 1.72597 LMwDS_short 
55 0 AP891122-0056  620 1.72597 LMwDS_short 
55 0 AP891213-0245  621 1.72597 LMwDS_short 
55 0 AP891218-0261  622 1.72597 LMwDS_short 
55 0 AP891222-0253  623 1.72597 LMwDS_short 
55 0 AP891228-0031  624 1.72597 LMwDS_short 
55 0 AP891228-0222  625 1.72597 LMwDS_short 
55 0 AP890127-0264  626 1.71865 LMwDS_short 
55 0 AP890228-0214  627 1.71865 LMwDS_short 
55 0 AP890505-0295  628 1.71865 LMwDS_short 
55 0 AP890516-0269  629 1.71865 LMwDS_short 
55 0 AP890530-0274  630 1.71865 LMwDS_short 
55 0 AP890803-0114  631 1.71865 LMwDS_short 
55 0 AP890803-0314  632 1.71865 LMwDS_short 
55 0 AP890825-0202  633 1.71865 LMwDS_short 
55 0 AP891014-0125  634 1.71865 LMwDS_short 
55 0 AP891016-0283  635 1.71865 LMwDS_short 
55 0 AP891016-0288  636 1.71865 LMwDS_short 
55 0 AP891016-0293  637 1.71865 LMwDS_short 
55 0 AP891018-0245  638 1.71865 LMwDS_short 
55 0 AP891021-0065  639 1.71865 LMwDS_short 
55 0 AP890109-0029  640 1.69182 LMwDS_short 
55 0 AP890224-0179  641 1.69182 LMwDS_short 
55 0 AP890227-0286  642 1.69182 LMwDS_short 
55 0 AP890309-0228  643 1.69182 LMwDS_short 
55 0 AP890404-0029  644 1.69182 LMwDS_short 
55 0 AP890519-0256  645 1.69182 LMwDS_short 
55 0 AP890720-0246  646 1.69182 LMwDS_short 
55 0 AP890728-0294  647 1.69182 LMwDS_short 
55 0 AP890815-0242  648 1.69182 LMwDS_short 
55 0 AP890927-0041  649 1.69182 LMwDS_short 
55 0 AP891016-0248  650 1.69182 LMwDS_short 
55 0 AP891019-0296  651 1.69182 LMwDS_short 
55 0 AP891101-0135  652 1.69182 LMwDS_short 
55 0 AP891107-0023  653 1.69182 LMwDS_short 
