51 0 AP890908-0222    1 10.20738 LMwJMS_short 
64 0 AP890126-0159  646 2.93881 LMwJMS_short 
64 0 AP890202-0010  647 2.93881 LMwJMS_short 
64 0 AP890407-0029  648 2.93881 LMwJMS_short 
64 0 AP890419-0142  649 2.93881 LMwJMS_short 
64 0 AP890528-0063  650 2.93881 LMwJMS_short 
64 0 AP890604-0002  651 2.93881 LMwJMS_short 
64 0 AP890604-0003  652 2.93881 LMwJMS_short 
64 0 AP890608-0142  653 2.93881 LMwJMS_short 
64 0 AP890728-0139  654 2.93881 LMwJMS_short 
64 0 AP890731-0002  655 2.93881 LMwJMS_short 
64 0 AP890801-0019  656 2.93881 LMwJMS_short 
64 0 AP890801-0123  657 2.93881 LMwJMS_short 
64 0 AP890802-0151  658 2.93881 LMwJMS_short 
64 0 AP890804-0076  659 2.93881 LMwJMS_short 
64 0 AP890805-0088  660 2.93881 LMwJMS_short 
64 0 AP890807-0062  661 2.93881 LMwJMS_short 
64 0 AP890807-0099  662 2.93881 LMwJMS_short 
64 0 AP890808-0091  663 2.93881 LMwJMS_short 
64 0 AP890809-0130  664 2.93881 LMwJMS_short 
64 0 AP890809-0155  665 2.93881 LMwJMS_short 
64 0 AP890907-0132  666 2.93881 LMwJMS_short 
64 0 AP890910-0053  667 2.93881 LMwJMS_short 
64 0 AP891004-0204  668 2.93881 LMwJMS_short 
64 0 AP891006-0070  669 2.93881 LMwJMS_short 
64 0 AP891027-0158  670 2.93881 LMwJMS_short 
64 0 AP891101-0190  671 2.93881 LMwJMS_short 
64 0 AP891102-0227  672 2.93881 LMwJMS_short 
64 0 AP891104-0081  673 2.93881 LMwJMS_short 
64 0 AP891127-0105  674 2.93881 LMwJMS_short 
64 0 AP891212-0188  675 2.93881 LMwJMS_short 
64 0 AP891220-0200  676 2.93881 LMwJMS_short 
64 0 AP891221-0009  677 2.93881 LMwJMS_short 
64 0 AP891221-0011  678 2.93881 LMwJMS_short 
64 0 AP891228-0106  679 2.93881 LMwJMS_short 
64 0 AP890103-0234  680 2.92757 LMwJMS_short 
64 0 AP890111-0280  681 2.92757 LMwJMS_short 
64 0 AP890127-0058  682 2.92757 LMwJMS_short 
64 0 AP890131-0253  683 2.92757 LMwJMS_short 
64 0 AP890227-0076  684 2.92757 LMwJMS_short 
64 0 AP890310-0056  685 2.92757 LMwJMS_short 
64 0 AP890317-0028  686 2.92757 LMwJMS_short 
64 0 AP890317-0136  687 2.92757 LMwJMS_short 
64 0 AP890324-0026  688 2.92757 LMwJMS_short 
64 0 AP890413-0071  689 2.92757 LMwJMS_short 
64 0 AP890524-0304  690 2.92757 LMwJMS_short 
64 0 AP890612-0269  691 2.92757 LMwJMS_short 
64 0 AP890720-0119  692 2.92757 LMwJMS_short 
64 0 AP890729-0063  693 2.92757 LMwJMS_short 
64 0 AP890805-0145  694 2.92757 LMwJMS_short 
64 0 AP890908-0045  695 2.92757 LMwJMS_short 
64 0 AP890920-0161  696 2.92757 LMwJMS_short 
64 0 AP891002-0037  697 2.92757 LMwJMS_short 
64 0 AP891007-0122  698 2.92757 LMwJMS_short 
64 0 AP891029-0064  699 2.92757 LMwJMS_short 
64 0 AP891101-0124  700 2.92757 LMwJMS_short 
64 0 AP891105-0080  701 2.92757 LMwJMS_short 
64 0 AP891218-0035  702 2.92757 LMwJMS_short 
64 0 AP891227-0088  703 2.92757 LMwJMS_short 
64 0 AP890102-0052  704 2.91969 LMwJMS_short 
64 0 AP890107-0058  705 2.91969 LMwJMS_short 
64 0 AP890109-0262  706 2.91969 LMwJMS_short 
64 0 AP890110-0295  707 2.91969 LMwJMS_short 
64 0 AP890116-0170  708 2.91969 LMwJMS_short 
64 0 AP890117-0200  709 2.91969 LMwJMS_short 
64 0 AP890120-0144  710 2.91969 LMwJMS_short 
64 0 AP890124-0295  711 2.91969 LMwJMS_short 
64 0 AP890201-0166  712 2.91969 LMwJMS_short 
64 0 AP890201-0214  713 2.91969 LMwJMS_short 
64 0 AP890203-0179  714 2.91969 LMwJMS_short 
64 0 AP890206-0195  715 2.91969 LMwJMS_short 
64 0 AP890213-0133  716 2.91969 LMwJMS_short 
64 0 AP890223-0037  717 2.91969 LMwJMS_short 
64 0 AP890223-0101  718 2.91969 LMwJMS_short 
64 0 AP890223-0278  719 2.91969 LMwJMS_short 
64 0 AP890225-0086  720 2.91969 LMwJMS_short 
64 0 AP890303-0122  721 2.91969 LMwJMS_short 
64 0 AP890309-0018  722 2.91969 LMwJMS_short 
64 0 AP890318-0034  723 2.91969 LMwJMS_short 
64 0 AP890322-0096  724 2.91969 LMwJMS_short 
64 0 AP890322-0327  725 2.91969 LMwJMS_short 
64 0 AP890326-0001  726 2.91969 LMwJMS_short 
64 0 AP890326-0038  727 2.91969 LMwJMS_short 
64 0 AP890327-0043  728 2.91969 LMwJMS_short 
64 0 AP890327-0189  729 2.91969 LMwJMS_short 
64 0 AP890329-0103  730 2.91969 LMwJMS_short 
64 0 AP890403-0098  731 2.91969 LMwJMS_short 
64 0 AP890405-0173  732 2.91969 LMwJMS_short 
64 0 AP890411-0033  733 2.91969 LMwJMS_short 
64 0 AP890416-0057  734 2.91969 LMwJMS_short 
64 0 AP890424-0162  735 2.91969 LMwJMS_short 
64 0 AP890513-0135  736 2.91969 LMwJMS_short 
64 0 AP890517-0069  737 2.91969 LMwJMS_short 
64 0 AP890518-0179  738 2.91969 LMwJMS_short 
64 0 AP890519-0076  739 2.91969 LMwJMS_short 
64 0 AP890522-0265  740 2.91969 LMwJMS_short 
64 0 AP890528-0087  741 2.91969 LMwJMS_short 
64 0 AP890530-0078  742 2.91969 LMwJMS_short 
64 0 AP890530-0203  743 2.91969 LMwJMS_short 
64 0 AP890531-0197  744 2.91969 LMwJMS_short 
64 0 AP890608-0021  745 2.91969 LMwJMS_short 
64 0 AP890614-0133  746 2.91969 LMwJMS_short 
64 0 AP890615-0095  747 2.91969 LMwJMS_short 
64 0 AP890619-0046  748 2.91969 LMwJMS_short 
64 0 AP890622-0081  749 2.91969 LMwJMS_short 
64 0 AP890630-0210  750 2.91969 LMwJMS_short 
64 0 AP890703-0239  751 2.91969 LMwJMS_short 
64 0 AP890708-0079  752 2.91969 LMwJMS_short 
64 0 AP890718-0207  753 2.91969 LMwJMS_short 
64 0 AP890718-0210  754 2.91969 LMwJMS_short 
64 0 AP890718-0211  755 2.91969 LMwJMS_short 
64 0 AP890725-0194  756 2.91969 LMwJMS_short 
64 0 AP890727-0018  757 2.91969 LMwJMS_short 
64 0 AP890728-0076  758 2.91969 LMwJMS_short 
64 0 AP890731-0004  759 2.91969 LMwJMS_short 
64 0 AP890731-0072  760 2.91969 LMwJMS_short 
64 0 AP890802-0004  761 2.91969 LMwJMS_short 
64 0 AP890803-0073  762 2.91969 LMwJMS_short 
64 0 AP890803-0177  763 2.91969 LMwJMS_short 
64 0 AP890804-0117  764 2.91969 LMwJMS_short 
64 0 AP890805-0090  765 2.91969 LMwJMS_short 
64 0 AP890805-0103  766 2.91969 LMwJMS_short 
64 0 AP890807-0040  767 2.91969 LMwJMS_short 
64 0 AP890810-0008  768 2.91969 LMwJMS_short 
64 0 AP890811-0124  769 2.91969 LMwJMS_short 
64 0 AP890812-0038  770 2.91969 LMwJMS_short 
64 0 AP890812-0123  771 2.91969 LMwJMS_short 
64 0 AP890814-0066  772 2.91969 LMwJMS_short 
64 0 AP890825-0201  773 2.91969 LMwJMS_short 
64 0 AP890827-0014  774 2.91969 LMwJMS_short 
64 0 AP890905-0035  775 2.91969 LMwJMS_short 
64 0 AP890906-0196  776 2.91969 LMwJMS_short 
64 0 AP890907-0077  777 2.91969 LMwJMS_short 
64 0 AP890908-0231  778 2.91969 LMwJMS_short 
64 0 AP890919-0170  779 2.91969 LMwJMS_short 
64 0 AP890921-0189  780 2.91969 LMwJMS_short 
64 0 AP890922-0042  781 2.91969 LMwJMS_short 
64 0 AP891005-0126  782 2.91969 LMwJMS_short 
64 0 AP891009-0036  783 2.91969 LMwJMS_short 
64 0 AP891014-0044  784 2.91969 LMwJMS_short 
64 0 AP891016-0188  785 2.91969 LMwJMS_short 
64 0 AP891017-0143  786 2.91969 LMwJMS_short 
64 0 AP891023-0206  787 2.91969 LMwJMS_short 
64 0 AP891024-0049  788 2.91969 LMwJMS_short 
64 0 AP891025-0041  789 2.91969 LMwJMS_short 
64 0 AP891026-0020  790 2.91969 LMwJMS_short 
64 0 AP891026-0098  791 2.91969 LMwJMS_short 
64 0 AP891026-0157  792 2.91969 LMwJMS_short 
64 0 AP891029-0031  793 2.91969 LMwJMS_short 
64 0 AP891030-0217  794 2.91969 LMwJMS_short 
64 0 AP891102-0019  795 2.91969 LMwJMS_short 
64 0 AP891104-0056  796 2.91969 LMwJMS_short 
64 0 AP891106-0159  797 2.91969 LMwJMS_short 
64 0 AP891106-0189  798 2.91969 LMwJMS_short 
64 0 AP891106-0191  799 2.91969 LMwJMS_short 
64 0 AP891107-0025  800 2.91969 LMwJMS_short 
64 0 AP891107-0151  801 2.91969 LMwJMS_short 
64 0 AP891113-0195  802 2.91969 LMwJMS_short 
64 0 AP891125-0134  803 2.91969 LMwJMS_short 
64 0 AP891127-0205  804 2.91969 LMwJMS_short 
64 0 AP891204-0049  805 2.91969 LMwJMS_short 
64 0 AP891204-0167  806 2.91969 LMwJMS_short 
64 0 AP891209-0106  807 2.91969 LMwJMS_short 
64 0 AP891214-0151  808 2.91969 LMwJMS_short 
64 0 AP891215-0158  809 2.91969 LMwJMS_short 
64 0 AP891218-0201  810 2.91969 LMwJMS_short 
64 0 AP891218-0205  811 2.91969 LMwJMS_short 
64 0 AP891226-0139  812 2.91969 LMwJMS_short 
64 0 AP891228-0138  813 2.91969 LMwJMS_short 
64 0 AP890106-0107  814 2.90846 LMwJMS_short 
64 0 AP890120-0279  815 2.90846 LMwJMS_short 
64 0 AP890123-0007  816 2.90846 LMwJMS_short 
64 0 AP890202-0184  817 2.90846 LMwJMS_short 
64 0 AP890210-0039  818 2.90846 LMwJMS_short 
64 0 AP890213-0110  819 2.90846 LMwJMS_short 
64 0 AP890224-0239  820 2.90846 LMwJMS_short 
64 0 AP890228-0073  821 2.90846 LMwJMS_short 
64 0 AP890311-0007  822 2.90846 LMwJMS_short 
64 0 AP890313-0017  823 2.90846 LMwJMS_short 
64 0 AP890411-0072  824 2.90846 LMwJMS_short 
64 0 AP890419-0093  825 2.90846 LMwJMS_short 
64 0 AP890421-0258  826 2.90846 LMwJMS_short 
64 0 AP890423-0028  827 2.90846 LMwJMS_short 
64 0 AP890512-0131  828 2.90846 LMwJMS_short 
64 0 AP890530-0123  829 2.90846 LMwJMS_short 
64 0 AP890602-0112  830 2.90846 LMwJMS_short 
64 0 AP890605-0109  831 2.90846 LMwJMS_short 
64 0 AP890608-0255  832 2.90846 LMwJMS_short 
64 0 AP890619-0057  833 2.90846 LMwJMS_short 
64 0 AP890703-0005  834 2.90846 LMwJMS_short 
64 0 AP890713-0271  835 2.90846 LMwJMS_short 
64 0 AP890717-0212  836 2.90846 LMwJMS_short 
64 0 AP890721-0155  837 2.90846 LMwJMS_short 
64 0 AP890814-0082  838 2.90846 LMwJMS_short 
64 0 AP890820-0085  839 2.90846 LMwJMS_short 
64 0 AP890908-0247  840 2.90846 LMwJMS_short 
64 0 AP890909-0136  841 2.90846 LMwJMS_short 
64 0 AP890914-0114  842 2.90846 LMwJMS_short 
64 0 AP890916-0082  843 2.90846 LMwJMS_short 
64 0 AP890921-0170  844 2.90846 LMwJMS_short 
64 0 AP891004-0274  845 2.90846 LMwJMS_short 
64 0 AP891009-0204  846 2.90846 LMwJMS_short 
64 0 AP891013-0002  847 2.90846 LMwJMS_short 
64 0 AP891022-0089  848 2.90846 LMwJMS_short 
64 0 AP891023-0039  849 2.90846 LMwJMS_short 
64 0 AP891029-0009  850 2.90846 LMwJMS_short 
64 0 AP891109-0291  851 2.90846 LMwJMS_short 
64 0 AP891116-0100  852 2.90846 LMwJMS_short 
64 0 AP891121-0094  853 2.90846 LMwJMS_short 
64 0 AP891128-0035  854 2.90846 LMwJMS_short 
64 0 AP891207-0005  855 2.90846 LMwJMS_short 
64 0 AP891223-0053  856 2.90846 LMwJMS_short 
64 0 AP890121-0081  857 2.90019 LMwJMS_short 
64 0 AP890419-0149  858 2.90019 LMwJMS_short 
64 0 AP890731-0095  859 2.90019 LMwJMS_short 
64 0 AP890803-0125  860 2.90019 LMwJMS_short 
64 0 AP890803-0183  861 2.90019 LMwJMS_short 
64 0 AP890121-0163  862 2.88897 LMwJMS_short 
64 0 AP890814-0027  863 2.88897 LMwJMS_short 
64 0 AP890908-0055  864 2.88897 LMwJMS_short 
64 0 AP891101-0074  865 2.88897 LMwJMS_short 
64 0 AP890919-0140  866 2.82814 LMwJMS_short 
64 0 AP890111-0219  867 2.78749 LMwJMS_short 
64 0 AP890119-0179  868 2.78749 LMwJMS_short 
64 0 AP890119-0237  869 2.78749 LMwJMS_short 
64 0 AP890120-0005  870 2.78749 LMwJMS_short 
64 0 AP890120-0018  871 2.78749 LMwJMS_short 
64 0 AP890120-0204  872 2.78749 LMwJMS_short 
64 0 AP890307-0010  873 2.78749 LMwJMS_short 
64 0 AP890309-0011  874 2.78749 LMwJMS_short 
64 0 AP890406-0130  875 2.78749 LMwJMS_short 
64 0 AP890715-0047  876 2.78749 LMwJMS_short 
64 0 AP890822-0007  877 2.78749 LMwJMS_short 
64 0 AP890928-0226  878 2.78749 LMwJMS_short 
64 0 AP891110-0177  879 2.78749 LMwJMS_short 
64 0 AP891122-0008  880 2.78749 LMwJMS_short 
64 0 AP891219-0178  881 2.78749 LMwJMS_short 
64 0 AP890626-0240  882 2.65757 LMwJMS_short 
64 0 AP890106-0010  883 2.64983 LMwJMS_short 
64 0 AP890206-0007  884 2.63880 LMwJMS_short 
64 0 AP890318-0154  885 2.63880 LMwJMS_short 
64 0 AP890330-0017  886 2.63880 LMwJMS_short 
64 0 AP890422-0063  887 2.63880 LMwJMS_short 
64 0 AP890513-0142  888 2.63880 LMwJMS_short 
64 0 AP890605-0022  889 2.63880 LMwJMS_short 
64 0 AP890626-0242  890 2.63880 LMwJMS_short 
64 0 AP890629-0012  891 2.63880 LMwJMS_short 
64 0 AP890728-0136  892 2.63880 LMwJMS_short 
64 0 AP890825-0181  893 2.63880 LMwJMS_short 
64 0 AP891028-0135  894 2.63880 LMwJMS_short 
64 0 AP891118-0125  895 2.63880 LMwJMS_short 
64 0 AP890103-0147  896 2.63068 LMwJMS_short 
64 0 AP890106-0080  897 2.63068 LMwJMS_short 
64 0 AP890108-0072  898 2.63068 LMwJMS_short 
64 0 AP890109-0061  899 2.63068 LMwJMS_short 
64 0 AP890128-0051  900 2.63068 LMwJMS_short 
64 0 AP890129-0068  901 2.63068 LMwJMS_short 
64 0 AP890130-0165  902 2.63068 LMwJMS_short 
64 0 AP890131-0167  903 2.63068 LMwJMS_short 
64 0 AP890204-0048  904 2.63068 LMwJMS_short 
64 0 AP890212-0038  905 2.63068 LMwJMS_short 
64 0 AP890213-0118  906 2.63068 LMwJMS_short 
64 0 AP890216-0012  907 2.63068 LMwJMS_short 
64 0 AP890225-0008  908 2.63068 LMwJMS_short 
64 0 AP890307-0054  909 2.63068 LMwJMS_short 
64 0 AP890313-0100  910 2.63068 LMwJMS_short 
64 0 AP890314-0063  911 2.63068 LMwJMS_short 
64 0 AP890317-0128  912 2.63068 LMwJMS_short 
64 0 AP890318-0043  913 2.63068 LMwJMS_short 
64 0 AP890323-0001  914 2.63068 LMwJMS_short 
64 0 AP890323-0178  915 2.63068 LMwJMS_short 
64 0 AP890324-0095  916 2.63068 LMwJMS_short 
64 0 AP890327-0180  917 2.63068 LMwJMS_short 
64 0 AP890405-0159  918 2.63068 LMwJMS_short 
64 0 AP890411-0119  919 2.63068 LMwJMS_short 
64 0 AP890415-0127  920 2.63068 LMwJMS_short 
64 0 AP890422-0077  921 2.63068 LMwJMS_short 
64 0 AP890425-0175  922 2.63068 LMwJMS_short 
64 0 AP890427-0267  923 2.63068 LMwJMS_short 
64 0 AP890501-0175  924 2.63068 LMwJMS_short 
64 0 AP890502-0184  925 2.63068 LMwJMS_short 
64 0 AP890503-0184  926 2.63068 LMwJMS_short 
64 0 AP890503-0204  927 2.63068 LMwJMS_short 
64 0 AP890504-0021  928 2.63068 LMwJMS_short 
64 0 AP890504-0206  929 2.63068 LMwJMS_short 
64 0 AP890505-0233  930 2.63068 LMwJMS_short 
64 0 AP890509-0070  931 2.63068 LMwJMS_short 
64 0 AP890517-0201  932 2.63068 LMwJMS_short 
64 0 AP890519-0140  933 2.63068 LMwJMS_short 
64 0 AP890526-0019  934 2.63068 LMwJMS_short 
64 0 AP890605-0012  935 2.63068 LMwJMS_short 
64 0 AP890605-0042  936 2.63068 LMwJMS_short 
64 0 AP890606-0105  937 2.63068 LMwJMS_short 
64 0 AP890612-0190  938 2.63068 LMwJMS_short 
64 0 AP890614-0025  939 2.63068 LMwJMS_short 
64 0 AP890617-0009  940 2.63068 LMwJMS_short 
64 0 AP890619-0179  941 2.63068 LMwJMS_short 
64 0 AP890623-0034  942 2.63068 LMwJMS_short 
64 0 AP890703-0238  943 2.63068 LMwJMS_short 
64 0 AP890719-0180  944 2.63068 LMwJMS_short 
64 0 AP890724-0108  945 2.63068 LMwJMS_short 
64 0 AP890728-0115  946 2.63068 LMwJMS_short 
64 0 AP890729-0010  947 2.63068 LMwJMS_short 
64 0 AP890731-0023  948 2.63068 LMwJMS_short 
64 0 AP890731-0058  949 2.63068 LMwJMS_short 
64 0 AP890731-0066  950 2.63068 LMwJMS_short 
64 0 AP890731-0082  951 2.63068 LMwJMS_short 
64 0 AP890731-0096  952 2.63068 LMwJMS_short 
64 0 AP890801-0018  953 2.63068 LMwJMS_short 
64 0 AP890801-0145  954 2.63068 LMwJMS_short 
64 0 AP890802-0041  955 2.63068 LMwJMS_short 
64 0 AP890803-0121  956 2.63068 LMwJMS_short 
64 0 AP890803-0190  957 2.63068 LMwJMS_short 
64 0 AP890803-0232  958 2.63068 LMwJMS_short 
64 0 AP890804-0018  959 2.63068 LMwJMS_short 
64 0 AP890804-0039  960 2.63068 LMwJMS_short 
64 0 AP890804-0094  961 2.63068 LMwJMS_short 
64 0 AP890807-0038  962 2.63068 LMwJMS_short 
64 0 AP890808-0180  963 2.63068 LMwJMS_short 
64 0 AP890809-0076  964 2.63068 LMwJMS_short 
64 0 AP890810-0039  965 2.63068 LMwJMS_short 
64 0 AP890810-0160  966 2.63068 LMwJMS_short 
64 0 AP890812-0006  967 2.63068 LMwJMS_short 
64 0 AP890814-0113  968 2.63068 LMwJMS_short 
64 0 AP890816-0030  969 2.63068 LMwJMS_short 
64 0 AP890816-0042  970 2.63068 LMwJMS_short 
64 0 AP890817-0158  971 2.63068 LMwJMS_short 
64 0 AP890823-0045  972 2.63068 LMwJMS_short 
64 0 AP890823-0065  973 2.63068 LMwJMS_short 
64 0 AP890825-0148  974 2.63068 LMwJMS_short 
64 0 AP890828-0163  975 2.63068 LMwJMS_short 
64 0 AP890828-0191  976 2.63068 LMwJMS_short 
64 0 AP890829-0155  977 2.63068 LMwJMS_short 
64 0 AP890908-0152  978 2.63068 LMwJMS_short 
64 0 AP890916-0088  979 2.63068 LMwJMS_short 
64 0 AP890919-0175  980 2.63068 LMwJMS_short 
64 0 AP890921-0137  981 2.63068 LMwJMS_short 
64 0 AP890922-0082  982 2.63068 LMwJMS_short 
64 0 AP890923-0061  983 2.63068 LMwJMS_short 
64 0 AP890923-0079  984 2.63068 LMwJMS_short 
64 0 AP891002-0251  985 2.63068 LMwJMS_short 
64 0 AP891005-0183  986 2.63068 LMwJMS_short 
64 0 AP891005-0193  987 2.63068 LMwJMS_short 
64 0 AP891006-0097  988 2.63068 LMwJMS_short 
64 0 AP891008-0010  989 2.63068 LMwJMS_short 
64 0 AP891011-0003  990 2.63068 LMwJMS_short 
64 0 AP891017-0038  991 2.63068 LMwJMS_short 
64 0 AP891023-0202  992 2.63068 LMwJMS_short 
64 0 AP891025-0002  993 2.63068 LMwJMS_short 
64 0 AP891030-0209  994 2.63068 LMwJMS_short 
64 0 AP891030-0218  995 2.63068 LMwJMS_short 
64 0 AP891030-0221  996 2.63068 LMwJMS_short 
64 0 AP891031-0144  997 2.63068 LMwJMS_short 
64 0 AP891102-0180  998 2.63068 LMwJMS_short 
64 0 AP891104-0062  999 2.63068 LMwJMS_short 
64 0 AP891105-0037 1000 2.63068 LMwJMS_short 
65 0 AP890714-0234    1 12.26957 LMwJMS_short 
65 0 AP890701-0034    2 10.67051 LMwJMS_short 
65 0 AP890725-0277    3 10.14008 LMwJMS_short 
65 0 AP890508-0245    4 10.08890 LMwJMS_short 
65 0 AP890309-0223    5 9.81309 LMwJMS_short 
65 0 AP891115-0281    6 9.52088 LMwJMS_short 
65 0 AP890210-0250    7 9.36389 LMwJMS_short 
65 0 AP890309-0222    8 8.79845 LMwJMS_short 
65 0 AP890410-0235    9 8.67138 LMwJMS_short 
65 0 AP890815-0228   10 8.58192 LMwJMS_short 
65 0 AP890403-0155   11 8.31803 LMwJMS_short 
65 0 AP890620-0245   12 8.27755 LMwJMS_short 
65 0 AP890316-0289   13 8.19435 LMwJMS_short 
65 0 AP890309-0220   14 8.14150 LMwJMS_short 
65 0 AP890105-0261   15 8.10593 LMwJMS_short 
65 0 AP890106-0210   16 8.10593 LMwJMS_short 
65 0 AP890201-0235   17 8.10324 LMwJMS_short 
65 0 AP890221-0234   18 8.01711 LMwJMS_short 
65 0 AP890731-0245   19 7.78652 LMwJMS_short 
65 0 AP890104-0227   20 7.57281 LMwJMS_short 
65 0 AP890623-0212   21 7.57281 LMwJMS_short 
65 0 AP891114-0116   22 7.57281 LMwJMS_short 
65 0 AP890603-0136   23 7.46744 LMwJMS_short 
65 0 AP890313-0090   24 7.39053 LMwJMS_short 
65 0 AP890103-0224   25 7.37034 LMwJMS_short 
65 0 AP890814-0019   26 7.37034 LMwJMS_short 
65 0 AP890502-0292   27 7.22582 LMwJMS_short 
65 0 AP890115-0086   28 6.96840 LMwJMS_short 
65 0 AP891105-0010   29 6.96840 LMwJMS_short 
65 0 AP890130-0179   30 6.94459 LMwJMS_short 
65 0 AP890620-0215   31 6.94459 LMwJMS_short 
65 0 AP890518-0149   32 6.92588 LMwJMS_short 
65 0 AP890928-0297   33 6.87167 LMwJMS_short 
65 0 AP890206-0235   34 6.77393 LMwJMS_short 
65 0 AP890215-0166   35 6.67782 LMwJMS_short 
65 0 AP890205-0094   36 6.40503 LMwJMS_short 
65 0 AP890421-0027   37 6.36997 LMwJMS_short 
65 0 AP890423-0046   38 6.36997 LMwJMS_short 
65 0 AP890814-0106   39 6.36997 LMwJMS_short 
65 0 AP890822-0075   40 6.36997 LMwJMS_short 
65 0 AP890822-0124   41 6.36997 LMwJMS_short 
65 0 AP890420-0050   42 6.36489 LMwJMS_short 
65 0 AP890219-0079   43 6.23806 LMwJMS_short 
65 0 AP890105-0282   44 6.22819 LMwJMS_short 
65 0 AP890718-0291   45 6.17346 LMwJMS_short 
65 0 AP891016-0262   46 6.17346 LMwJMS_short 
65 0 AP890819-0085   47 6.15084 LMwJMS_short 
65 0 AP891113-0124   48 6.13511 LMwJMS_short 
65 0 AP891220-0284   49 6.13511 LMwJMS_short 
65 0 AP890620-0022   50 6.12709 LMwJMS_short 
65 0 AP890417-0273   51 6.09601 LMwJMS_short 
65 0 AP890919-0239   52 6.09601 LMwJMS_short 
65 0 AP890517-0280   53 6.06568 LMwJMS_short 
65 0 AP890706-0263   54 6.04407 LMwJMS_short 
65 0 AP890108-0093   55 6.00608 LMwJMS_short 
65 0 AP890816-0142   56 5.97443 LMwJMS_short 
65 0 AP891201-0104   57 5.89022 LMwJMS_short 
65 0 AP891220-0101   58 5.89022 LMwJMS_short 
65 0 AP890630-0070   59 5.85990 LMwJMS_short 
65 0 AP890107-0001   60 5.85726 LMwJMS_short 
65 0 AP890521-0027   61 5.75756 LMwJMS_short 
65 0 AP890926-0246   62 5.70555 LMwJMS_short 
65 0 AP890405-0245   63 5.69139 LMwJMS_short 
65 0 AP891215-0289   64 5.65336 LMwJMS_short 
65 0 AP890623-0037   65 5.63494 LMwJMS_short 
65 0 AP890303-0152   66 5.62755 LMwJMS_short 
65 0 AP890814-0185   67 5.56118 LMwJMS_short 
65 0 AP890411-0221   68 5.55520 LMwJMS_short 
65 0 AP890419-0285   69 5.55520 LMwJMS_short 
65 0 AP890327-0018   70 5.54958 LMwJMS_short 
65 0 AP890612-0150   71 5.54958 LMwJMS_short 
65 0 AP890304-0156   72 5.53668 LMwJMS_short 
65 0 AP890323-0030   73 5.51444 LMwJMS_short 
65 0 AP890410-0058   74 5.51444 LMwJMS_short 
65 0 AP890216-0066   75 5.51250 LMwJMS_short 
65 0 AP891010-0132   76 5.50896 LMwJMS_short 
65 0 AP891029-0067   77 5.50896 LMwJMS_short 
65 0 AP891030-0298   78 5.50896 LMwJMS_short 
65 0 AP890209-0218   79 5.49578 LMwJMS_short 
65 0 AP891011-0276   80 5.49389 LMwJMS_short 
65 0 AP890328-0084   81 5.48430 LMwJMS_short 
65 0 AP891227-0171   82 5.41637 LMwJMS_short 
65 0 AP890126-0271   83 5.33665 LMwJMS_short 
65 0 AP891101-0238   84 5.33665 LMwJMS_short 
65 0 AP890303-0073   85 5.32827 LMwJMS_short 
65 0 AP890209-0021   86 5.29931 LMwJMS_short 
65 0 AP890718-0037   87 5.28073 LMwJMS_short 
65 0 AP890316-0129   88 5.21478 LMwJMS_short 
65 0 AP890713-0058   89 5.21478 LMwJMS_short 
65 0 AP890302-0214   90 5.16425 LMwJMS_short 
65 0 AP890420-0273   91 5.16425 LMwJMS_short 
65 0 AP890116-0232   92 5.13628 LMwJMS_short 
65 0 AP890214-0224   93 5.13628 LMwJMS_short 
65 0 AP890624-0027   94 5.13628 LMwJMS_short 
65 0 AP890404-0240   95 5.09712 LMwJMS_short 
65 0 AP890420-0058   96 5.05610 LMwJMS_short 
65 0 AP890929-0173   97 5.05610 LMwJMS_short 
65 0 AP891016-0227   98 5.05610 LMwJMS_short 
65 0 AP891107-0206   99 5.02484 LMwJMS_short 
65 0 AP891208-0281  100 5.02484 LMwJMS_short 
65 0 AP890527-0062  101 4.97587 LMwJMS_short 
65 0 AP891221-0222  102 4.96649 LMwJMS_short 
65 0 AP891010-0279  103 4.95456 LMwJMS_short 
65 0 AP890109-0342  104 4.94705 LMwJMS_short 
65 0 AP891207-0241  105 4.94705 LMwJMS_short 
65 0 AP890120-0017  106 4.92545 LMwJMS_short 
65 0 AP890801-0272  107 4.90118 LMwJMS_short 
65 0 AP890915-0123  108 4.90118 LMwJMS_short 
65 0 AP891210-0025  109 4.90118 LMwJMS_short 
65 0 AP891210-0028  110 4.90118 LMwJMS_short 
65 0 AP890209-0228  111 4.88508 LMwJMS_short 
65 0 AP890309-0121  112 4.88508 LMwJMS_short 
65 0 AP890407-0058  113 4.88508 LMwJMS_short 
65 0 AP890525-0099  114 4.88508 LMwJMS_short 
65 0 AP890908-0216  115 4.88508 LMwJMS_short 
65 0 AP891014-0121  116 4.88508 LMwJMS_short 
65 0 AP891110-0090  117 4.88508 LMwJMS_short 
65 0 AP891211-0327  118 4.88508 LMwJMS_short 
65 0 AP891218-0127  119 4.88508 LMwJMS_short 
65 0 AP890123-0298  120 4.88276 LMwJMS_short 
65 0 AP890802-0298  121 4.88276 LMwJMS_short 
65 0 AP891103-0231  122 4.84855 LMwJMS_short 
65 0 AP891213-0112  123 4.84855 LMwJMS_short 
65 0 AP890308-0232  124 4.81620 LMwJMS_short 
65 0 AP890622-0184  125 4.81620 LMwJMS_short 
65 0 AP890929-0239  126 4.81620 LMwJMS_short 
